tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
5197557,5197857,5197857,-181785.8,-181785,-0.75,12.75,23.02026,5197857,5198157,5198157,-67277.0,-67254,-23.0,-22.125,-3.861476,5198157,5198457,5198457,-216494.3,-216482,-12.25,-16.125,-2.201978,0,0,0.581674,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5198576,5198876,5198876,-181789.0,-181785,-4.0,5.625,20.46787,5198876,5199176,5199176,-67304.25,-67254,-50.25,-33.25,-8.400377,5199176,5199476,5199476,-216500.8,-216482,-18.75,-16.875,-5.662165,0,0,0.690608,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5199594,5199894,5199895,-181759.5,-181785,25.5,6.5625,16.77908,5199895,5200195,5200195,-67239.25,-67254,14.75,-22.9375,-14.57607,5200195,5200495,5200495,-216518.3,-216482,-36.25,-24.75,-8.44881,0,0,0.796079,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5200613,5200913,5200913,-181739.0,-181785,46.0,16.6875,14.24003,5200913,5201213,5201213,-67253.25,-67254,0.75,-14.4375,-16.65408,5201213,5201513,5201513,-216471.8,-216482,10.25,-14.25,-12.50003,0,0,0.867883,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5201633,5201933,5201933,-181729.5,-181785,55.5,30.75,14.84828,5201933,5202233,5202233,-67238.5,-67254,15.5,-4.8125,-16.10321,5202233,5202533,5202533,-216526.3,-216482,-44.25,-22.25,-12.93493,0,0,0.877728,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5202651,5202951,5202951,-181713.5,-181785,71.5,49.625,18.80022,5202951,5203251,5203251,-67278.25,-67254,-24.25,1.6875,-13.29721,5203251,5203551,5203553,-216498.8,-216482,-16.75,-21.75,-15.24994,0,0,0.946947,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5203670,5203970,5203970,-181745.8,-181785,39.25,53.0625,26.46088,5203970,5204270,5204270,-67270.75,-67254,-16.75,-6.1875,-9.573171,5204270,5204570,5204570,-216504.3,-216482,-22.25,-18.25,-16.86535,0,0,1.057988,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5204688,5204988,5204988,-181740.3,-181785,44.75,52.75,33.07199,5204988,5205288,5205288,-67240.0,-67254,14.0,-2.875,-8.731754,5205288,5205588,5205588,-216511.3,-216482,-29.25,-28.125,-17.20947,0,0,1.180264,0,0,0,0,0,0,0,0,0,0,False,2.1,0.001692,0.00185,0.005712,0,True,True,False
5205706,5206006,5206006,-181727.3,-181785,57.75,53.3125,37.96242,5206006,5206306,5206306,-67300.25,-67254,-46.25,-18.3125,-7.276218,5206306,5206606,5206606,-216477.3,-216482,4.75,-15.875,-19.92223,0,0,1.303217,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5206725,5207025,5207025,-181734.8,-181785,50.25,48.0,41.77726,5207025,5207325,5207325,-67248.0,-67254,6.0,-10.75,-10.01898,5207325,5207625,5207625,-216462.3,-216482,19.75,-6.75,-18.9164,0,0,1.414253,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5207741,5208041,5208041,-181714.3,-181785,70.75,55.875,43.32376,5208041,5208341,5208341,-67294.0,-67254,-40.0,-16.5625,-10.20066,5208341,5208641,5208641,-216467.8,-216482,14.25,2.375,-15.89277,0,0,1.388344,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5208758,5209058,5209058,-181724.0,-181785,61.0,59.9375,46.44303,5209058,5209358,5209358,-67242.0,-67254,12.0,-17.0625,-11.78172,5209358,5209658,5209658,-216483.5,-216482,-1.5,9.3125,-11.35282,0,0,1.391551,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5209776,5210076,5210076,-181740.0,-181785,45.0,56.75,49.79671,5210076,5210376,5210376,-67261.75,-67254,-7.75,-7.4375,-13.09412,5210376,5210676,5210676,-216500.0,-216482,-18.0,3.625,-6.217016,0,0,1.382157,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5210792,5211092,5211092,-181726.3,-181785,58.75,58.875,51.52476,5211092,5211392,5211392,-67263.5,-67254,-9.5,-11.3125,-11.68832,5211392,5211692,5211692,-216504.5,-216482,-22.5,-6.9375,-3.771052,0,0,1.339683,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
5211809,5212109,5212109,-181732.8,-181785,52.25,54.25,53.35146,5212109,5212409,5212409,-67251.25,-67254,2.75,-0.625,-11.59492,5212409,5212709,5212709,-216507.5,-216482,-25.5,-16.875,-4.557986,0,0,1.390087,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
