163458,	1514.5689,	1514.5000,	162555,	163458,	1514.3385,	1514.3125,	0,	0,	-42.5012,	46534.0000,	-17837.0000,	
164417,	1514.4512,	1514.5000,	163515,	164417,	1514.4287,	1514.3859,	0,	0,	-42.5012,	46534.0000,	-17832.0000,	
165378,	1514.2160,	1514.0000,	164475,	165378,	1514.4375,	1514.4306,	0,	0,	-42.5012,	46534.0000,	-17822.0000,	
166338,	1514.1689,	1514.0000,	165436,	166338,	1514.3508,	1514.2620,	0,	0,	-42.5012,	46534.0000,	-17820.0000,	
167299,	1514.4042,	1514.5000,	166395,	167298,	1514.2795,	1514.1594,	0,	0,	-42.5012,	46534.0000,	-17830.0000,	
168258,	1514.0042,	1514.0000,	167356,	168258,	1514.3283,	1514.2927,	0,	0,	-42.5012,	46534.0000,	-17813.0000,	
169219,	1514.3101,	1514.0000,	168316,	169219,	1514.2014,	1514.1782,	0,	0,	-42.5012,	46534.0000,	-17826.0000,	
170179,	1514.7807,	1515.0000,	169277,	170178,	1514.2438,	1514.1083,	0,	0,	-42.5012,	46534.0000,	-17846.0000,	
171139,	1514.8041,	1515.0000,	170236,	171139,	1514.4541,	1514.4575,	0,	0,	-42.5012,	46534.0000,	-17847.0000,	
172099,	1514.6630,	1514.5000,	171197,	172099,	1514.5911,	1514.6699,	0,	0,	-42.5012,	46534.0000,	-17841.0000,	
173060,	1514.8277,	1515.0000,	172157,	173060,	1514.6193,	1514.6033,	0,	0,	-42.5012,	46534.0000,	-17848.0000,	
174019,	1514.6159,	1514.5000,	173117,	174019,	1514.7009,	1514.7586,	0,	0,	-42.5012,	46534.0000,	-17839.0000,	
174980,	1514.3336,	1514.0000,	174077,	174980,	1514.6677,	1514.6574,	0,	0,	-42.5012,	46534.0000,	-17827.0000,	
175940,	1514.4512,	1514.5000,	175038,	175940,	1514.5368,	1514.4001,	0,	0,	-42.5012,	46534.0000,	-17832.0000,	
176901,	1514.6866,	1514.5000,	175998,	176901,	1514.5034,	1514.4392,	0,	0,	-42.5012,	46534.0000,	-17842.0000,	
177861,	1514.4748,	1514.5000,	176958,	177861,	1514.5751,	1514.4630,	0,	0,	-42.5012,	46534.0000,	-17833.0000,	
178821,	1514.5454,	1514.5000,	177918,	178821,	1514.5358,	1514.4775,	0,	0,	-42.5012,	46534.0000,	-17836.0000,	
179781,	1514.9218,	1515.0000,	178879,	179781,	1514.5395,	1514.4863,	0,	0,	-42.5012,	46534.0000,	-17852.0000,	
180742,	1514.3571,	1514.0000,	179840,	180742,	1514.6892,	1514.6875,	0,	0,	-42.5012,	46534.0000,	-17828.0000,	
181702,	1514.5925,	1514.5000,	180800,	181702,	1514.5593,	1514.4184,	0,	0,	-42.5012,	46534.0000,	-17838.0000,	
182662,	1514.5925,	1514.5000,	181760,	182662,	1514.5722,	1514.4504,	0,	0,	-42.5012,	46534.0000,	-17838.0000,	
183622,	1514.6159,	1514.5000,	182720,	183622,	1514.5802,	1514.4698,	0,	0,	-42.5012,	46534.0000,	-17839.0000,	
184583,	1514.6159,	1514.5000,	183681,	184583,	1514.5942,	1514.4816,	0,	0,	-42.5012,	46534.0000,	-17839.0000,	
185542,	1514.5454,	1514.5000,	184640,	185542,	1514.6027,	1514.4888,	0,	0,	-42.5012,	46534.0000,	-17836.0000,	
186503,	1514.4042,	1514.5000,	185601,	186503,	1514.5803,	1514.4931,	0,	0,	-42.5012,	46534.0000,	-17830.0000,	
187462,	1514.6630,	1514.5000,	186561,	187462,	1514.5114,	1514.4958,	0,	0,	-42.5012,	46534.0000,	-17841.0000,	
188423,	1514.4512,	1514.5000,	187521,	188423,	1514.5708,	1514.4975,	0,	0,	-42.5012,	46534.0000,	-17832.0000,	
189383,	1514.3101,	1514.0000,	188481,	189382,	1514.5239,	1514.4985,	0,	0,	-42.5012,	46534.0000,	-17826.0000,	
190343,	1514.9688,	1515.0000,	189441,	190343,	1514.4401,	1514.3034,	0,	0,	-42.5012,	46534.0000,	-17854.0000,	
191303,	1514.4984,	1514.5000,	190401,	191303,	1514.6472,	1514.5761,	0,	0,	-42.5012,	46534.0000,	-17834.0000,	
192263,	1514.5925,	1514.5000,	191361,	192263,	1514.5889,	1514.5463,	0,	0,	-42.5012,	46534.0000,	-17838.0000,	
193223,	1514.6866,	1514.5000,	192321,	193223,	1514.5903,	1514.5283,	0,	0,	-42.5012,	46534.0000,	-17842.0000,	
194183,	1514.8041,	1515.0000,	193282,	194183,	1514.6280,	1514.5173,	0,	0,	-42.5012,	46534.0000,	-17847.0000,	
195143,	1514.4512,	1514.5000,	194241,	195143,	1514.6970,	1514.7062,	0,	0,	-42.5012,	46534.0000,	-17832.0000,	
196104,	1514.5218,	1514.5000,	195202,	196104,	1514.6008,	1514.6254,	0,	0,	-42.5012,	46534.0000,	-17835.0000,	
197063,	1513.9571,	1514.0000,	196161,	197063,	1514.5698,	1514.5764,	0,	0,	-42.5012,	46534.0000,	-17811.0000,	
198024,	1514.4512,	1514.5000,	197122,	198024,	1514.3299,	1514.3508,	0,	0,	-42.5012,	46534.0000,	-17832.0000,	
198984,	1514.7336,	1515.0000,	198082,	198984,	1514.3774,	1514.4091,	0,	0,	-42.5012,	46534.0000,	-17844.0000,	
199945,	1514.4042,	1514.5000,	199042,	199944,	1514.5168,	1514.6405,	0,	0,	-42.5012,	46534.0000,	-17830.0000,	
200904,	1514.4512,	1514.5000,	200002,	200904,	1514.4727,	1514.5854,	0,	0,	-42.5012,	46534.0000,	-17832.0000,	
201865,	1514.7572,	1515.0000,	200963,	201865,	1514.4643,	1514.5520,	0,	0,	-42.5012,	46534.0000,	-17845.0000,	
202824,	1514.6866,	1514.5000,	201922,	202824,	1514.5791,	1514.7274,	0,	0,	-42.5012,	46534.0000,	-17842.0000,	
203785,	1514.8983,	1515.0000,	202883,	203785,	1514.6212,	1514.6384,	0,	0,	-42.5012,	46534.0000,	-17851.0000,	
204744,	1514.4748,	1514.5000,	203843,	204744,	1514.7297,	1514.7800,	0,	0,	-42.5012,	46534.0000,	-17833.0000,	
205705,	1514.4984,	1514.5000,	204803,	205705,	1514.6298,	1514.6704,	0,	0,	-42.5012,	46534.0000,	-17834.0000,	
206665,	1514.7572,	1515.0000,	205763,	206664,	1514.5783,	1514.6037,	0,	0,	-42.5012,	46534.0000,	-17845.0000,	
207625,	1514.6630,	1514.5000,	206723,	207625,	1514.6484,	1514.7589,	0,	0,	-42.5012,	46534.0000,	-17841.0000,	
208585,	1514.6866,	1514.5000,	207683,	208585,	1514.6541,	1514.6574,	0,	0,	-42.5012,	46534.0000,	-17842.0000,	
209545,	1514.5454,	1514.5000,	208643,	209545,	1514.6668,	1514.5958,	0,	0,	-42.5012,	46534.0000,	-17836.0000,	
210505,	1514.7100,	1515.0000,	209603,	210505,	1514.6193,	1514.5583,	0,	0,	-42.5012,	46534.0000,	-17843.0000,	
211466,	1514.6395,	1514.5000,	210564,	211465,	1514.6547,	1514.7312,	0,	0,	-42.5012,	46534.0000,	-17840.0000,	
212425,	1514.5454,	1514.5000,	211523,	212425,	1514.6488,	1514.6406,	0,	0,	-42.5012,	46534.0000,	-17836.0000,	
213386,	1514.5925,	1514.5000,	212484,	213386,	1514.6083,	1514.5855,	0,	0,	-42.5012,	46534.0000,	-17838.0000,	
214346,	1514.5454,	1514.5000,	213444,	214346,	1514.6021,	1514.5520,	0,	0,	-42.5012,	46534.0000,	-17836.0000,	
215306,	1514.6866,	1514.5000,	214404,	215306,	1514.5799,	1514.5317,	0,	0,	-42.5012,	46534.0000,	-17842.0000,	
216266,	1514.6395,	1514.5000,	215364,	216266,	1514.6217,	1514.5192,	0,	0,	-42.5012,	46534.0000,	-17840.0000,	
217227,	1514.7100,	1515.0000,	216325,	217227,	1514.6286,	1514.5117,	0,	0,	-42.5012,	46534.0000,	-17843.0000,	
218186,	1514.5925,	1514.5000,	217284,	218186,	1514.6605,	1514.7028,	0,	0,	-42.5012,	46534.0000,	-17838.0000,	
219147,	1514.8983,	1515.0000,	218245,	219147,	1514.6339,	1514.6235,	0,	0,	-42.5012,	46534.0000,	-17851.0000,	
220107,	1514.6395,	1514.5000,	219205,	220107,	1514.7374,	1514.7709,	0,	0,	-42.5012,	46534.0000,	-17840.0000,	
221067,	1514.5454,	1514.5000,	220165,	221067,	1514.6990,	1514.6649,	0,	0,	-42.5012,	46534.0000,	-17836.0000,	
222027,	1514.7100,	1515.0000,	221125,	222027,	1514.6389,	1514.6003,	0,	0,	-42.5012,	46534.0000,	-17843.0000,	
222988,	1514.2160,	1514.0000,	222086,	222988,	1514.6667,	1514.7568,	0,	0,	-42.5012,	46534.0000,	-17822.0000,	
223948,	1514.4748,	1514.5000,	223046,	223948,	1514.4903,	1514.4605,	0,	0,	-42.5012,	46534.0000,	-17833.0000,	
224908,	1514.5218,	1514.5000,	224006,	224908,	1514.4842,	1514.4760,	0,	0,	-42.5012,	46534.0000,	-17835.0000,	
225868,	1514.7100,	1515.0000,	224966,	225868,	1514.4990,	1514.4854,	0,	0,	-42.5012,	46534.0000,	-17843.0000,	
226829,	1514.6159,	1514.5000,	225927,	226829,	1514.5815,	1514.6868,	0,	0,	-42.5012,	46534.0000,	-17839.0000,	
227789,	1514.7572,	1515.0000,	226886,	227789,	1514.5949,	1514.6137,	0,	0,	-42.5012,	46534.0000,	-17845.0000,	
228749,	1514.6395,	1514.5000,	227847,	228749,	1514.6584,	1514.7648,	0,	0,	-42.5012,	46534.0000,	-17840.0000,	
229709,	1514.9688,	1515.0000,	228807,	229709,	1514.6511,	1514.6611,	0,	0,	-42.5012,	46534.0000,	-17854.0000,	
230670,	1514.4984,	1514.5000,	229768,	230670,	1514.7755,	1514.7938,	0,	0,	-42.5012,	46534.0000,	-17834.0000,	
231630,	1514.7572,	1515.0000,	230728,	231630,	1514.6669,	1514.6788,	0,	0,	-42.5012,	46534.0000,	-17845.0000,	
232591,	1514.7100,	1515.0000,	231689,	232591,	1514.7023,	1514.8045,	0,	0,	-42.5012,	46534.0000,	-17843.0000,	
233551,	1514.8277,	1515.0000,	232649,	233551,	1514.7053,	1514.8811,	0,	0,	-42.5012,	46534.0000,	-17848.0000,	
234512,	1514.5925,	1514.5000,	233610,	234512,	1514.7531,	1514.9277,	0,	0,	-42.5012,	46534.0000,	-17838.0000,	
235471,	1514.5689,	1514.5000,	234569,	235471,	1514.6901,	1514.7602,	0,	0,	-42.5012,	46534.0000,	-17837.0000,	
236432,	1514.6395,	1514.5000,	235530,	236432,	1514.6427,	1514.6584,	0,	0,	-42.5012,	46534.0000,	-17840.0000,	
237392,	1514.6866,	1514.5000,	236490,	237392,	1514.6414,	1514.5964,	0,	0,	-42.5012,	46534.0000,	-17842.0000,	
238353,	1514.2630,	1514.0000,	237451,	238353,	1514.6591,	1514.5587,	0,	0,	-42.5012,	46534.0000,	-17824.0000,	
239312,	1514.9688,	1515.0000,	238410,	239312,	1514.5041,	1514.3400,	0,	0,	-42.5012,	46534.0000,	-17854.0000,	
240273,	1514.4277,	1514.5000,	239371,	240273,	1514.6860,	1514.5983,	0,	0,	-42.5012,	46534.0000,	-17831.0000,	
241233,	1514.5925,	1514.5000,	240331,	241233,	1514.5849,	1514.5598,	0,	0,	-42.5012,	46534.0000,	-17838.0000,	
242194,	1514.7100,	1515.0000,	241292,	242193,	1514.5878,	1514.5363,	0,	0,	-42.5012,	46534.0000,	-17843.0000,	
243153,	1515.1101,	1515.0000,	242251,	243153,	1514.6357,	1514.7178,	0,	0,	-42.5012,	46534.0000,	-17860.0000,	
