tBeforeMeasure,tAfterMeasure,tAfterAlgo,correctedValueFiltered,realValue_WU,thetadeg,phideg,myTmp,tareButtonFlank,realWeight
2250934.0,2251527.0,2251527.0,0.0,-67619.0,35.26,135.0,36.53,0.0,0
2251628.0,2252221.0,2252221.0,0.0,-67637.0,35.26,135.0,36.53,0.0,0
2252323.0,2252916.0,2252916.0,0.0,-67626.0,35.26,135.0,36.53,0.0,0
2253017.0,2253610.0,2253610.0,0.0,-67593.0,35.26,135.0,36.53,0.0,0
2253712.0,2254305.0,2254305.0,0.0,-67660.0,35.26,135.0,36.53,0.0,0
2254406.0,2254999.0,2254999.0,0.0,-67657.0,35.26,135.0,36.53,0.0,0
2255101.0,2255694.0,2255694.0,0.0,-67638.0,35.26,135.0,36.53,0.0,0
2255795.0,2256388.0,2256388.0,0.0,-67650.0,35.26,135.0,36.53,0.0,0
2256490.0,2257083.0,2257083.0,0.0,-67658.0,35.26,135.0,36.53,0.0,0
2257184.0,2257777.0,2257777.0,0.0,-67639.0,35.26,135.0,36.53,0.0,0
2257879.0,2258472.0,2258472.0,0.0,-67647.0,35.26,135.0,36.53,0.0,0
2258573.0,2259166.0,2259166.0,0.0,-67637.0,35.26,135.0,36.53,0.0,0
2259268.0,2259861.0,2259861.0,0.0,-67611.0,35.26,135.0,36.53,0.0,0
2259962.0,2260556.0,2260556.0,0.0,-67609.0,35.26,135.0,36.53,0.0,0
2260657.0,2261250.0,2261250.0,0.0,-67642.0,35.26,135.0,36.53,0.0,0
2261351.0,2261945.0,2261945.0,0.0,-67656.0,35.26,135.0,36.53,0.0,0
2262046.0,2262639.0,2262639.0,0.0,-67630.0,35.26,135.0,36.53,0.0,0
2262741.0,2263334.0,2263334.0,0.0,-67608.0,35.26,135.0,36.53,0.0,0
2263435.0,2264028.0,2264028.0,0.0,-67622.0,35.26,135.0,36.53,0.0,0
2264130.0,2264723.0,2264723.0,0.0,-67636.0,35.26,135.0,36.53,0.0,0
2264824.0,2265417.0,2265417.0,0.0,-67639.0,35.26,135.0,36.53,0.0,0
2265519.0,2266112.0,2266112.0,0.0,-67627.0,35.26,135.0,36.53,0.0,0
2266213.0,2266807.0,2266807.0,0.0,-67633.0,35.26,135.0,36.53,0.0,0
2266908.0,2267501.0,2267501.0,0.0,-67652.0,35.26,135.0,36.53,0.0,0
2267603.0,2268196.0,2268196.0,0.0,-67645.0,35.26,135.0,36.53,0.0,0
2268297.0,2268890.0,2268890.0,0.0,-67611.0,35.26,135.0,36.53,0.0,0
2268992.0,2269585.0,2269585.0,0.0,-67617.0,35.26,135.0,36.53,0.0,0
2269686.0,2270280.0,2270280.0,0.0,-67597.0,35.26,135.0,36.53,0.0,0
2270381.0,2270974.0,2270974.0,0.0,-67631.0,35.26,135.0,36.53,0.0,0
2271076.0,2271669.0,2271669.0,0.0,-67624.0,35.26,135.0,36.53,0.0,0
2271770.0,2272363.0,2272363.0,0.0,-67632.0,35.26,135.0,36.53,0.0,0
2272465.0,2273058.0,2273058.0,0.0,-67645.0,35.26,135.0,36.53,0.0,0
2273159.0,2273752.0,2273752.0,0.0,-67626.0,35.26,135.0,36.53,0.0,0
2273854.0,2274447.0,2274447.0,0.0,-67659.0,35.26,135.0,36.53,0.0,0
2274548.0,2275142.0,2275142.0,0.0,-67650.0,35.26,135.0,36.53,0.0,0
2275243.0,2275836.0,2275836.0,0.0,-67634.0,35.26,135.0,36.53,0.0,0
2275937.0,2276531.0,2276531.0,0.0,-67633.0,35.26,135.0,36.53,0.0,0
2276632.0,2277225.0,2277225.0,0.0,-67627.0,35.26,135.0,36.53,0.0,0
2277327.0,2277920.0,2277920.0,0.0,-67637.0,35.26,135.0,36.53,0.0,0
2278021.0,2278614.0,2278614.0,0.0,-67640.0,35.26,135.0,36.53,0.0,0
2278716.0,2279309.0,2279309.0,0.0,-67653.0,35.26,135.0,36.53,0.0,0
2279410.0,2280004.0,2280004.0,0.0,-67600.0,35.26,135.0,36.53,0.0,0
2280105.0,2280698.0,2280698.0,0.0,-67626.0,35.26,135.0,36.53,0.0,0
2280800.0,2281393.0,2281393.0,0.0,-67648.0,35.26,135.0,36.53,0.0,0
2281494.0,2282087.0,2282087.0,0.0,-67655.0,35.26,135.0,36.53,0.0,0
2282189.0,2282782.0,2282782.0,0.0,-67624.0,35.26,135.0,36.53,0.0,0
2282883.0,2283476.0,2283476.0,0.0,-67654.0,35.26,135.0,36.53,0.0,0
2283578.0,2284171.0,2284171.0,0.0,-67650.0,35.26,135.0,36.53,0.0,0
2284272.0,2284866.0,2284866.0,0.0,-67644.0,35.26,135.0,36.53,0.0,0
2284967.0,2285560.0,2285560.0,0.0,-67625.0,35.26,135.0,36.53,0.0,0
