tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
43451,43751,44651,318057.3,173235,144822.3,144822.3,144822.3,43751,44051,44651,204230.3,126222,78008.25,78008.25,78008.25,44051,44351,44651,506393.8,361302,145091.8,145091.8,145091.8,44351,44651,44651,-78772.75,-141332,62559.25,62559.25,62559.25,0,2269.464,2269.5,True,0,0,0,0,0,True,True,False
44775,45075,45975,318043.8,173235,144808.8,144818.9,144822.3,45075,45375,45975,204198.0,126222,77976.0,78000.19,78008.25,45375,45675,45975,506455.5,361302,145153.5,145107.2,145091.8,45675,45975,45975,-78766.0,-141332,62566.0,62560.94,62559.25,0,2269.559,2269.5,False,0,0,0,0,0,True,True,False
46097,46397,47297,318023.5,173235,144788.5,144810.4,144821.4,46397,46697,47297,204233.8,126222,78011.75,78001.06,78006.25,46697,46997,47297,506355.3,361302,145053.3,145097.6,145095.6,46997,47297,47297,-78754.25,-141332,62577.75,62565.56,62559.67,0,2269.199,2269.0,False,0,0,0,0,0,True,True,False
47420,47720,48620,318027.0,173235,144792.0,144802.9,144818.7,47720,48020,48620,204225.5,126222,78003.5,77999.88,78004.96,48020,48320,48620,506375.3,361302,145073.3,145092.9,145096.1,48320,48620,48620,-78757.75,-141332,62574.25,62569.31,62561.13,0,2269.256,2269.0,False,0,0,0,0,0,True,True,False
48743,49043,49943,317993.8,173235,144758.8,144787.0,144814.8,49043,49343,49943,204253.5,126222,78031.5,78005.69,78003.7,49343,49643,49943,506394.5,361302,145092.5,145093.1,145095.3,49643,49943,49943,-78755.25,-141332,62576.75,62573.69,62563.17,0,2269.35,2269.0,False,0,0,0,0,0,True,True,False
50065,50365,51265,317994.8,173235,144759.8,144774.8,144807.9,50365,50665,51265,204272.0,126222,78050.0,78024.19,78004.2,50665,50965,51265,506374.8,361302,145072.8,145072.9,145094.8,50965,51265,51265,-78713.25,-141332,62618.75,62586.88,62565.78,0,2269.569,2269.5,False,0,0,0,0,0,True,True,False
51388,51688,52588,318004.8,173235,144769.8,144770.1,144799.6,51688,51988,52588,204222.0,126222,78000.0,78021.25,78009.16,51988,52288,52588,506394.0,361302,145092.0,145082.6,145089.3,52288,52588,52588,-78736.0,-141332,62596.0,62591.44,62571.02,0,2269.322,2269.0,False,0,0,0,0,0,True,True,False
52710,53010,53910,317984.3,173235,144749.3,144759.4,144792.3,53010,53310,53910,204280.8,126222,78058.75,78035.06,78012.17,53310,53610,53910,506389.5,361302,145087.5,145086.2,145087.7,53610,53910,53910,-78698.75,-141332,62633.25,62606.19,62576.1,0,2269.711,2270.0,False,0,0,0,0,0,True,True,False
54036,54336,55236,317992.8,173235,144757.8,144759.1,144784.1,54336,54636,55236,204210.3,126222,77988.25,78024.25,78017.86,54636,54936,55236,506418.8,361302,145116.8,145092.3,145087.3,54936,55236,55236,-78735.25,-141332,62596.75,62611.19,62583.58,0,2269.322,2269.0,False,0,0,0,0,0,True,True,False
55361,55661,56561,318029.0,173235,144794.0,144767.7,144777.9,55661,55961,56561,204236.3,126222,78014.25,78015.31,78019.45,55961,56261,56561,506357.3,361302,145055.3,145087.9,145088.5,56261,56561,56561,-78705.25,-141332,62626.75,62613.19,62590.44,0,2269.496,2269.5,False,0,0,0,0,0,True,True,False
56684,56984,57884,317986.0,173235,144751.0,144763.0,144775.4,56984,57284,57884,204264.0,126222,78042.0,78025.81,78018.43,57284,57584,57884,506376.5,361302,145074.5,145083.5,145088.4,57584,57884,57884,-78713.0,-141332,62619.0,62618.94,62596.09,0,2269.487,2269.5,False,0,0,0,0,0,True,True,False
58006,58306,59206,317997.8,173235,144762.8,144766.4,144772.3,58306,58606,59206,204292.0,126222,78070.0,78028.63,78020.27,58606,58906,59206,506372.5,361302,145070.5,145079.3,145087.2,58906,59206,59206,-78669.75,-141332,62662.25,62626.19,62601.77,0,2269.904,2270.0,False,0,0,0,0,0,True,True,False
59329,59629,60529,318011.0,173235,144776.0,144770.9,144770.8,59629,59929,60529,204237.5,126222,78015.5,78035.44,78022.34,59929,60229,60529,506318.8,361302,145016.8,145054.3,145085.2,60229,60529,60529,-78650.25,-141332,62681.75,62647.44,62607.84,0,2269.484,2269.5,False,0,0,0,0,0,True,True,False
60652,60952,61852,317972.5,173235,144737.5,144756.8,144770.9,60952,61252,61852,204276.5,126222,78054.5,78045.5,78025.6,61252,61552,61852,506371.5,361302,145069.5,145057.8,145077.5,61552,61852,61852,-78664.0,-141332,62668.0,62657.75,62617.68,0,2269.705,2270.0,False,0,0,0,0,0,True,True,False
61974,62274,63174,317982.3,173235,144747.3,144755.9,144767.4,62274,62574,63174,204267.8,126222,78045.75,78046.44,78030.55,62574,62874,63174,506347.5,361302,145045.5,145050.6,145072.6,62874,63174,63174,-78655.25,-141332,62676.75,62672.19,62627.64,0,2269.627,2269.5,False,0,0,0,0,0,True,True,False
