25563,	136.6717,	136.5000,	25391,	25563,	137.1174,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1823.00,	0,	3757,	
25840,	137.9339,	138.0000,	25669,	25840,	136.9429,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1901.00,	0,	3757,	
26119,	137.3028,	137.0000,	25947,	26119,	137.3309,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1862.00,	0,	3757,	
26396,	137.6265,	137.5000,	26225,	26396,	137.3199,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1882.00,	0,	3757,	
26675,	138.2576,	138.0000,	26503,	26675,	137.4399,	137.5000,	0,	0,	-61.7977,	6623.0000,	-1921.00,	0,	3757,	
26952,	136.1054,	136.0000,	26781,	26952,	137.7600,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1788.00,	0,	3757,	
27231,	136.5908,	136.5000,	27059,	27231,	137.1122,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1818.00,	0,	3757,	
27508,	137.5456,	137.5000,	27337,	27508,	136.9081,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1877.00,	0,	3757,	
27787,	137.3838,	137.0000,	27615,	27787,	137.1577,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1867.00,	0,	3757,	
28064,	136.9468,	137.0000,	27893,	28064,	137.2462,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1840.00,	0,	3757,	
28343,	138.0472,	138.0000,	28171,	28343,	137.1290,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1908.00,	0,	3757,	
28620,	137.8692,	138.0000,	28449,	28620,	137.4885,	137.5000,	0,	0,	-61.7977,	6623.0000,	-1897.00,	0,	3757,	
28899,	137.4808,	137.5000,	28727,	28899,	137.6375,	137.5000,	0,	0,	-61.7977,	6623.0000,	-1873.00,	0,	3757,	
29176,	138.0634,	138.0000,	29005,	29176,	137.5762,	137.5000,	0,	0,	-61.7977,	6623.0000,	-1909.00,	0,	3757,	
29455,	138.5812,	138.5000,	29283,	29454,	137.7669,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1941.00,	0,	3757,	
29732,	138.5812,	138.5000,	29561,	29732,	138.0857,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1941.00,	0,	3757,	
30011,	137.5941,	137.5000,	29839,	30010,	138.2797,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1880.00,	0,	3757,	
30288,	137.8692,	138.0000,	30117,	30288,	138.0113,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1897.00,	0,	3757,	
30567,	138.6621,	138.5000,	30395,	30566,	137.9557,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1946.00,	0,	3757,	
30844,	137.5941,	137.5000,	30673,	30844,	138.2322,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1880.00,	0,	3757,	
31122,	137.0925,	137.0000,	30951,	31122,	137.9824,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1849.00,	0,	3757,	
31400,	138.2090,	138.0000,	31229,	31400,	137.6340,	137.5000,	0,	0,	-61.7977,	6623.0000,	-1918.00,	0,	3757,	
31678,	137.5617,	137.5000,	31507,	31678,	137.8591,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1878.00,	0,	3757,	
31956,	136.7850,	137.0000,	31784,	31956,	137.7427,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1830.00,	0,	3757,	
32234,	137.2543,	137.0000,	32063,	32234,	137.3678,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1859.00,	0,	3757,	
32513,	136.8498,	137.0000,	32340,	32513,	137.3233,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1834.00,	0,	3757,	
32790,	137.4970,	137.5000,	32619,	32790,	137.1379,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1874.00,	0,	3757,	
33069,	136.2834,	136.0000,	32897,	33069,	137.2785,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1799.00,	0,	3757,	
33346,	137.6427,	137.5000,	33175,	33346,	136.8889,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1883.00,	0,	3757,	
33625,	137.7236,	138.0000,	33453,	33625,	137.1840,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1888.00,	0,	3757,	
33902,	135.5876,	135.5000,	33731,	33902,	137.3953,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1756.00,	0,	3757,	
34181,	136.4452,	136.5000,	34009,	34180,	136.6876,	136.5000,	0,	0,	-61.7977,	6623.0000,	-1809.00,	0,	3757,	
34458,	137.9016,	138.0000,	34286,	34458,	136.5927,	136.5000,	0,	0,	-61.7977,	6623.0000,	-1899.00,	0,	3757,	
34736,	136.5908,	136.5000,	34565,	34736,	137.1051,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1818.00,	0,	3757,	
35014,	135.0374,	135.0000,	34843,	35014,	136.9038,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1722.00,	0,	3757,	
35292,	136.6879,	136.5000,	35121,	35292,	136.1731,	136.0000,	0,	0,	-61.7977,	6623.0000,	-1824.00,	0,	3757,	
35570,	137.9178,	138.0000,	35398,	35570,	136.3746,	136.0000,	0,	0,	-61.7977,	6623.0000,	-1900.00,	0,	3757,	
35848,	139.4388,	139.5000,	35677,	35848,	136.9788,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1994.00,	0,	3757,	
36126,	136.8498,	137.0000,	35954,	36126,	137.9419,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1834.00,	0,	3757,	
36404,	139.1314,	139.0000,	36233,	36404,	137.5143,	137.5000,	0,	0,	-61.7977,	6623.0000,	-1975.00,	0,	3757,	
36682,	136.1539,	136.0000,	36510,	36682,	138.1474,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1791.00,	0,	3757,	
36960,	136.3643,	136.0000,	36789,	36960,	137.3670,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1804.00,	0,	3757,	
37238,	137.9663,	138.0000,	37066,	37237,	136.9744,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1903.00,	0,	3757,	
37516,	138.2738,	138.0000,	37344,	37516,	137.3627,	137.0000,	0,	0,	-61.7977,	6623.0000,	-1922.00,	0,	3757,	
37793,	137.0601,	137.0000,	37622,	37793,	137.7194,	138.0000,	0,	0,	-61.7977,	6623.0000,	-1847.00,	0,	3757,	
38072,	137.7074,	138.0000,	37900,	38072,	137.4613,	137.5000,	0,	0,	-61.7977,	6623.0000,	-1887.00,	0,	3757,	
