tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
86234,86534,87434,297828.5,122328,175500.5,175500.5,175500.5,86534,86834,87434,217391.3,179512,37879.25,37879.25,37879.25,86834,87134,87434,239293.0,239301,-8.0,-8.0,-8.0,87134,87434,87434,-30485.5,-148343,117857.5,117857.5,117857.5,0,1493.162,1493.0,True,0,0,0,0,0,True,True,False
87556,87856,88756,297872.0,122328,175544.0,175511.4,175500.5,87856,88156,88756,217392.8,179512,37880.75,37879.63,37879.25,88156,88456,88756,239290.5,239301,-10.5,-8.625,-8.0,88456,88756,88756,-30460.0,-148343,117883.0,117863.9,117857.5,0,1493.467,1493.5,False,0,0,0,0,0,True,True,False
88880,89180,90080,297833.0,122328,175505.0,175512.5,175503.2,89180,89480,90080,217377.0,179512,37865.0,37876.06,37879.34,89480,89780,90080,239267.0,239301,-34.0,-15.125,-8.155327,89780,90080,90080,-30451.5,-148343,117891.5,117872.4,117859.1,0,1493.144,1493.0,False,0,0,0,0,0,True,True,False
90204,90504,91404,297858.5,122328,175530.5,175520.0,175505.5,90504,90804,91404,217391.5,179512,37879.5,37876.13,37878.53,90804,91104,91404,239318.0,239301,17.0,-8.875,-9.887449,91104,91404,91404,-30503.0,-148343,117840.0,117868.0,117862.4,0,1493.339,1493.0,False,0,0,0,0,0,True,True,False
91529,91829,92729,297862.0,122328,175534.0,175528.4,175509.1,91829,92129,92729,217375.3,179512,37863.25,37872.13,37877.93,92129,92429,92729,239276.5,239301,-24.5,-13.0,-9.635833,92429,92729,92729,-30483.25,-148343,117859.8,117868.6,117863.8,0,1493.169,1493.0,False,0,0,0,0,0,True,True,False
92853,93153,94053,297853.0,122328,175525.0,175523.6,175513.9,93153,93453,94053,217394.3,179512,37882.25,37872.5,37876.49,93453,93753,94053,239302.8,239301,1.75,-9.9375,-10.4719,93753,94053,94053,-30485.75,-148343,117857.3,117862.1,117865.0,0,1493.332,1493.0,False,0,0,0,0,0,True,True,False
94176,94476,95376,297843.5,122328,175515.5,175526.3,175516.3,94476,94776,95376,217406.8,179512,37894.75,37879.94,37875.5,94776,95076,95376,239285.8,239301,-15.25,-5.25,-10.33909,95076,95376,95376,-30474.0,-148343,117869.0,117856.5,117864.3,0,1493.319,1493.0,False,0,0,0,0,0,True,True,False
95500,95800,96700,297856.0,122328,175528.0,175525.6,175518.8,95800,96100,96700,217409.0,179512,37897.0,37884.31,37876.6,96100,96400,96700,239297.8,239301,-3.25,-10.3125,-9.074338,96400,96700,96700,-30469.75,-148343,117873.3,117864.8,117862.3,0,1493.462,1493.5,False,0,0,0,0,0,True,True,False
96824,97124,98024,297888.3,122328,175560.3,175532.2,175520.5,97124,97424,98024,217413.5,179512,37901.5,37893.88,37878.52,97424,97724,98024,239262.0,239301,-39.0,-13.9375,-9.38205,97724,98024,98024,-30495.75,-148343,117847.3,117861.7,117863.0,0,1493.341,1493.0,False,0,0,0,0,0,True,True,False
98147,98447,99347,297928.5,122328,175600.5,175551.1,175523.4,98447,98747,99347,217407.3,179512,37895.25,37897.13,37882.34,98747,99047,99347,239279.5,239301,-21.5,-19.75,-10.51418,99047,99347,99347,-30497.0,-148343,117846.0,117858.9,117862.6,0,1493.57,1493.5,False,0,0,0,0,0,True,True,False
99472,99772,100672,297841.5,122328,175513.5,175550.6,175530.3,99772,100072,100672,217380.8,179512,37868.75,37890.63,37886.01,100072,100372,100672,239317.8,239301,16.75,-11.75,-12.80949,100372,100672,100672,-30491.0,-148343,117852.0,117854.6,117861.7,0,1493.265,1493.0,False,0,0,0,0,0,True,True,False
