tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
23805,24105,25005,241276.5,241095,181.5,135.75,120.5,24105,24405,25005,164307.8,119027,45280.75,45308.13,45317.25,24405,24705,25005,49608.75,35230,14378.75,14370.13,14367.25,24705,25005,25005,232403.3,184552,47851.25,48231.5,48358.25,0,495.3275,495.0,False,0,0,0,0,0,True,True,False
25128,25428,26328,241299.8,241095,204.75,156.8125,124.29,25428,25728,26328,164189.3,119027,45162.25,45269.38,45314.98,25728,26028,26328,49617.0,35230,14387.0,14375.06,14367.96,26028,26328,26328,232416.3,184552,47864.25,48108.0,48326.75,0,495.0061,495.0,False,0,0,0,0,0,True,True,False
26450,26750,27650,241269.3,241095,174.25,170.25,132.3726,26750,27050,27650,164330.5,119027,45303.5,45265.94,45303.65,27050,27350,27650,49621.0,35230,14391.0,14381.0,14369.73,27350,27650,27650,232377.5,184552,47825.5,47974.81,48272.39,0,495.3319,495.0,False,0,0,0,0,0,True,True,False
27772,28072,28972,241288.5,241095,193.5,188.5,141.786,28072,28372,28972,164279.8,119027,45252.75,45249.81,45294.28,28372,28672,28972,49603.0,35230,14373.0,14382.44,14372.53,28672,28972,28972,232383.8,184552,47831.75,47843.19,48198.43,0,495.1409,495.0,False,0,0,0,0,0,True,True,False
29094,29394,30294,241317.0,241095,222.0,198.625,153.3955,29394,29694,30294,164297.0,119027,45270.0,45247.13,45283.23,29694,29994,30294,49608.75,35230,14378.75,14382.44,14374.99,29994,30294,30294,232379.0,184552,47827.0,47837.13,48110.15,0,495.3591,495.0,False,0,0,0,0,0,True,True,False
30416,30716,31616,241306.3,241095,211.25,200.25,164.636,30716,31016,31616,164274.0,119027,45247.0,45268.31,45274.25,31016,31316,31616,49628.0,35230,14398.0,14385.19,14376.84,31316,31616,31616,232349.8,184552,47797.75,47820.5,48042.3,0,495.158,495.0,False,0,0,0,0,0,True,True,False
31740,32040,32940,241335.0,241095,240.0,216.6875,173.4869,32040,32340,32940,164269.3,119027,45242.25,45253.0,45272.78,32340,32640,32940,49632.25,35230,14402.25,14388.0,14378.92,32640,32940,32940,232348.0,184552,47796.0,47813.13,47987.18,0,495.2856,495.0,False,0,0,0,0,0,True,True,False
33064,33364,34264,241363.3,241095,268.25,235.375,184.2232,33364,33664,34264,164248.8,119027,45221.75,45245.25,45267.86,33664,33964,34264,49667.5,35230,14437.5,14404.13,14381.17,33964,34264,34264,232334.3,184552,47782.25,47800.75,47943.92,0,495.4293,495.5,False,0,0,0,0,0,True,True,False
34391,34691,35591,241326.5,241095,231.5,237.75,196.9356,34691,34991,35591,164237.0,119027,45210.0,45230.25,45262.25,34991,35291,35591,49664.5,35230,14434.5,14418.06,14386.88,35291,35591,35591,232333.8,184552,47781.75,47789.44,47908.34,0,495.1848,495.0,False,0,0,0,0,0,True,True,False
35713,36013,36913,241335.3,241095,240.25,245.0,207.0789,36013,36313,36913,164244.3,119027,45217.25,45222.81,45254.29,36313,36613,36913,49693.25,35230,14463.25,14434.38,14394.63,36613,36913,36913,232322.8,184552,47770.75,47782.69,47878.79,0,495.3423,495.0,False,0,0,0,0,0,True,True,False
37036,37336,38236,241355.8,241095,260.75,250.1875,216.5032,37336,37636,38236,164231.5,119027,45204.5,45213.38,45246.47,37636,37936,38236,49703.0,35230,14473.0,14452.06,14404.51,37936,38236,38236,232306.3,184552,47754.25,47772.25,47854.91,0,495.3514,495.0,False,0,0,0,0,0,True,True,False
38359,38659,39559,241366.5,241095,271.5,251.0,224.8745,38659,38959,39559,164206.5,119027,45179.5,45202.81,45238.25,38959,39259,39559,49693.5,35230,14463.5,14458.56,14416.33,39259,39559,39559,232314.8,184552,47762.75,47767.38,47834.36,0,495.2858,495.0,False,0,0,0,0,0,True,True,False
39684,39984,40884,241370.8,241095,275.75,262.0625,231.3673,39984,40284,40884,164216.0,119027,45189.0,45197.56,45229.44,40284,40584,40884,49686.5,35230,14456.5,14464.06,14426.82,40584,40884,40884,232285.5,184552,47733.5,47755.31,47817.71,0,495.1791,495.0,False,0,0,0,0,0,True,True,False
41007,41307,42207,241391.0,241095,296.0,276.0,238.9957,41307,41607,42207,164152.0,119027,45125.0,45174.5,45221.52,41607,41907,42207,49684.0,35230,14454.0,14461.75,14436.08,41907,42207,42207,232305.5,184552,47753.5,47751.0,47802.21,0,495.0703,495.0,False,0,0,0,0,0,True,True,False
42331,42631,43531,241796.8,241095,701.75,701.75,701.75,42631,42931,43531,162843.0,119027,43816.0,43816.0,43816.0,42931,43231,43531,49842.5,35230,14612.5,14612.5,14612.5,43231,43531,43531,232248.0,184552,47696.0,47696.0,47696.0,0,491.6057,491.5,True,0,0,0,0,0,True,True,False
