tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
73615,73915,74815,-562.25,-555,-7.25,-29.4375,-20.62183,73915,74215,74815,13112.25,13127,-14.75,-13.25,-6.305759,74215,74515,74815,95462.5,95445,17.5,-1.125,-7.93548,74515,74815,74815,11737.5,11735,2.5,6.5625,8.375766,0,-0.549473,0,False,0,0,0,0,0,True,True,False
74935,75235,76135,-590.25,-555,-35.25,-25.8125,-22.81273,75235,75535,76135,13123.75,13127,-3.25,-12.6875,-8.031561,75535,75835,76135,95461.0,95445,16.0,1.875,-6.242921,75835,76135,76135,11755.25,11735,20.25,12.5625,7.925128,0,-0.604961,0,False,0,0,0,0,0,True,True,False
76254,76554,77454,-568.0,-555,-13.0,-19.3125,-23.55824,76554,76854,77454,13131.75,13127,4.75,-9.5625,-9.188667,76854,77154,77454,95441.75,95445,-3.25,3.5625,-4.225434,77154,77454,77454,11740.75,11735,5.75,7.75,9.077621,0,-0.578669,0,False,0,0,0,0,0,True,True,False
77576,77876,78776,-573.0,-555,-18.0,-18.375,-22.50307,77876,78176,78776,13126.25,13127,-0.75,-3.5,-9.281573,78176,78476,78776,95466.75,95445,21.75,13.0,-2.289955,78476,78776,78776,11739.25,11735,4.25,8.1875,8.747677,0,-0.525401,0,False,0,0,0,0,0,True,True,False
78898,79198,80098,-543.75,-555,11.25,-13.75,-21.47716,79198,79498,80098,13114.25,13127,-12.75,-3.0,-7.844721,79498,79798,80098,95447.75,95445,2.75,9.3125,1.509946,79798,80098,80098,11721.0,11735,-14.0,4.0625,8.60846,0,-0.398372,0,False,0,0,0,0,0,True,True,False
80219,80519,81419,-578.25,-555,-23.25,-10.75,-19.55678,80519,80819,81419,13125.75,13127,-1.25,-2.5,-6.640698,80819,81119,81419,95462.0,95445,17.0,9.5625,3.449058,81119,81419,81419,11760.5,11735,25.5,5.375,7.478686,0,-0.316767,0,False,0,0,0,0,0,True,True,False
81539,81839,82739,-589.75,-555,-34.75,-16.1875,-17.3681,81839,82139,82739,13103.25,13127,-23.75,-9.625,-5.61164,82139,82439,82739,95427.5,95445,-17.5,6.0,4.968387,82439,82739,82739,11698.0,11735,-37.0,-5.3125,6.955873,0,-0.229343,0,False,0,0,0,0,0,True,True,False
82859,83159,84059,-584.0,-555,-29.0,-18.9375,-17.07469,83159,83459,84059,13111.0,13127,-16.0,-13.4375,-6.609052,83459,83759,84059,95427.0,95445,-18.0,-3.9375,5.224766,83759,84059,84059,11743.0,11735,8.0,-4.375,3.906903,0,-0.301879,0,False,0,0,0,0,0,True,True,False
84178,84478,85378,-547.0,-555,8.0,-19.75,-17.53764,84478,84778,85378,13110.5,13127,-16.5,-14.375,-8.306076,84778,85078,85378,95467.75,95445,22.75,1.0625,2.947735,85078,85378,85378,11744.0,11735,9.0,1.375,1.848662,0,-0.436622,0,False,0,0,0,0,0,True,True,False
85497,85797,86697,-559.25,-555,-4.25,-15.0,-18.08746,85797,86097,86697,13109.75,13127,-17.25,-18.375,-9.814342,86097,86397,86697,95444.5,95445,-0.5,-3.3125,2.479211,86397,86697,86697,11727.75,11735,-7.25,-6.8125,1.730946,0,-0.491478,0,False,0,0,0,0,0,True,True,False
86818,87118,88018,-612.5,-555,-57.5,-20.6875,-17.32016,87118,87418,88018,13106.5,13127,-20.5,-17.5625,-11.94186,87418,87718,88018,95452.0,95445,7.0,2.8125,1.03984,87718,88018,88018,11735.0,11735,0.0,2.4375,-0.392294,0,-0.593601,0,False,0,0,0,0,0,True,True,False
88138,88438,89338,-569.25,-555,-14.25,-17.0,-18.15702,88438,88738,89338,13134.0,13127,7.0,-11.8125,-13.33872,88738,89038,89338,95450.0,95445,5.0,8.5625,1.480386,89038,89338,89338,11742.75,11735,7.75,2.375,0.310974,0,-0.61621,0,False,0,0,0,0,0,True,True,False
89457,89757,90657,-557.25,-555,-2.25,-19.5625,-17.86947,89757,90057,90657,13136.75,13127,9.75,-5.25,-12.95942,90057,90357,90657,95458.75,95445,13.75,6.3125,3.240452,90357,90657,90657,11745.0,11735,10.0,2.625,0.823931,0,-0.555223,0,False,0,0,0,0,0,True,True,False
90777,91077,91977,-562.25,-555,-7.25,-20.3125,-18.29023,91077,91377,91977,13132.0,13127,5.0,0.3125,-11.04345,91377,91677,91977,95450.25,95445,5.25,7.75,4.003926,91677,91977,91977,11762.75,11735,27.75,11.375,1.271538,0,-0.499082,0,False,0,0,0,0,0,True,True,False
92097,92397,93297,-575.5,-555,-20.5,-11.0625,-18.79281,92397,92697,93297,13104.5,13127,-22.5,-0.1875,-8.221241,92697,92997,93297,95454.5,95445,9.5,8.375,4.93491,92997,93297,93297,11728.75,11735,-6.25,9.8125,3.782478,0,-0.37956,0,False,0,0,0,0,0,True,True,False
