tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,tBeforeMeasure4,tAfterMeasure4,tAfterAlgo4,realValue_WU4,offset4,relativeVal_WU4,realValue_WU_MovAvg4,realValue_WU_Filt4,realValueFiltered,realValue,correctedValueFiltered,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
101342,101642,102542,-571.75,-555,-16.75,-25.9375,-23.3189,101642,101942,102542,13072.75,13127,-54.25,-7.75,0.35703,101942,102242,102542,95464.75,95445,19.75,-4.625,-1.256373,102242,102542,102542,11724.5,11735,-10.5,-2.0,-2.753715,0,-0.559527,0,False,0,0,0,0,0,True,True,False
102663,102963,103863,-571.5,-555,-16.5,-25.8125,-23.96968,102963,103263,103863,13135.75,13127,8.75,-8.1875,-1.657751,103263,103563,103863,95445.0,95445,0.0,-7.0625,-2.093553,103563,103863,103863,11726.0,11735,-9.0,-7.125,-2.5664,0,-0.628305,0,False,0,0,0,0,0,True,True,False
103984,104284,105184,-575.25,-555,-20.25,-25.5625,-24.42766,104284,104584,105184,13117.5,13127,-9.5,-11.4375,-3.280542,104584,104884,105184,95451.75,95445,6.75,2.0,-3.32845,104884,105184,105184,11719.25,11735,-15.75,-6.25,-3.699316,0,-0.72059,0,False,0,0,0,0,0,True,True,False
105309,105609,106509,-555.5,-555,-0.5,-13.5,-24.7097,105609,105909,106509,13120.75,13127,-6.25,-15.3125,-5.307731,105909,106209,106509,95469.0,95445,24.0,12.625,-2.004209,106209,106509,106509,11741.75,11735,6.75,-7.125,-4.333219,0,-0.754173,0,False,0,0,0,0,0,True,True,False
106630,106930,107830,-561.25,-555,-6.25,-10.875,-21.92383,106930,107230,107830,13095.25,13127,-31.75,-9.6875,-7.794144,107230,107530,107830,95447.75,95445,2.75,8.375,1.631482,107530,107830,107830,11694.5,11735,-40.5,-14.625,-5.02704,0,-0.686932,0,False,0,0,0,0,0,True,True,False
107952,108252,109152,-562.75,-555,-7.75,-8.6875,-19.17795,108252,108552,109152,13103.5,13127,-23.5,-17.75,-8.264686,108552,108852,109152,95447.0,95445,2.0,8.875,3.307399,108852,109152,109152,11746.5,11735,11.5,-9.5,-7.412351,0,-0.654447,0,False,0,0,0,0,0,True,True,False
109273,109573,110473,-553.5,-555,1.5,-3.25,-16.57083,109573,109873,110473,13111.75,13127,-15.25,-19.1875,-10.622,109873,110173,110473,95464.75,95445,19.75,12.125,4.691074,110173,110473,110473,11725.0,11735,-10.0,-8.0625,-7.93118,0,-0.631324,0,False,0,0,0,0,0,True,True,False
110594,110894,111794,-574.0,-555,-19.0,-7.875,-13.2603,110894,111194,111794,13092.5,13127,-34.5,-26.25,-12.75072,111194,111494,111794,95462.25,95445,17.25,10.4375,6.538574,111494,111794,111794,11731.0,11735,-4.0,-10.75,-7.963816,0,-0.569159,0,False,0,0,0,0,0,True,True,False
111915,112215,113115,-589.5,-555,-34.5,-14.9375,-11.92193,112215,112515,113115,13137.5,13127,10.5,-15.6875,-16.1056,112515,112815,113115,95449.0,95445,4.0,10.75,7.507545,112815,113115,113115,11741.75,11735,6.75,1.0625,-8.656246,0,-0.605254,0,False,0,0,0,0,0,True,True,False
113236,113536,114436,-541.0,-555,14.0,-9.5,-12.67137,113536,113836,114436,13102.25,13127,-24.75,-16.0,-16.00169,113836,114136,114436,95443.0,95445,-2.0,9.75,8.313369,114136,114436,114436,11721.5,11735,-13.5,-5.1875,-6.240917,0,-0.551823,0,False,0,0,0,0,0,True,True,False
114556,114856,115756,-549.75,-555,5.25,-8.5625,-11.88321,114856,115156,115756,13096.5,13127,-30.5,-19.8125,-16.00127,115156,115456,115756,95460.5,95445,15.5,8.6875,8.670404,115456,115756,115756,11726.25,11735,-8.75,-4.875,-5.979119,0,-0.522627,0,False,0,0,0,0,0,True,True,False
115879,116179,117079,-560.75,-555,-5.75,-5.25,-11.05794,116179,116479,117079,13121.0,13127,-6.0,-12.6875,-16.94845,116479,116779,117079,95445.75,95445,0.75,4.5625,8.674653,116779,117079,117079,11742.75,11735,7.75,-1.9375,-5.704721,0,-0.519375,0,False,0,0,0,0,0,True,True,False
117202,117502,118402,-574.5,-555,-19.5,-1.5,-9.614535,117502,117802,118402,13107.5,13127,-19.5,-20.1875,-15.88951,117802,118102,118402,95477.25,95445,32.25,11.625,7.65269,118102,118402,118402,11717.5,11735,-17.5,-8.0,-4.768481,0,-0.469243,0,False,0,0,0,0,0,True,True,False
118523,118823,119723,-558.5,-555,-3.5,-5.875,-7.597889,118823,119123,119723,13088.5,13127,-38.5,-23.625,-16.95765,119123,119423,119723,95456.75,95445,11.75,15.0625,8.639899,119423,119723,119723,11727.5,11735,-7.5,-6.5,-5.571587,0,-0.445748,0,False,0,0,0,0,0,True,True,False
119844,120144,121044,-546.75,-555,8.25,-5.125,-7.169712,120144,120444,121044,13129.0,13127,2.0,-15.5,-18.61464,120444,120744,121044,95420.25,95445,-24.75,5.0,10.23606,120744,121044,121044,11733.0,11735,-2.0,-4.8125,-5.802319,0,-0.442913,0,False,0,0,0,0,0,True,True,False
