1100278,508.67,508.50,1099341,1100278,937,
1101273,508.00,508.00,1100335,1101273,938,
1102266,507.88,508.00,1101329,1102266,937,
1103260,506.83,507.00,1102322,1103260,938,
1104253,507.26,507.00,1103315,1104253,938,
1105248,507.05,507.00,1104310,1105248,938,
1106241,506.19,506.00,1105304,1106241,937,
1107235,506.07,506.00,1106297,1107235,938,
1108229,506.86,507.00,1107292,1108229,937,
1109223,506.26,506.00,1108285,1109223,938,
1110216,505.98,506.00,1109279,1110216,937,
1111211,505.45,505.50,1110273,1111209,936,
1112204,506.33,506.00,1111266,1112204,938,
1113197,505.69,505.50,1112260,1113197,937,
1114191,505.98,506.00,1113253,1114191,938,
1115185,505.81,506.00,1114248,1115185,937,
1116179,505.52,505.50,1115241,1116179,938,
1117172,505.50,505.50,1116235,1117172,937,
1118166,505.62,505.50,1117229,1118166,937,
1119160,505.33,505.00,1118222,1119160,938,
1120153,505.36,505.00,1119216,1120153,937,
1121147,505.40,505.50,1120209,1121147,938,
1122141,505.83,506.00,1121203,1122141,938,
1123134,505.00,505.00,1122197,1123134,937,
1124128,505.62,505.50,1123190,1124128,938,
1125122,505.19,505.00,1124185,1125122,937,
1126116,505.79,506.00,1125178,1126116,938,
1127109,506.17,506.00,1126172,1127109,937,
1128102,505.38,505.00,1127165,1128102,937,
1129097,505.50,505.50,1128159,1129097,938,
1130090,505.55,505.50,1129153,1130090,937,
1131084,505.76,506.00,1130146,1131084,938,
1132078,505.60,505.50,1131141,1132078,937,
1133072,506.24,506.00,1132134,1133071,937,
1134065,506.83,507.00,1133128,1134065,937,
1135058,505.79,506.00,1134121,1135058,937,
1136053,505.50,505.50,1135116,1136053,937,
1137046,505.60,505.50,1136109,1137046,937,
1138040,505.26,505.00,1137102,1138040,938,
1139034,505.95,506.00,1138097,1139034,937,
1140028,505.29,505.00,1139090,1140028,938,
1141021,505.57,505.50,1140084,1141021,937,
1142014,505.12,505.00,1141078,1142014,936,
1143009,505.43,505.50,1142071,1143009,938,
1144002,504.57,504.50,1143065,1144002,937,
1144996,505.07,505.00,1144058,1144996,938,
1145990,504.48,504.50,1145053,1145990,937,
1146984,505.57,505.50,1146046,1146983,937,
1147977,505.52,505.50,1147039,1147977,938,
1148971,505.38,505.00,1148034,1148971,937,
1149965,506.02,506.00,1149027,1149965,938,
1150958,505.74,506.00,1150021,1150958,937,
1151951,505.55,505.50,1151014,1151951,937,
1152946,505.48,505.50,1152008,1152946,938,
1153939,505.36,505.00,1153002,1153939,937,
1154933,505.45,505.50,1153995,1154933,938,
1155927,505.24,505.00,1154990,1155927,937,
1156920,506.10,506.00,1155983,1156920,937,
1157914,505.62,505.50,1156977,1157914,937,
1158907,505.21,505.00,1157970,1158907,937,
1159902,505.43,505.50,1158964,1159902,938,
1160895,505.10,505.00,1159958,1160895,937,
1161889,505.60,505.50,1160951,1161889,938,
1162883,505.71,506.00,1161946,1162883,937,
1163876,504.93,505.00,1162939,1163876,937,
1164870,505.69,505.50,1163932,1164870,938,
1165863,505.52,505.50,1164926,1165863,937,
1166858,505.36,505.00,1165920,1166858,938,
1167851,504.98,505.00,1166914,1167851,937,
1168844,505.33,505.00,1167907,1168844,937,
1169839,505.55,505.50,1168901,1169839,938,
1170832,505.14,505.00,1169895,1170832,937,
1171826,504.90,505.00,1170888,1171826,938,
