20056,-0.26,0.00,18199,20056,1857,
22042,-0.07,0.00,20106,22042,1936,
24029,-0.19,0.00,22093,24029,1936,
26016,-0.05,0.00,24080,26016,1936,
28003,0.26,0.00,26066,28003,1937,
29989,-0.48,0.00,28053,29989,1936,
31976,-0.10,0.00,30040,31976,1936,
33963,0.17,0.00,32026,33963,1937,
35949,0.17,0.00,34013,35949,1936,
37936,-0.31,0.00,35999,37936,1937,
39922,-0.19,0.00,37986,39922,1936,
41909,-0.14,0.00,39972,41909,1937,
43895,0.62,0.50,41959,43895,1936,
45882,-0.19,0.00,43945,45882,1937,
47869,-0.05,0.00,45933,47869,1936,
49856,0.12,0.00,47920,49856,1936,
51844,0.10,0.00,49906,51843,1937,
53830,-0.05,0.00,51894,53830,1936,
55817,0.02,0.00,53880,55817,1937,
57803,-0.02,0.00,55867,57803,1936,
59790,0.40,0.50,57853,59790,1937,
61776,0.10,0.00,59840,61776,1936,
63763,0.33,0.00,61827,63763,1936,
65750,-0.02,0.00,63813,65750,1937,
67736,-0.26,0.00,65800,67736,1936,
69723,-0.02,0.00,67786,69723,1937,
71709,0.43,0.50,69773,71709,1936,
73696,0.14,0.00,71759,73696,1937,
75682,-0.07,0.00,73746,75682,1936,
77669,0.36,0.00,75732,77669,1937,
79655,-0.43,0.00,77719,79655,1936,
81642,0.38,0.00,79706,81642,1936,
83629,0.48,0.50,81692,83629,1937,
85615,0.12,0.00,83679,85615,1936,
87602,0.10,0.00,85665,87602,1937,
89588,-0.05,0.00,87652,89588,1936,
91575,0.33,0.00,89638,91575,1937,
93561,0.19,0.00,91625,93561,1936,
95548,-0.38,0.00,93612,95548,1936,
97534,-0.14,0.00,95598,97534,1936,
99521,-0.29,0.00,97585,99521,1936,
101509,0.05,0.00,99572,101509,1937,
103495,-0.31,0.00,101559,103495,1936,
105482,-0.50,0.00,103545,105482,1937,
107469,0.14,0.00,105533,107469,1936,
109456,0.40,0.50,107520,109456,1936,
111442,0.26,0.00,109506,111442,1936,
113429,-0.62,0.00,111493,113429,1936,
115417,0.26,0.00,113480,115417,1937,
117403,0.12,0.00,115467,117403,1936,
119390,0.10,0.00,117453,119390,1937,
121377,-0.10,0.00,119441,121377,1936,
123364,0.05,0.00,121427,123364,1937,
125350,-0.05,0.00,123414,125350,1936,
127338,0.02,0.00,125402,127338,1936,
129325,0.17,0.00,127388,129325,1937,
131311,-0.05,0.00,129375,131311,1936,
133299,0.64,0.50,131362,133299,1937,
135285,0.36,0.00,133349,135285,1936,
137272,-0.43,0.00,135335,137272,1937,
139259,0.12,0.00,137323,139259,1936,
141246,0.45,0.50,139310,141246,1936,
143233,0.36,0.00,141296,143233,1937,
145220,0.52,0.50,143283,145220,1937,
147207,0.60,0.50,145270,147207,1937,
149193,0.02,0.00,147257,149193,1936,
151180,0.31,0.00,149243,151180,1937,
153167,-0.40,0.00,151231,153167,1936,
155154,-0.10,0.00,153218,155154,1936,
157140,0.17,0.00,155204,157140,1936,
159127,0.02,0.00,157191,159127,1936,
161115,0.12,0.00,159178,161115,1937,
163101,0.36,0.00,161165,163101,1936,
165088,0.02,0.00,163151,165088,1937,
167074,0.43,0.50,165138,167074,1936,
169061,0.24,0.00,167128,169061,1933,
171047,-0.31,0.00,169111,171047,1936,
173034,-0.21,0.00,171098,173034,1936,
175022,0.19,0.00,173085,175022,1937,
177008,-0.02,0.00,175072,177008,1936,
178995,0.74,1.00,177058,178995,1937,
180981,0.12,0.00,179044,180981,1937,
182968,0.57,0.50,181031,182968,1937,
184954,0.12,0.00,183018,184954,1936,
186941,-0.12,0.00,185005,186941,1936,
188928,0.24,0.00,186991,188928,1937,
190914,-0.14,0.00,188978,190914,1936,
192901,-0.48,0.00,190965,192901,1936,
194887,0.17,0.00,192952,194887,1935,
196875,-0.24,0.00,194938,196874,1936,
198861,0.48,0.50,196925,198861,1936,
200848,0.07,0.00,198912,200848,1936,
202834,-0.02,0.00,200899,202834,1935,
204821,0.29,0.00,202886,204821,1935,
206809,-0.05,0.00,204872,206809,1937,
208795,0.52,0.50,206859,208795,1936,
210782,0.29,0.00,208845,210782,1937,
212768,0.50,0.50,210832,212768,1936,
214755,0.40,0.50,212818,214755,1937,
216741,0.60,0.50,214805,216741,1936,
218728,0.26,0.00,216792,218728,1936,
220715,-0.12,0.00,218778,220715,1937,
222701,-0.02,0.00,220765,222701,1936,
224688,0.24,0.00,222751,224688,1937,
226674,-0.19,0.00,224739,226674,1935,
