40954,511.55,511.50,40014,40954,940,
41948,511.45,511.50,41009,41948,939,
42941,511.26,511.00,42002,42941,939,
43935,511.40,511.50,42995,43935,940,
44929,511.40,511.50,43990,44929,939,
45922,511.36,511.00,44983,45922,939,
46916,510.81,511.00,45976,46916,940,
47909,511.05,511.00,46970,47909,939,
48904,511.83,512.00,47964,48904,940,
49897,510.98,511.00,48958,49897,939,
50891,511.07,511.00,49951,50891,940,
51885,510.55,510.50,50946,51885,939,
52878,511.14,511.00,51940,52878,938,
53872,511.12,511.00,52932,53872,940,
54865,511.62,511.50,53926,54865,939,
55860,511.45,511.50,54920,55860,940,
56853,510.90,511.00,55914,56853,939,
57847,511.69,511.50,56907,57847,940,
58841,510.69,510.50,57902,58841,939,
59835,511.93,512.00,58896,59835,939,
60828,511.60,511.50,59889,60828,939,
61822,511.55,511.50,60882,61822,940,
62816,511.69,511.50,61877,62816,939,
63810,511.52,511.50,62870,63810,940,
64803,511.19,511.00,63864,64803,939,
65798,511.71,512.00,64858,65798,940,
66792,510.76,511.00,65853,66792,939,
67785,511.33,511.00,66846,67785,939,
68779,511.43,511.50,67840,68779,939,
69773,510.93,511.00,68833,69773,940,
70766,511.31,511.00,69827,70766,939,
71760,511.43,511.50,70820,71760,940,
72755,510.95,511.00,71815,72755,940,
73748,511.76,512.00,72811,73748,937,
74742,511.62,511.50,73803,74742,939,
75736,511.69,511.50,74797,75736,939,
76730,510.86,511.00,75790,76730,940,
77724,511.45,511.50,76784,77724,940,
78717,511.55,511.50,77778,78717,939,
79712,511.40,511.50,78772,79712,940,
80705,510.90,511.00,79766,80705,939,
81699,511.26,511.00,80759,81699,940,
82693,511.64,511.50,81754,82693,939,
83687,511.71,512.00,82747,83687,940,
84680,511.88,512.00,83742,84680,938,
85675,511.33,511.00,84736,85675,939,
86669,511.48,511.50,85729,86669,940,
87662,511.29,511.00,86723,87662,939,
88656,511.90,512.00,87716,88656,940,
89650,511.62,511.50,88711,89650,939,
90644,510.95,511.00,89704,90644,940,
91637,511.12,511.00,90698,91637,939,
92631,511.36,511.00,91692,92631,939,
93625,511.05,511.00,92685,93625,940,
94618,510.98,511.00,93679,94618,939,
95611,511.05,511.00,94672,95611,939,
96606,511.67,511.50,95666,96606,940,
97599,511.02,511.00,96660,97599,939,
98593,510.79,511.00,97653,98593,940,
99587,511.10,511.00,98648,99587,939,
100580,510.90,511.00,99641,100580,939,
101574,511.71,512.00,100634,101574,940,
102567,511.69,511.50,101629,102567,938,
103562,510.98,511.00,102622,103562,940,
104555,511.67,511.50,103616,104555,939,
105549,511.31,511.00,104609,105549,940,
106543,510.86,511.00,105604,106543,939,
107537,511.43,511.50,106597,107537,940,
108530,511.62,511.50,107591,108530,939,
109524,511.17,511.00,108584,109524,940,
110518,511.31,511.00,109579,110518,939,
111512,510.88,511.00,110572,111512,940,
112505,510.60,510.50,111566,112505,939,
113500,510.95,511.00,112561,113500,939,
114493,510.60,510.50,113554,114493,939,
115487,511.21,511.00,114548,115487,939,
116481,511.26,511.00,115542,116481,939,
117475,511.12,511.00,116535,117475,940,
118468,511.05,511.00,117529,118468,939,
119461,511.05,511.00,118522,119461,939,
120456,510.88,511.00,119517,120456,939,
121449,510.90,511.00,120510,121449,939,
122443,511.43,511.50,121503,122443,940,
123437,511.05,511.00,122498,123437,939,
124431,511.95,512.00,123491,124431,940,
125425,510.90,511.00,124486,125424,938,
126418,510.79,511.00,125479,126418,939,
127413,512.00,512.00,126473,127412,939,
