19111,-0.48,0.00,18245,19111,
20105,-0.33,0.00,19162,20105,
21098,-0.21,0.00,20155,21098,
22091,0.21,0.00,21148,22091,
23086,-0.10,0.00,22141,23086,
24079,0.17,0.00,23136,24079,
25072,0.02,0.00,24129,25072,
26065,0.29,0.00,25122,26065,
27059,-0.12,0.00,26116,27059,
28053,0.05,0.00,27109,28053,
29046,-0.57,0.00,28102,29046,
30040,0.24,0.00,29096,30040,
31033,0.00,0.00,30090,31033,
32027,-0.36,0.00,31083,32027,
33020,-0.55,0.00,32077,33020,
34014,-0.50,0.00,33071,34014,
35008,-0.48,0.00,34064,35008,
36001,-0.21,0.00,35058,36001,
36995,0.14,0.00,36051,36995,
37989,0.45,0.50,37045,37989,
38982,-0.36,0.00,38039,38982,
39975,0.10,0.00,39032,39975,
40969,-0.60,0.00,40026,40969,
41962,-0.19,0.00,41019,41962,
42956,-0.12,0.00,42012,42956,
43950,-0.45,0.00,43006,43950,
44943,0.00,0.00,44000,44943,
45936,0.45,0.50,44993,45936,
46930,0.45,0.50,45986,46930,
47924,0.45,0.50,46981,47924,
48917,-0.29,0.00,47974,48917,
49910,-0.52,0.00,48967,49910,
50905,-0.71,0.00,49960,50905,
51898,-0.76,0.00,50955,51898,
52891,-0.55,0.00,51948,52891,
53884,-0.10,0.00,52941,53884,
54878,-0.29,0.00,53935,54878,
55872,0.43,0.50,54928,55872,
56865,-0.07,0.00,55922,56865,
57859,-0.40,0.00,56915,57859,
58852,-0.60,0.00,57909,58852,
59845,0.21,0.00,58902,59845,
60838,-0.31,0.00,59895,60838,
61832,-0.21,0.00,60889,61832,
62826,-0.19,0.00,61882,62826,
63819,-0.21,0.00,62875,63819,
64813,0.19,0.00,63869,64813,
65806,-0.57,0.00,64863,65806,
66800,0.05,0.00,65856,66800,
67793,0.10,0.00,66850,67793,
68787,-0.69,0.00,67844,68787,
69781,-0.29,0.00,68837,69781,
70774,-0.12,0.00,69830,70774,
71768,0.43,0.50,70824,71768,
72761,-0.21,0.00,71818,72761,
73755,-0.02,0.00,72811,73755,
74748,-0.74,0.00,73805,74748,
75742,0.88,1.00,74799,75742,
76735,0.33,0.00,75791,76735,
77729,0.10,0.00,76785,77729,
78723,-0.12,0.00,77778,78723,
79716,-0.40,0.00,78773,79716,
80709,-0.36,0.00,79766,80709,
81702,-0.76,0.00,80759,81702,
82696,-0.12,0.00,81753,82696,
83690,-0.21,0.00,82746,83690,
84683,-0.12,0.00,83740,84683,
85677,-0.48,0.00,84733,85677,
86670,-0.26,0.00,85727,86670,
87663,-0.24,0.00,86720,87663,
88657,0.12,0.00,87713,88657,
89651,-1.02,-1.00,88708,89651,
90644,0.19,0.00,89701,90644,
91638,0.14,0.00,90694,91637,
92632,0.21,0.00,91687,92632,
93625,-0.74,0.00,92682,93625,
94618,0.57,0.50,93675,94618,
95612,-0.07,0.00,94668,95612,
96606,-0.21,0.00,95663,96606,
97599,-0.57,0.00,96656,97599,
98593,-0.79,0.00,97649,98593,
99587,0.07,0.00,98643,99587,
100580,-0.36,0.00,99637,100580,
101574,0.36,0.00,100630,101574,
102567,0.02,0.00,101624,102567,
103561,-0.26,0.00,102618,103561,
104554,-0.52,0.00,103611,104554,
105548,-0.48,0.00,104605,105548,
106542,-0.29,0.00,105598,106542,
107536,0.05,0.00,106592,107536,
108529,0.21,0.00,107586,108529,
109522,-0.33,0.00,108579,109522,
110517,-0.10,0.00,109573,110517,
111510,-0.36,0.00,110567,111510,
112503,-0.62,0.00,111560,112503,
113497,-0.48,0.00,112553,113497,
114491,-0.38,0.00,113547,114491,
115484,-0.07,0.00,114541,115484,
116477,0.36,0.00,115534,116477,
117471,-0.93,0.00,116528,117471,
118465,-0.48,0.00,117521,118465,
119458,-0.81,0.00,118515,119458,
120452,-0.19,0.00,119508,120452,
121445,-0.17,0.00,120502,121445,
122439,0.05,0.00,121496,122439,
123432,-0.55,0.00,122489,123432,
124426,-0.21,0.00,123483,124426,
125419,0.21,0.00,124476,125419,
126413,-0.07,0.00,125469,126413,
127407,-0.24,0.00,126464,127407,
128400,-0.60,0.00,127457,128400,
129394,-0.21,0.00,128451,129394,
130387,-0.07,0.00,129444,130387,
131382,-0.19,0.00,130438,131382,
132375,0.36,0.00,131432,132375,
133368,0.21,0.00,132425,133368,
134363,-0.26,0.00,133419,134363,
135356,-0.12,0.00,134413,135356,
136349,-0.10,0.00,135406,136349,
137342,0.50,0.50,136399,137342,
138337,-0.81,0.00,137394,138337,
139330,-0.81,0.00,138387,139330,
140323,-0.38,0.00,139380,140323,
141317,-0.43,0.00,140374,141317,
142310,-0.10,0.00,141367,142310,
143304,0.21,0.00,142360,143303,
144297,-0.02,0.00,143354,144297,
145291,-0.45,0.00,144348,145291,
146284,-0.45,0.00,145341,146284,
147277,0.24,0.00,146334,147277,
148272,-0.48,0.00,147328,148272,
149265,0.31,0.00,148322,149265,
150258,-0.36,0.00,149315,150258,
151251,-0.45,0.00,150308,151251,
152246,-0.93,0.00,151302,152246,
153239,-0.64,0.00,152296,153239,
154233,0.02,0.00,153289,154233,
155227,0.12,0.00,154284,155227,
156220,-0.17,0.00,155277,156220,
157214,-0.57,0.00,156270,157214,
158208,-0.52,0.00,157264,158208,
159202,-0.29,0.00,158258,159202,
160195,-0.21,0.00,159252,160195,
161188,-0.52,0.00,160245,161188,
162183,-0.50,0.00,161239,162183,
163176,-0.21,0.00,162233,163176,
164170,-0.50,0.00,163226,164170,
165164,-0.26,0.00,164220,165164,
166157,-0.43,0.00,165214,166157,
167151,-0.12,0.00,166207,167151,
168144,-0.81,0.00,167201,168144,
169138,-0.26,0.00,168195,169138,
170131,-0.52,0.00,169188,170131,
171125,-0.52,0.00,170181,171125,
172119,-0.57,0.00,171175,172119,
173112,-0.64,0.00,172169,173112,
174105,-0.43,0.00,173162,174105,
175099,-0.81,0.00,174156,175099,
176093,-0.21,0.00,175150,176093,
177086,-0.90,0.00,176143,177086,
178080,-0.26,0.00,177136,178080,
179074,-0.57,0.00,178130,179074,
180067,-0.48,0.00,179124,180067,
181060,-0.57,0.00,180117,181060,
