tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,realWeight,timeNorm
1312490.0,1313023.0,1313024.0,698.0,754.0,42.746101,-56.0,-56.0,-1.31006,-1.85873,0.0,-0.0,-0.07,1.0,45.27,-0.34,-1.59,0.06,-3.75,24.77,104,0.0
1313184.0,1313717.0,1313718.0,694.0,754.0,42.746101,-60.0,-60.0,-1.40364,-1.64393,0.0,-0.0,-0.06,1.0,45.37,-0.29,-1.56,0.14,-3.56,24.67,104,694.0
1313878.0,1314411.0,1314412.0,689.0,754.0,42.746101,-65.0,-65.0,-1.52061,-1.54985,0.0,0.0,-0.06,1.0,45.53,-0.41,-1.56,-0.1,-3.69,24.62,104,1388.0
1314573.0,1315106.0,1315106.0,695.0,754.0,42.746101,-59.0,-59.0,-1.38025,-1.5384,0.0,0.0,-0.07,1.0,45.34,-0.47,-1.39,-0.21,-3.8,24.72,104,2083.0
1315267.0,1315800.0,1315801.0,678.0,754.0,42.746101,-76.0,-76.0,-1.77796,-1.47649,0.0,-0.0,-0.07,0.99,45.34,-0.27,-1.5,0.27,-4.06,24.67,104,2777.0
1315961.0,1316494.0,1316495.0,697.0,754.0,42.746101,-57.0,-57.0,-1.33345,-1.59451,0.0,0.0,-0.06,1.0,45.63,-0.46,-1.24,-0.01,-3.65,24.72,104,3471.0
1316655.0,1317188.0,1317189.0,689.0,754.0,42.746101,-65.0,-65.0,-1.52063,-1.49231,0.0,0.01,-0.06,1.0,45.5,-0.16,-1.71,-0.34,-3.48,24.67,104,4165.0
1317349.0,1317883.0,1317883.0,683.0,754.0,42.746101,-71.0,-71.0,-1.66098,-1.5034,0.0,-0.0,-0.06,1.0,45.35,-0.66,-1.39,0.24,-3.56,24.77,104,4859.0
1318044.0,1318577.0,1318577.0,685.0,754.0,42.746101,-69.0,-69.0,-1.61419,-1.56509,0.0,-0.0,-0.07,1.0,45.53,-0.39,-1.52,0.24,-3.81,24.72,104,5554.0
1318738.0,1319271.0,1319272.0,555.0,754.0,42.746101,-199.0,-199.0,-4.6554,-1.58432,0.0,0.0,-0.07,1.0,45.44,-0.02,-1.66,-0.08,-3.82,24.77,104,6248.0
1319432.0,1319965.0,1319966.0,-1155.0,754.0,42.746101,-1909.0,-1909.0,-44.65908,-44.65908,-44.0,-0.0,-0.06,1.0,45.37,-0.4,-1.53,0.07,-3.49,24.77,104,6942.0
1320127.0,1320659.0,1320660.0,678.0,754.0,42.746101,-76.0,-76.0,-1.77794,-1.77794,0.0,-0.0,-0.06,1.0,45.36,-0.47,-1.56,0.03,-3.66,24.67,104,7637.0
1320821.0,1321354.0,1321354.0,689.0,754.0,42.746101,-65.0,-65.0,-1.52061,-1.77794,0.0,0.0,-0.07,1.0,45.52,-0.21,-1.53,-0.1,-3.81,24.81,104,8331.0
1321515.0,1322048.0,1322049.0,-918.0,754.0,42.746101,-1672.0,-1672.02,-39.1151,-39.1151,-39.0,-0.0,-0.07,1.0,45.4,-0.33,-1.65,0.28,-4.09,24.77,104,9025.0
1322210.0,1322742.0,1322743.0,490.0,754.0,42.746101,-264.0,-264.0,-6.17603,-6.17603,-6.0,0.0,-0.06,1.0,45.66,-0.39,-1.53,-0.2,-3.58,24.67,104,9720.0
1322904.0,1323436.0,1323437.0,697.0,754.0,42.746101,-57.0,-57.0,-1.33346,-6.17603,-6.0,-0.0,-0.07,1.0,45.21,-0.46,-1.42,0.18,-3.74,24.77,104,10414.0
1323598.0,1324131.0,1324131.0,123.0,754.0,42.746101,-631.0,-631.0,-14.76165,-14.76165,-14.0,-0.0,-0.06,1.0,45.53,-0.46,-1.54,0.18,-3.33,24.72,104,11108.0
1324292.0,1324825.0,1324826.0,-377.0,754.0,42.746101,-1131.0,-1131.0,-26.45864,-26.45864,-26.0,-0.0,-0.07,1.0,45.55,-0.66,-1.46,0.15,-3.88,24.72,104,11802.0
1324987.0,1325519.0,1325520.0,703.0,754.0,42.746101,-51.0,-51.0,-1.19309,-1.19309,0.0,-0.0,-0.07,1.0,45.4,-0.47,-1.44,0.03,-4.08,24.81,104,12497.0
1325680.0,1326213.0,1326214.0,668.0,754.0,42.746101,-86.0,-86.0,-2.01188,-1.19309,0.0,0.0,-0.06,1.0,45.47,-0.53,-1.61,-0.03,-3.28,24.81,104,13190.0
1326374.0,1326908.0,1326908.0,1585.0,754.0,42.746101,831.0,831.0,19.44043,19.44043,19.5,0.0,-0.06,1.0,45.25,-0.4,-1.27,-0.15,-3.54,24.77,104,13884.0
1327069.0,1327602.0,1327602.0,666.0,754.0,42.746101,-88.0,-88.0,-2.05867,-2.05867,0.0,-0.0,-0.06,1.0,45.56,-0.4,-1.48,0.07,-3.48,24.72,104,14579.0
1327763.0,1328296.0,1328297.0,697.0,754.0,42.746101,-57.0,-57.0,-1.3335,-2.05867,0.0,-0.01,-0.05,1.0,45.62,-0.35,-1.5,0.52,-3.05,24.72,104,15273.0
1328457.0,1328990.0,1328991.0,676.0,754.0,42.746101,-78.0,-78.0,-1.82474,-1.77477,0.0,-0.0,-0.05,1.0,45.55,-0.37,-1.56,0.2,-3.09,24.62,104,15967.0
1329151.0,1329684.0,1329685.0,1496.0,754.0,42.746101,742.0,742.02,17.35879,17.35879,17.0,-0.01,-0.06,1.0,45.4,-0.44,-1.22,0.45,-3.66,24.67,104,16661.0
1329846.0,1330378.0,1330379.0,636.0,754.0,42.746101,-118.0,-118.0,-2.7605,-2.7605,0.0,0.0,-0.06,1.0,45.48,-0.4,-1.64,-0.17,-3.33,24.77,104,17356.0
1330540.0,1331073.0,1331073.0,641.0,754.0,42.746101,-113.0,-113.0,-2.64352,-2.7605,0.0,0.0,-0.06,1.0,45.44,-0.34,-1.53,0.0,-3.36,24.77,104,18050.0
1331234.0,1331767.0,1331767.0,690.0,754.0,42.746101,-64.0,-64.0,-1.49723,-2.7147,0.0,-0.01,-0.06,0.99,45.44,-0.33,-1.54,0.29,-3.47,24.62,104,18744.0
1331928.0,1332461.0,1332462.0,696.0,754.0,42.746101,-58.0,-58.0,-1.35687,-2.23806,0.0,0.01,-0.06,1.0,45.32,-0.21,-1.51,-0.31,-3.36,24.77,104,19438.0
1332622.0,1333155.0,1333156.0,686.0,754.0,42.746101,-68.0,-68.0,-1.59079,-1.89307,0.0,-0.0,-0.06,1.0,45.43,-0.55,-1.45,0.08,-3.56,24.67,104,20132.0
1333316.0,1333849.0,1333850.0,684.0,754.0,42.746101,-70.0,-70.0,-1.63762,-1.77473,0.0,-0.01,-0.06,1.0,45.32,-0.47,-1.55,0.42,-3.44,24.77,104,20826.0
1334010.0,1334543.0,1334544.0,664.0,754.0,42.746101,-90.0,-90.0,-2.10546,-1.72105,0.0,-0.0,-0.06,1.0,45.44,-0.29,-1.44,0.03,-3.33,24.77,104,21520.0
1334705.0,1335238.0,1335238.0,666.0,754.0,42.746101,-88.0,-88.0,-2.05867,-1.87154,0.0,-0.0,-0.06,0.99,45.53,-0.39,-1.6,0.06,-3.57,24.77,104,22215.0
1335399.0,1335932.0,1335932.0,659.0,754.0,42.746101,-95.0,-95.0,-2.22247,-1.9448,0.0,-0.01,-0.06,1.0,45.39,-0.4,-1.56,0.36,-3.69,24.67,104,22909.0
1336093.0,1336626.0,1336627.0,673.0,754.0,42.746101,-81.0,-81.0,-1.89492,-2.05351,0.0,-0.0,-0.07,1.0,45.49,-0.63,-1.76,0.15,-3.81,24.77,104,23603.0
1336787.0,1337320.0,1337321.0,685.0,754.0,42.746101,-69.0,-69.0,-1.61418,-1.99142,0.0,-0.0,-0.06,1.0,45.44,-0.46,-1.5,0.03,-3.7,24.72,104,24297.0
1337481.0,1338014.0,1338015.0,678.0,754.0,42.746101,-76.0,-76.0,-1.77794,-1.84373,0.0,0.0,-0.06,1.0,45.73,-0.35,-1.63,-0.04,-3.49,24.81,104,24991.0
1338175.0,1338708.0,1338709.0,659.0,754.0,42.746101,-95.0,-95.0,-2.22244,-1.81797,0.0,0.0,-0.06,1.0,45.37,-0.32,-1.42,-0.18,-3.51,24.81,104,25685.0
1338869.0,1339403.0,1339403.0,696.0,754.0,42.746101,-58.0,-58.0,-1.35685,-1.97632,0.0,0.0,-0.07,1.0,45.63,-0.24,-1.55,-0.04,-4.12,24.72,104,26379.0
1339564.0,1340097.0,1340097.0,659.0,754.0,42.746101,-95.0,-95.0,-2.22243,-1.7338,0.0,0.0,-0.06,1.0,45.41,-0.53,-1.51,-0.14,-3.5,24.77,104,27074.0
1340258.0,1340791.0,1340791.0,704.0,754.0,42.746101,-50.0,-50.0,-1.1697,-1.9251,0.0,0.0,-0.06,1.0,45.45,-0.49,-1.47,-0.14,-3.39,24.77,104,27768.0
1340952.0,1341485.0,1341486.0,675.0,754.0,42.746101,-79.0,-79.0,-1.84813,-1.62936,0.0,-0.0,-0.06,1.0,45.3,-0.35,-1.47,0.22,-3.47,24.77,104,28462.0
1341646.0,1342179.0,1342180.0,677.0,754.0,42.746101,-77.0,-77.0,-1.80134,-1.71501,0.0,-0.0,-0.06,1.0,45.27,-0.27,-1.61,0.08,-3.24,24.67,104,29156.0
1342340.0,1342873.0,1342874.0,679.0,754.0,42.746101,-75.0,-75.0,-1.75455,-1.74881,0.0,-0.0,-0.06,1.0,45.43,-0.48,-1.56,0.18,-3.57,24.77,104,29850.0
1343034.0,1343567.0,1343568.0,663.0,754.0,42.746101,-91.0,-91.0,-2.12885,-1.75106,0.0,0.0,-0.07,0.99,45.48,-0.31,-1.56,-0.03,-4.08,24.81,104,30544.0
1343728.0,1344261.0,1344262.0,686.0,754.0,42.746101,-68.0,-68.0,-1.59079,-1.89896,0.0,-0.0,-0.07,0.99,45.31,-0.44,-1.5,0.08,-3.97,24.77,104,31238.0
1344423.0,1344956.0,1344956.0,1191.0,754.0,42.746101,437.0,437.0,10.22323,10.22323,10.0,-0.0,-0.06,0.99,45.35,-0.53,-1.47,0.22,-3.71,24.72,104,31933.0
1345117.0,1345650.0,1345651.0,667.0,754.0,42.746101,-87.0,-87.0,-2.03528,-2.03528,0.0,-0.0,-0.07,1.0,45.38,-0.46,-1.5,0.08,-3.87,24.67,104,32627.0
1345811.0,1346344.0,1346345.0,705.0,754.0,42.746101,-49.0,-49.0,-1.14631,-2.03528,0.0,-0.0,-0.06,1.0,45.54,-0.18,-1.61,0.22,-3.51,24.81,104,33321.0
1346505.0,1347038.0,1347039.0,686.0,754.0,42.746101,-68.0,-68.0,-1.59079,-1.68725,0.0,-0.0,-0.06,1.0,45.34,-0.36,-1.57,0.15,-3.38,24.77,104,34015.0
1347199.0,1347732.0,1347733.0,677.0,754.0,42.746101,-77.0,-77.0,-1.80134,-1.64948,0.0,0.0,-0.07,1.0,45.51,-0.38,-1.74,-0.1,-3.99,24.81,104,34709.0
1347894.0,1348427.0,1348427.0,680.0,754.0,42.746101,-74.0,-74.0,-1.73115,-1.70893,0.0,-0.0,-0.06,1.0,45.36,-0.39,-1.51,0.06,-3.71,24.77,104,35404.0
1348588.0,1349121.0,1349121.0,683.0,754.0,42.746101,-71.0,-71.0,-1.66097,-1.71763,0.0,0.0,-0.07,0.99,45.4,-0.58,-1.65,-0.04,-4.32,24.81,104,36098.0
1349282.0,1349815.0,1349816.0,1149.0,754.0,42.746101,395.0,395.0,9.24062,9.24062,9.0,0.0,-0.07,1.0,45.47,-0.45,-1.59,-0.1,-3.8,24.72,104,36792.0
1349976.0,1350509.0,1350510.0,531.0,754.0,42.746101,-223.0,-223.0,-5.21693,-5.21693,-5.0,-0.01,-0.07,0.99,45.31,-0.35,-1.47,0.32,-3.78,24.72,104,37486.0
1350670.0,1351203.0,1351204.0,677.0,754.0,42.746101,-77.0,-77.0,-1.80134,-5.21693,-5.0,-0.0,-0.06,1.0,45.44,-0.18,-1.63,0.13,-3.64,24.72,104,38180.0
1351365.0,1351897.0,1351898.0,665.0,754.0,42.746101,-89.0,-89.0,-2.08207,-3.87972,0.0,0.0,-0.07,1.0,45.46,-0.43,-1.43,-0.17,-4.07,24.77,104,38875.0
1352059.0,1352592.0,1352592.0,666.0,754.0,42.746101,-88.0,-88.0,-2.05867,-3.17594,0.0,-0.0,-0.06,0.99,45.45,-0.37,-1.45,0.07,-3.36,24.77,104,39569.0
1352753.0,1353286.0,1353286.0,695.0,754.0,42.746101,-59.0,-59.0,-1.38025,-2.73853,0.0,-0.0,-0.06,1.0,45.34,-0.6,-1.46,0.21,-3.35,24.81,104,40263.0
1353447.0,1353980.0,1353981.0,667.0,754.0,42.746101,-87.0,-87.0,-2.03527,-2.20676,0.0,0.0,-0.06,1.0,45.37,-0.6,-1.5,-0.06,-3.4,24.77,104,40957.0
1354141.0,1354674.0,1354675.0,671.0,754.0,42.746101,-83.0,-83.0,-1.9417,-2.13963,0.0,0.0,-0.07,1.0,45.31,-0.44,-1.56,-0.1,-3.8,24.67,104,41651.0
1354835.0,1355368.0,1355369.0,2009.0,754.0,42.746101,1255.0,1255.02,29.35991,29.35991,29.0,0.01,-0.06,0.99,45.4,-0.65,-1.55,-0.35,-3.74,24.81,104,42345.0
1355530.0,1356062.0,1356063.0,722.0,754.0,42.746101,-32.0,-32.0,-0.74861,-0.74861,0.0,0.0,-0.07,1.0,45.38,-0.73,-1.6,-0.08,-3.77,24.77,104,43040.0
1356223.0,1356756.0,1356757.0,827.0,754.0,42.746101,73.0,73.0,1.70776,-0.74861,0.0,0.0,-0.06,1.0,45.5,-0.21,-1.59,-0.13,-3.51,24.86,104,43733.0
1356917.0,1357451.0,1357451.0,649.0,754.0,42.746101,-105.0,-105.0,-2.45638,0.21306,0.0,-0.0,-0.06,1.0,45.39,-0.49,-1.47,0.2,-3.54,24.77,104,44427.0
1357612.0,1358145.0,1358145.0,683.0,754.0,42.746101,-71.0,-71.0,-1.66097,-0.83202,0.0,-0.0,-0.05,1.0,45.46,-0.52,-1.56,0.08,-3.1,24.77,104,45122.0
1358306.0,1358839.0,1358840.0,1412.0,754.0,42.746101,658.0,658.0,15.39328,15.39328,15.0,-0.0,-0.06,1.0,45.5,-0.57,-1.54,0.17,-3.66,24.77,104,45816.0
1359000.0,1359533.0,1359534.0,540.0,754.0,42.746101,-214.0,-214.0,-5.00631,-5.00631,-5.0,-0.0,-0.06,1.0,45.49,-0.32,-1.48,0.04,-3.26,24.81,104,46510.0
1359695.0,1360227.0,1360228.0,697.0,754.0,42.746101,-57.0,-57.0,-1.33345,-5.00631,-5.0,0.0,-0.07,1.0,45.26,-0.27,-1.48,-0.01,-3.76,24.86,104,47205.0
1360389.0,1360922.0,1360922.0,984.0,754.0,42.746101,230.0,230.0,5.38064,5.38064,5.0,0.0,-0.06,1.0,45.53,-0.5,-1.4,-0.2,-3.69,24.77,104,47899.0
1361083.0,1361616.0,1361617.0,709.0,754.0,42.746101,-45.0,-45.0,-1.05273,-1.05273,0.0,-0.0,-0.07,0.99,45.6,-0.42,-1.51,0.18,-4.0,24.77,104,48593.0
1361777.0,1362310.0,1362311.0,1432.0,754.0,42.746101,678.0,678.0,15.86112,15.86112,16.0,-0.0,-0.06,0.99,45.45,-0.49,-1.43,0.1,-3.31,24.81,104,49287.0
1362472.0,1363004.0,1363005.0,687.0,754.0,42.746101,-67.0,-67.0,-1.5674,-1.5674,0.0,-0.0,-0.07,1.01,45.47,-0.32,-1.53,0.06,-3.95,24.72,104,49982.0
1363165.0,1363699.0,1363699.0,668.0,754.0,42.746101,-86.0,-86.0,-2.01192,-1.5674,0.0,-0.01,-0.06,1.0,45.44,-0.36,-1.57,0.39,-3.66,24.77,104,50675.0
1363860.0,1364393.0,1364394.0,711.0,754.0,42.746101,-43.0,-43.0,-1.00594,-1.74143,0.0,-0.0,-0.07,0.99,45.5,-0.56,-1.4,0.14,-4.15,24.81,104,51370.0
1364554.0,1365087.0,1365088.0,677.0,754.0,42.746101,-77.0,-77.0,-1.80134,-1.45349,0.0,-0.0,-0.07,1.0,45.55,-0.45,-1.56,0.17,-3.79,24.72,104,52064.0
1365248.0,1365781.0,1365782.0,744.0,754.0,42.746101,-10.0,-10.0,-0.23394,-1.58967,0.0,0.0,-0.07,0.99,45.31,-0.46,-1.46,-0.04,-3.95,24.77,104,52758.0
1365943.0,1366476.0,1366476.0,2024.0,754.0,42.746101,1270.0,1270.25,29.71608,29.71608,30.0,-0.02,-0.06,1.01,45.6,-0.21,-1.56,1.18,-3.63,24.81,104,53453.0
1366637.0,1367170.0,1367171.0,567.0,754.0,42.746101,-187.0,-187.0,-4.37467,-4.37467,0.0,0.0,-0.06,1.0,45.5,-0.5,-1.5,-0.03,-3.69,24.77,104,54147.0
1367331.0,1367864.0,1367865.0,655.0,754.0,42.746101,-99.0,-99.0,-2.31601,-4.37467,0.0,-0.0,-0.07,1.0,45.32,-0.47,-1.68,0.15,-3.92,24.81,104,54841.0
1368025.0,1368558.0,1368559.0,650.0,754.0,42.746101,-104.0,-104.0,-2.43298,-3.5687,0.0,-0.0,-0.06,1.0,45.37,-0.22,-1.56,0.14,-3.7,24.77,104,55535.0
1368720.0,1369253.0,1369253.0,679.0,754.0,42.746101,-75.0,-75.0,-1.75456,-3.12407,0.0,-0.0,-0.06,1.0,45.56,-0.47,-1.43,0.21,-3.24,24.72,104,56230.0
1369414.0,1369947.0,1369948.0,676.0,754.0,42.746101,-78.0,-78.0,-1.82476,-2.5879,0.0,-0.01,-0.07,1.0,45.53,-0.37,-1.52,0.38,-3.97,24.77,104,56924.0
1370108.0,1370641.0,1370642.0,1488.0,754.0,42.746101,734.0,734.0,17.17116,17.17116,17.0,-0.0,-0.05,1.0,45.31,-0.45,-1.58,0.01,-3.16,24.67,104,57618.0
1370802.0,1371335.0,1371336.0,665.0,754.0,42.746101,-89.0,-89.0,-2.08211,-2.08211,0.0,0.01,-0.07,1.0,45.36,-0.6,-1.37,-0.39,-4.01,24.77,104,58312.0
1371496.0,1372030.0,1372030.0,663.0,754.0,42.746101,-91.0,-91.0,-2.12885,-2.08211,0.0,0.0,-0.06,1.0,45.44,-0.24,-1.55,-0.1,-3.68,24.81,104,59006.0
1372191.0,1372724.0,1372725.0,688.0,754.0,42.746101,-66.0,-66.0,-1.544,-2.10041,0.0,-0.0,-0.06,1.0,45.59,-0.49,-1.42,0.03,-3.63,24.72,104,59701.0
1372885.0,1373418.0,1373419.0,684.0,754.0,42.746101,-70.0,-70.0,-1.63758,-1.88257,0.0,0.0,-0.06,1.0,45.49,-0.53,-1.47,-0.08,-3.72,24.77,104,60395.0
1373579.0,1374112.0,1374113.0,1587.0,754.0,42.746101,833.0,833.01,19.48733,19.48733,19.5,0.0,-0.05,1.0,45.37,-0.44,-1.54,-0.25,-3.11,24.81,104,61089.0
1374274.0,1374807.0,1374807.0,678.0,754.0,42.746101,-76.0,-76.0,-1.77799,-1.77799,0.0,0.01,-0.07,1.0,45.6,-0.46,-1.64,-0.46,-4.13,24.77,104,61784.0
1374968.0,1375501.0,1375502.0,655.0,754.0,42.746101,-99.0,-99.0,-2.316,-1.77799,0.0,0.0,-0.06,1.0,45.33,-0.44,-1.5,-0.01,-3.63,24.77,104,62478.0
1375662.0,1376195.0,1376196.0,670.0,754.0,42.746101,-84.0,-84.0,-1.96509,-1.98862,0.0,-0.0,-0.07,1.0,45.52,-0.5,-1.49,0.08,-3.91,24.77,104,63172.0
1376356.0,1376889.0,1376890.0,1176.0,754.0,42.746101,422.0,422.0,9.87225,9.87225,10.0,0.0,-0.07,1.0,45.57,-0.3,-1.52,0.0,-3.86,24.86,104,63866.0
1377050.0,1377584.0,1377584.0,804.0,754.0,42.746101,50.0,50.0,1.16971,1.16971,0.0,-0.0,-0.06,0.99,45.42,-0.55,-1.43,0.23,-3.41,24.77,104,64560.0
1377744.0,1378278.0,1378279.0,625.0,754.0,42.746101,-129.0,-129.0,-3.01782,1.16971,0.0,-0.0,-0.07,1.0,45.36,-0.47,-1.49,0.06,-3.8,24.86,104,65254.0
1378439.0,1378972.0,1378973.0,631.0,754.0,42.746101,-123.0,-123.0,-2.87746,-0.46971,0.0,-0.0,-0.06,0.99,45.5,-0.5,-1.51,0.1,-3.46,24.77,104,65949.0
1379133.0,1379666.0,1379667.0,678.0,754.0,42.746101,-76.0,-76.0,-1.77796,-1.41234,0.0,0.0,-0.07,0.99,45.47,-0.44,-1.59,-0.25,-3.79,24.77,104,66643.0
1379827.0,1380361.0,1380361.0,-916.0,754.0,42.746101,-1670.0,-1670.01,-39.06805,-39.06805,-39.0,-0.0,-0.06,0.99,45.22,-0.32,-1.48,0.17,-3.55,24.81,104,67337.0
1380523.0,1381055.0,1381056.0,123.0,754.0,42.746101,-631.0,-631.0,-14.76161,-14.76161,-14.0,-0.0,-0.07,1.0,45.53,-0.29,-1.62,0.11,-3.78,24.81,104,68033.0
1381217.0,1381749.0,1381750.0,673.0,754.0,42.746101,-81.0,-81.0,-1.89491,-1.89491,0.0,-0.0,-0.07,1.0,45.42,-0.43,-1.56,0.1,-3.85,24.72,104,68727.0
1381910.0,1382443.0,1382444.0,668.0,754.0,42.746101,-86.0,-86.0,-2.01191,-1.89491,0.0,-0.01,-0.06,0.99,45.32,-0.56,-1.42,0.35,-3.73,24.72,104,69420.0
1382605.0,1383138.0,1383138.0,-1134.0,754.0,42.746101,-1888.0,-1888.06,-44.16908,-44.16908,-44.0,-0.01,-0.05,1.0,45.44,-0.39,-1.61,0.46,-3.12,24.77,104,70115.0
1383300.0,1383832.0,1383833.0,669.0,754.0,42.746101,-85.0,-85.0,-1.9885,-1.9885,0.0,-0.0,-0.07,1.0,45.52,-0.27,-1.67,0.24,-3.87,24.77,104,70810.0
1383993.0,1384526.0,1384527.0,679.0,754.0,42.746101,-75.0,-75.0,-1.75455,-1.9885,0.0,0.0,-0.06,1.0,45.59,-0.53,-1.56,-0.01,-3.31,24.77,104,71503.0
1384687.0,1385221.0,1385221.0,575.0,754.0,42.746101,-179.0,-179.0,-4.18752,-1.89691,0.0,-0.0,-0.07,1.0,45.5,-0.37,-1.52,0.03,-3.98,24.77,104,72197.0
1385382.0,1385915.0,1385916.0,-236.0,754.0,42.746101,-990.0,-990.0,-23.16011,-23.16011,-23.0,-0.0,-0.07,1.0,45.63,-0.39,-1.55,0.18,-3.77,24.81,104,72892.0
1386077.0,1386609.0,1386610.0,693.0,754.0,42.746101,-61.0,-61.0,-1.42703,-1.42703,0.0,0.0,-0.06,0.99,45.68,-0.4,-1.47,-0.06,-3.58,24.81,104,73587.0
1386770.0,1387303.0,1387304.0,671.0,754.0,42.746101,-83.0,-83.0,-1.9417,-1.42703,0.0,-0.0,-0.06,1.0,45.47,-0.46,-1.45,0.08,-3.2,24.77,104,74280.0
1387465.0,1387998.0,1387998.0,667.0,754.0,42.746101,-87.0,-87.0,-2.03527,-1.62852,0.0,0.0,-0.07,1.0,45.4,-0.5,-1.57,-0.01,-3.8,24.81,104,74975.0
1388159.0,1388692.0,1388693.0,-1250.0,754.0,42.746101,-2004.0,-2004.03,-46.88227,-46.88227,-46.0,0.01,-0.06,1.0,45.36,-0.15,-1.55,-0.35,-3.41,24.77,104,75669.0
1388854.0,1389386.0,1389387.0,510.0,754.0,42.746101,-244.0,-244.0,-5.70813,-5.70813,-5.0,0.0,-0.07,1.0,45.44,-0.34,-1.45,-0.06,-3.73,24.86,104,76364.0
1389548.0,1390080.0,1390081.0,662.0,754.0,42.746101,-92.0,-92.0,-2.15231,-5.70813,-5.0,-0.01,-0.06,1.0,45.53,-0.41,-1.5,0.47,-3.6,24.77,104,77058.0
1390242.0,1390775.0,1390775.0,646.0,754.0,42.746101,-108.0,-108.0,-2.52655,-4.31602,0.0,0.0,-0.07,1.0,45.37,-0.18,-1.44,-0.08,-3.94,24.86,104,77752.0
1390936.0,1391469.0,1391470.0,686.0,754.0,42.746101,-68.0,-68.0,-1.59079,-3.61544,0.0,-0.0,-0.07,1.0,45.45,-0.36,-1.64,0.01,-3.9,24.86,104,78446.0
1391630.0,1392163.0,1392164.0,700.0,754.0,42.746101,-54.0,-54.0,-1.26327,-2.82279,0.0,0.0,-0.06,1.0,45.45,-0.55,-1.48,0.0,-3.67,24.77,104,79140.0
1392324.0,1392857.0,1392858.0,670.0,754.0,42.746101,-84.0,-84.0,-1.9651,-2.21224,0.0,-0.0,-0.06,1.0,45.44,-0.32,-1.56,0.17,-3.63,24.77,104,79834.0
1393018.0,1393552.0,1393552.0,668.0,754.0,42.746101,-86.0,-86.0,-2.01188,-2.11548,0.0,-0.0,-0.06,0.99,45.4,-0.32,-1.66,0.08,-3.25,24.72,104,80528.0
1393713.0,1394246.0,1394246.0,665.0,754.0,42.746101,-89.0,-89.0,-2.08207,-2.07492,0.0,0.0,-0.06,1.0,45.52,-0.28,-1.53,-0.17,-3.35,24.77,104,81223.0
1394407.0,1394940.0,1394941.0,678.0,754.0,42.746101,-76.0,-76.0,-1.77795,-2.07772,0.0,0.0,-0.06,1.0,45.24,-0.36,-1.61,-0.15,-3.54,24.81,104,81917.0
1395101.0,1395634.0,1395635.0,680.0,754.0,42.746101,-74.0,-74.0,-1.73117,-1.96036,0.0,-0.0,-0.07,0.99,45.53,-0.5,-1.51,0.25,-3.99,24.72,104,82611.0
1395795.0,1396328.0,1396329.0,659.0,754.0,42.746101,-95.0,-95.0,-2.22243,-1.87063,0.0,0.0,-0.06,1.0,45.55,-0.41,-1.51,-0.1,-3.68,24.77,104,83305.0
1396489.0,1397022.0,1397023.0,662.0,754.0,42.746101,-92.0,-92.0,-2.15225,-2.00836,0.0,-0.0,-0.07,1.0,45.52,-0.45,-1.63,0.1,-3.76,24.91,104,83999.0
1397184.0,1397717.0,1397717.0,-265.0,754.0,42.746101,-1019.0,-1019.0,-23.83846,-23.83846,-23.0,-0.0,-0.07,1.0,45.29,-0.46,-1.54,0.1,-3.77,24.91,104,84694.0
1397879.0,1398411.0,1398411.0,668.0,754.0,42.746101,-86.0,-86.0,-2.01188,-2.01188,0.0,-0.0,-0.06,1.0,45.44,-0.71,-1.5,0.11,-3.67,24.95,104,85389.0
1398572.0,1399105.0,1399106.0,687.0,754.0,42.746101,-67.0,-67.0,-1.56739,-2.01188,0.0,0.0,-0.06,1.0,45.61,-0.49,-1.33,0.0,-3.69,24.91,104,86082.0
1399266.0,1399799.0,1399800.0,668.0,754.0,42.746101,-86.0,-86.0,-2.01189,-1.83787,0.0,-0.0,-0.06,1.0,45.31,-0.56,-1.57,0.21,-3.32,24.77,104,86776.0
1399960.0,1400493.0,1400494.0,676.0,754.0,42.746101,-78.0,-78.0,-1.82473,-1.906,0.0,-0.0,-0.07,1.0,45.4,-0.42,-1.67,0.1,-3.98,24.86,104,87470.0
1400654.0,1401187.0,1401188.0,674.0,754.0,42.746101,-80.0,-80.0,-1.87152,-1.87418,0.0,-0.0,-0.06,1.0,45.62,-0.45,-1.59,0.13,-3.25,24.77,104,88164.0
1401349.0,1401882.0,1401882.0,663.0,754.0,42.746101,-91.0,-91.0,-2.12886,-1.87314,0.0,0.0,-0.06,1.0,45.53,-0.47,-1.53,-0.18,-3.4,24.86,104,88859.0
1402043.0,1402576.0,1402576.0,679.0,754.0,42.746101,-75.0,-75.0,-1.75455,-1.97325,0.0,-0.0,-0.06,1.0,45.57,-0.31,-1.49,0.14,-3.66,24.81,104,89553.0
1402737.0,1403270.0,1403271.0,686.0,754.0,42.746101,-68.0,-68.0,-1.59079,-1.88763,0.0,0.0,-0.07,1.0,45.59,-0.25,-1.51,-0.15,-4.0,24.86,104,90247.0
1403431.0,1403964.0,1403965.0,664.0,754.0,42.746101,-90.0,-90.0,-2.10546,-1.77142,0.0,-0.0,-0.06,1.0,45.45,-0.21,-1.79,0.18,-3.2,24.81,104,90941.0
