tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue_WU_MovAvg,realValue_WU_Filt,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_GOOGLE_HTTPREQ,B_SERIALPORT,B_SERIALTELNET,B_ANGLE_ADJUSTMENT,B_DEBUG_MODE,BF_GOOGLE_HTTPREQ,BF_SERIALPORT,BF_SERIALTELNET,BF_MPU,BF_WIFI,realWeight,timeNorm,timeMeasure,timeAlgo,timeSim
385978,386528,386529,-39241,-39315,42.7461,74,74.02327,88.46949,92.50487,2.164054,0,0.0,0.027832,0.004883,1.063965,-11.51145,5.954198,-1.625954,-1.498427,0.262943,29.37706,False,2625.9,2.11611,2.313574,7.142116,0.931355,False,True,True,True,True,False,False,False,False,False,500,52499,550,1,59524.07344632768
386638,387193,387196,-39218,-39315,42.7461,97,97.03088,88.61106,90.92502,2.127095,0,0.0,0.027832,0.007568,1.057373,-11.59542,5.923664,-1.442748,-1.507742,0.410098,29.37706,False,2624.9,2.115304,2.312693,7.139396,0.930172,False,True,True,True,True,False,False,False,False,False,500,53159,555,3,60362.4406779661
387307,387857,387858,-39199,-39315,42.7461,116,116.0406,94.61095,90.0191,2.105902,0,0.0,0.029053,0.004395,1.053223,-11.60305,6.099236,-1.358779,-1.580064,0.239063,29.37706,False,2623.5,2.114176,2.31146,7.135588,0.928517,False,True,True,True,True,False,False,False,False,False,500,53828,550,1,61200.80790960452
387970,388522,388523,-39229,-39315,42.7461,86,86.03638,93.46845,91.81681,2.147958,0,0.0,0.032227,0.008301,1.062012,-11.68702,5.992366,-1.564886,-1.73804,0.447819,29.42412,False,2628.0,2.117802,2.315424,7.147828,0.933838,False,True,True,True,True,False,False,False,False,False,500,54491,552,1,62039.17514124294
388634,389186,389187,-39207,-39315,42.7461,108,108.0362,95.18105,92.46343,2.163085,0,0.0,0.028809,0.007324,1.066895,-11.45802,5.931298,-1.473282,-1.546701,0.393328,29.37706,False,2627.0,2.116996,2.314543,7.145108,0.932655,False,True,True,True,True,False,False,False,False,False,500,55155,552,1,62877.542372881355
389297,389851,389852,-39233,-39315,42.7461,82,82.04057,93.60921,93.52738,2.187974,0,0.0,0.034912,0.00415,1.063965,-11.64122,6.137404,-1.618321,-1.879366,0.223502,29.37706,False,2625.7,2.115949,2.313398,7.141572,0.931118,False,True,True,True,True,False,False,False,False,False,500,55818,554,1,63715.90960451977
389963,390516,390516,-39224,-39315,42.7461,91,91.04165,93.46423,93.55942,2.188724,0,0.0,0.033447,0.001953,1.059814,-11.68702,6.152672,-1.519084,-1.807622,0.10559,29.37706,False,2626.3,2.116432,2.313926,7.143204,0.931828,False,True,True,True,True,False,False,False,False,False,500,56484,553,0,64554.27683615819
390625,391180,391181,-39219,-39315,42.7461,96,96.03574,96.60887,93.52215,2.187852,0,0.0,0.030029,0.004395,1.054932,-11.61069,5.984733,-1.442748,-1.630502,0.238675,29.47118,False,2627.0,2.116996,2.314543,7.145108,0.932655,False,True,True,True,True,False,False,False,False,False,500,57146,555,1,65392.64406779661
391288,391845,391846,-39229,-39315,42.7461,86,86.03764,95.03841,94.7306,2.216123,0,0.0,0.032715,0.006836,1.060059,-11.57252,5.717557,-1.48855,-1.767623,0.369474,29.42412,False,2626.4,2.116513,2.314015,7.143476,0.931946,False,True,True,True,True,False,False,False,False,False,500,57809,557,1,66231.01129943502
391955,392509,392510,-39214,-39315,42.7461,101,101.0401,92.89549,94.8511,2.218942,0,0.0,0.03125,0.004639,1.062744,-11.66412,5.946565,-1.526718,-1.684278,0.250083,29.33,False,2625.9,2.11611,2.313574,7.142116,0.931355,False,True,True,True,True,False,False,False,False,False,500,58476,554,1,67069.37853107344
392623,393174,393175,-39217,-39315,42.7461,98,98.03082,94.60899,94.08548,2.201031,0,0.0,0.027588,0.00415,1.054688,-11.58779,6.061069,-1.51145,-1.498352,0.225468,29.51824,False,2627.3,2.117238,2.314808,7.145924,0.93301,False,True,True,True,True,False,False,False,False,False,500,59144,551,1,67907.74576271186
393284,393839,393839,-39237,-39315,42.7461,78,78.02286,90.32136,94.29044,2.205825,0,0.0,0.026855,0.00415,1.063477,-11.50382,6.030534,-1.748092,-1.446541,0.223604,29.42412,False,2626.2,2.116352,2.313838,7.142932,0.931709,False,True,True,True,True,False,False,False,False,False,500,59805,555,0,68746.11299435027
393948,394503,394504,-39216,-39315,42.7461,99,99.0311,92.74857,92.73654,2.169474,0,0.0,0.027832,0.009277,1.064453,-11.51145,6.335878,-1.503817,-1.497699,0.499353,29.37706,False,2626.4,2.116513,2.314015,7.143476,0.931946,False,True,True,True,True,False,False,False,False,False,500,60469,555,1,69584.4802259887
395280,395832,395833,-39214,-39315,42.7461,101,101.0343,96.32119,93.86324,2.195832,0,0.0,0.028809,0.007813,1.060059,-11.46565,6.091603,-1.435115,-1.556665,0.422254,29.42412,False,2625.5,2.115788,2.313222,7.141028,0.930882,False,True,True,True,True,False,False,False,False,False,500,61801,552,1,70422.84745762711
395942,396497,396498,-39219,-39315,42.7461,96,96.0459,97.75094,94.82552,2.218343,0,0.0,0.03418,0.005371,1.05957,-11.65649,6.038168,-1.534351,-1.847582,0.290436,29.37706,False,2626.1,2.116271,2.31375,7.14266,0.931591,False,True,True,True,True,False,False,False,False,False,500,62463,555,1,71261.21468926553
396609,397161,397162,-39232,-39315,42.7461,83,83.02287,95.17705,95.97083,2.245136,0,0.0,0.026123,0.004395,1.066895,-11.74046,6.167939,-1.503817,-1.402599,0.235999,29.42412,False,2626.7,2.116755,2.314279,7.144292,0.932301,False,True,True,True,True,False,False,False,False,False,500,63130,552,1,72099.58192090395
397274,397826,397827,-39209,-39315,42.7461,106,106.0425,96.32157,95.66006,2.237866,0,0.0,0.03125,0.001221,1.058105,-11.54198,6.236641,-1.534351,-1.691672,0.0661,29.42412,False,2623.6,2.114256,2.311548,7.13586,0.928635,False,True,True,True,True,False,False,False,False,False,500,63795,552,1,72937.94915254237
398604,399155,399156,-39232,-39315,42.7461,83,83.0321,95.75249,96.74864,2.263333,0,0.0,0.030762,0.003906,1.060303,-11.68702,6.099236,-1.458015,-1.661796,0.211081,29.42412,False,2625.9,2.11611,2.313574,7.142116,0.931355,False,True,True,True,True,False,False,False,False,False,500,65125,551,1,73776.31638418078
399266,399820,399821,-39234,-39315,42.7461,81,81.0288,91.46355,96.35865,2.254209,0,0.0,0.029541,0.003174,1.062012,-11.45802,5.778626,-1.51145,-1.593323,0.171228,29.47118,False,2623.0,2.113773,2.311019,7.134228,0.927925,False,True,True,True,True,False,False,False,False,False,500,65787,554,1,74614.6836158192
399930,400484,400485,-39223,-39315,42.7461,92,92.02769,90.17689,94.44221,2.209376,0,0.0,0.0271,0.005127,1.058838,-11.67939,5.80916,-1.51145,-1.466072,0.277427,29.47118,False,2625.6,2.115868,2.31331,7.1413,0.931,False,True,True,True,True,False,False,False,False,False,500,66451,554,1,75453.05084745762
400594,401149,401150,-39214,-39315,42.7461,101,101.034,90.88947,92.77234,2.170311,0,0.0,0.028564,0.005859,1.056152,-11.40458,5.89313,-1.580153,-1.549203,0.317864,29.42412,False,2625.0,2.115385,2.312781,7.139668,0.93029,False,True,True,True,True,False,False,False,False,False,500,67115,555,1,76291.41807909604
401261,401814,401815,-39226,-39315,42.7461,89,89.0444,91.74969,92.03519,2.153066,0,0.0,0.035156,0.002197,1.066895,-11.67176,5.923664,-1.412214,-1.887316,0.118,29.47118,False,2622.8,2.113612,2.310843,7.133684,0.927689,False,True,True,True,True,False,False,False,False,False,500,67782,553,1,77129.78531073446
401923,402478,402479,-39208,-39315,42.7461,107,107.0263,91.89024,91.92342,2.150451,0,0.0,0.024414,0.005127,1.054932,-11.70992,5.59542,-1.70229,-1.325729,0.278454,29.37706,False,2625.3,2.115626,2.313046,7.140484,0.930645,False,True,True,True,True,False,False,False,False,False,500,68444,555,1,77968.15254237287
402592,403143,403144,-39225,-39315,42.7461,90,90.03836,91.89024,91.91043,2.150148,0,0.0,0.031982,0.00415,1.050049,-11.64886,5.961832,-1.480916,-1.74456,0.226464,29.42412,False,2625.8,2.116029,2.313486,7.141844,0.931236,False,True,True,True,True,False,False,False,False,False,500,69113,551,1,78806.51977401129
403255,403808,403809,-39244,-39315,42.7461,71,71.02464,90.17489,91.90253,2.149963,0,0.0,0.029053,0.003174,1.057129,-11.54962,6.091603,-1.51145,-1.574235,0.172019,29.47118,False,2625.3,2.115626,2.313046,7.140484,0.930645,False,True,True,True,True,False,False,False,False,False,500,69776,553,1,79644.88700564971
403921,404472,404473,-39242,-39315,42.7461,73,73.0261,89.03165,91.22616,2.13414,0,0.0,0.029541,0.005615,1.059082,-11.51145,5.923664,-1.618321,-1.597713,0.303778,29.47118,False,2625.7,2.115949,2.313398,7.141572,0.931118,False,True,True,True,True,False,False,False,False,False,500,70442,551,1,80483.25423728813
404584,405137,405138,-39248,-39315,42.7461,67,67.02546,85.4599,90.36701,2.114041,0,0.0,0.030518,0.001709,1.061279,-11.80153,5.824428,-1.465649,-1.647107,0.092263,29.51824,False,2625.9,2.11611,2.313574,7.142116,0.931355,False,True,True,True,True,False,False,False,False,False,500,71105,553,1,81321.62146892655
405249,405801,405802,-39242,-39315,42.7461,73,73.02311,81.45836,88.44588,2.069098,0,0.0,0.027832,0.007813,1.060303,-11.54198,5.740458,-1.351145,-1.503575,0.422157,29.51824,False,2627.9,2.117722,2.315336,7.147556,0.93372,False,True,True,True,True,False,False,False,False,False,500,71770,552,1,82159.98870056497
405913,406466,406467,-39211,-39315,42.7461,104,104.0434,83.60107,85.71027,2.005101,0,0.0,0.031738,0.005127,1.053467,-11.55725,6.053435,-1.274809,-1.72563,0.278841,29.42412,False,2621.6,2.112645,2.309786,7.130421,0.92627,False,True,True,True,True,False,False,False,False,False,500,72434,553,1,82998.35593220338
406580,407130,407131,-39222,-39315,42.7461,93,93.04017,81.60304,84.88451,1.985784,0,0.0,0.032471,0.005371,1.059082,-11.67939,6.10687,-1.458015,-1.756071,0.29057,29.47118,False,2625.4,2.115707,2.313134,7.140756,0.930764,False,True,True,True,True,False,False,False,False,False,500,73101,550,1,83836.7231638418
407241,407795,407796,-39224,-39315,42.7461,91,91.02814,81.74445,83.59982,1.95573,0,0.0,0.027344,0.003662,1.053955,-11.74809,5.984733,-1.40458,-1.486133,0.199081,29.51824,False,2625.2,2.115546,2.312958,7.140212,0.930527,False,True,True,True,True,False,False,False,False,False,500,73762,554,1,84675.09039548022
407908,408459,408460,-39225,-39315,42.7461,90,90.05962,84.46373,82.87344,1.938737,0,0.0,0.040527,0.002441,1.067383,-11.65649,6.038168,-1.763359,-2.174402,0.131051,29.47118,False,2625.1,2.115465,2.312869,7.13994,0.930409,False,True,True,True,True,False,False,False,False,False,500,74429,551,1,85513.45762711864
408571,409124,409125,-39211,-39315,42.7461,104,104.037,88.89385,83.49604,1.953302,0,0.0,0.029297,0.004639,1.052979,-11.56489,6.335878,-1.664122,-1.593702,0.252402,29.51824,False,2625.0,2.115385,2.312781,7.139668,0.93029,False,True,True,True,True,False,False,False,False,False,500,75092,553,1,86351.82485875706
409236,409789,409789,-39246,-39315,42.7461,69,69.03508,89.18095,85.60928,2.002739,0,0.0,0.035156,0.005859,1.056885,-11.70992,5.839695,-1.587786,-1.905153,0.317644,29.47118,False,2622.8,2.113612,2.310843,7.133684,0.927689,False,True,True,True,True,False,False,False,False,False,500,75757,553,0,87190.19209039547
410567,411118,411119,-39209,-39315,42.7461,106,106.0563,90.89874,88.4184,2.068455,0,0.0,0.036133,0.003418,1.063232,-11.70229,6.10687,-1.70229,-1.946372,0.184187,29.42412,False,2624.9,2.115304,2.312693,7.139396,0.930172,False,True,True,True,True,False,False,False,False,False,500,77088,551,1,88028.55932203389
411227,411782,411783,-39227,-39315,42.7461,88,88.02179,90.18183,89.38946,2.091172,0,0.0,0.024414,0.001709,1.051758,-11.70992,6.030534,-1.763359,-1.329742,0.093099,29.47118,False,2622.1,2.113048,2.310226,7.131781,0.926861,False,True,True,True,True,False,False,False,False,False,500,77748,555,1,88866.92655367231
411893,412447,412448,-39203,-39315,42.7461,112,112.0318,93.18236,89.69967,2.098429,0,0.0,0.026367,0.004395,1.060547,-11.65649,5.984733,-1.839695,-1.424172,0.237412,29.47118,False,2625.3,2.115626,2.313046,7.140484,0.930645,False,True,True,True,True,False,False,False,False,False,500,78414,554,1,89705.29378531073
412556,413111,413112,-39231,-39315,42.7461,84,84.02692,92.32054,91.06314,2.130326,0,0.0,0.027832,0.008789,1.053955,-11.61069,6.038168,-1.603053,-1.512615,0.477784,29.37706,False,2623.1,2.113853,2.311107,7.134501,0.928044,False,True,True,True,True,False,False,False,False,False,500,79077,555,1,90543.66101694915
413887,414441,414441,-39196,-39315,42.7461,119,119.0445,101.3244,92.58301,2.165882,0,0.0,0.030273,0.001953,1.061768,-11.74046,5.938931,-1.358779,-1.633186,0.105395,29.56529,False,2626.2,2.116352,2.313838,7.142932,0.931709,False,True,True,True,True,False,False,False,False,False,500,80408,554,0,91382.02824858757
414552,415105,415106,-39231,-39315,42.7461,84,84.02752,101.4662,96.00526,2.245942,0,0.0,0.028076,0.008301,1.051514,-11.47328,6.045802,-1.549618,-1.529424,0.45229,29.47118,False,2621.9,2.112886,2.31005,7.131237,0.926625,False,True,True,True,True,False,False,False,False,False,500,81073,553,1,92220.39548022598
415216,415770,415771,-39221,-39315,42.7461,94,94.03563,99.74895,98.14321,2.295957,0,0.0,0.030518,0.009521,1.0625,-11.52672,5.862596,-1.610687,-1.645152,0.513435,29.47118,False,2622.9,2.113692,2.310931,7.133956,0.927807,False,True,True,True,True,False,False,False,False,False,500,81737,554,1,93058.7627118644
415881,416435,416435,-39199,-39315,42.7461,116,116.0271,103.7497,98.77186,2.310663,0,0.0,0.023926,0.001221,1.060303,-11.46565,5.992366,-1.610687,-1.292659,0.065963,29.51824,False,2624.6,2.115062,2.312429,7.13858,0.929817,False,True,True,True,True,False,False,False,False,False,500,82402,554,0,93897.12994350282
416544,417099,417100,-39208,-39315,42.7461,107,107.0411,103.0368,100.7207,2.356254,0,0.0,0.030762,0.006592,1.063721,-11.59542,5.78626,-1.251908,-1.656438,0.355052,29.51824,False,2625.6,2.115868,2.31331,7.1413,0.931,False,True,True,True,True,False,False,False,False,False,500,83065,555,1,94735.49717514124
417211,417764,417765,-39216,-39315,42.7461,99,99.03874,105.1813,101.6274,2.377467,0,0.0,0.031006,0.002441,1.0625,-11.50382,6.030534,-1.587786,-1.671522,0.131653,29.47118,False,2625.9,2.11611,2.313574,7.142116,0.931355,False,True,True,True,True,False,False,False,False,False,500,83732,553,1,95573.86440677966
417873,418429,418429,-39214,-39315,42.7461,101,101.0416,102.8938,103.0188,2.410016,0,0.0,0.031738,0.003662,1.060547,-11.54962,6.099236,-1.244275,-1.714127,0.197843,29.47118,False,2624.5,2.114982,2.312341,7.138308,0.929699,False,True,True,True,True,False,False,False,False,False,500,84394,556,0,96412.23163841807
419206,419758,419759,-39216,-39315,42.7461,99,99.03439,100.1796,101.0381,2.363681,0,0.0,0.029053,0.002686,1.056641,-11.66412,6.099236,-1.610687,-1.574964,0.145622,29.47118,False,2624.7,2.115143,2.312517,7.138852,0.929936,False,True,True,True,True,False,False,False,False,False,500,85727,552,1,97250.59887005649
419870,420423,420423,-39224,-39315,42.7461,91,91.05365,99.75362,100.702,2.355818,0,0.0,0.037842,0.007324,1.056396,-11.76336,5.839695,-1.564886,-2.051494,0.397236,29.47118,False,2625.0,2.115385,2.312781,7.139668,0.93029,False,True,True,True,True,False,False,False,False,False,500,86391,553,0,98088.96610169491
420532,421087,421088,-39217,-39315,42.7461,98,98.04538,97.1848,100.3307,2.347132,0,0.0,0.033691,0.001709,1.061279,-11.73282,5.938931,-1.51145,-1.818296,0.092263,29.47118,False,2625.3,2.115626,2.313046,7.140484,0.930645,False,True,True,True,True,False,False,False,False,False,500,87053,555,1,98927.33333333333
421199,421752,421753,-39195,-39315,42.7461,120,120.0692,99.04595,99.0991,2.318319,0,0.0,0.037598,0.000244,1.061035,-11.53435,5.946565,-1.450382,-2.029415,0.013184,29.51824,False,2624.9,2.115304,2.312693,7.139396,0.930172,False,True,True,True,True,False,False,False,False,False,500,87720,553,1,99765.70056497175
421862,422417,422417,-39218,-39315,42.7461,97,97.04788,98.76154,99.07829,2.317832,0,0.0,0.034912,0.001709,1.065186,-11.47328,5.969466,-1.40458,-1.877226,0.091925,29.47118,False,2625.5,2.115788,2.313222,7.141028,0.930882,False,True,True,True,True,False,False,False,False,False,500,88383,555,0,100604.06779661016
423193,423746,423747,-39209,-39315,42.7461,106,106.0613,102.3366,99.10268,2.318403,0,0.0,0.037598,0.001709,1.059814,-11.66412,6.145038,-1.618321,-2.031748,0.092391,29.42412,False,2625.3,2.115626,2.313046,7.140484,0.930645,False,True,True,True,True,False,False,False,False,False,500,89714,553,1,101442.43502824858
423858,424410,424411,-39222,-39315,42.7461,93,93.0372,101.4798,100.3688,2.348021,0,0.0,0.031494,0.01001,1.067383,-11.54198,6.076336,-1.648855,-1.689998,0.537295,29.56529,False,2620.0,2.111355,2.308376,7.126069,0.924378,False,True,True,True,True,False,False,False,False,False,500,90379,552,1,102280.802259887
424523,425075,425076,-39219,-39315,42.7461,96,96.05579,102.1944,100.8037,2.358197,0,0.0,0.037842,0.006592,1.063965,-11.49618,6.030534,-1.679389,-2.036924,0.354971,29.56529,False,2623.8,2.114418,2.311724,7.136404,0.928871,False,True,True,True,True,False,False,False,False,False,500,91044,552,1,103119.16949152542
425187,425740,425741,-39230,-39315,42.7461,85,85.02413,100.3343,101.3482,2.370935,0,0.0,0.026367,0.003174,1.060791,-11.40458,5.763359,-1.465649,-1.42385,0.171425,29.61235,False,2622.1,2.113048,2.310226,7.131781,0.926861,False,True,True,True,True,False,False,False,False,False,500,91708,553,1,103957.53672316384
425850,426404,426405,-39206,-39315,42.7461,109,109.0553,98.76083,100.9512,2.361648,0,0.0,0.0354,0.000732,1.065674,-11.70229,6.030534,-1.778626,-1.902592,0.039378,29.51824,False,2622.9,2.113692,2.310931,7.133956,0.927807,False,True,True,True,True,False,False,False,False,False,500,92371,554,1,104795.90395480226
426515,427069,427070,-39186,-39315,42.7461,129,129.0697,103.3354,100.0937,2.341587,0,0.0,0.036133,0.002441,1.053955,-11.69466,6.175572,-1.618321,-1.963496,0.132721,29.56529,False,2623.7,2.114337,2.311636,7.136132,0.928753,False,True,True,True,True,False,False,False,False,False,500,93036,554,1,105634.27118644067
427181,427733,427734,-39230,-39315,42.7461,85,85.02877,100.4761,101.3628,2.371276,0,0.0,0.028564,0.010498,1.05249,-11.65649,5.931298,-1.48855,-1.554538,0.571476,29.56529,False,2624.8,2.115223,2.312605,7.139124,0.930054,False,True,True,True,True,False,False,False,False,False,500,93702,552,1,106472.63841807909
427844,428398,428399,-39207,-39315,42.7461,108,108.0695,100.7629,101.0156,2.363155,0,0.0,0.039795,0.007813,1.062988,-11.68702,6.015267,-1.458015,-2.143909,0.42109,29.51824,False,2624.1,2.114659,2.311988,7.13722,0.929226,False,True,True,True,True,False,False,False,False,False,500,94365,554,1,107311.00564971751
428508,429063,429064,-39195,-39315,42.7461,120,120.0275,104.6187,100.9167,2.36084,0,0.0,0.023682,0.001465,1.060791,-11.54198,6.091603,-1.366412,-1.278884,0.079119,29.47118,False,2624.3,2.11482,2.312165,7.137764,0.929463,False,True,True,True,True,False,False,False,False,False,500,95029,555,1,108149.37288135593
429175,429727,429728,-39197,-39315,42.7461,118,118.0435,107.7598,102.366,2.394746,0,0.0,0.030029,0.001953,1.059814,-11.63359,6.19084,-1.503817,-1.623006,0.10559,29.61235,False,2621.5,2.112564,2.309698,7.130148,0.926151,False,True,True,True,True,False,False,False,False,False,500,95696,552,1,108987.74011299435
429840,430392,430393,-39215,-39315,42.7461,100,100.049,109.9062,104.4777,2.444145,0,0.0,0.034424,0.007568,1.053711,-11.61832,5.824428,-1.610687,-1.871086,0.411523,29.56529,False,2625.1,2.115465,2.312869,7.13994,0.930409,False,True,True,True,True,False,False,False,False,False,500,96361,552,1,109826.10734463276
430502,431056,431057,-39232,-39315,42.7461,83,83.03037,106.1884,106.603,2.493864,0,0.0,0.029785,0.002686,1.05542,-11.58779,6.183206,-1.580153,-1.616514,0.14579,29.51824,False,2618.8,2.110388,2.307319,7.122805,0.922959,False,True,True,True,True,False,False,False,False,False,500,97023,554,1,110664.47457627118
431834,432386,432386,-39222,-39315,42.7461,93,93.03895,104.0442,105.0544,2.457638,0,0.0,0.031982,0.004639,1.059326,-11.59542,6.152672,-1.59542,-1.729288,0.25089,29.47118,False,2625.2,2.115546,2.312958,7.140212,0.930527,False,True,True,True,True,False,False,False,False,False,500,98355,552,0,111502.8418079096
432496,433050,433051,-39224,-39315,42.7461,91,91.02566,101.6094,104.6589,2.448385,0,0.0,0.026367,0.005859,1.064453,-11.63359,5.984733,-1.664122,-1.418938,0.315386,29.56529,False,2624.8,2.115223,2.312605,7.139124,0.930054,False,True,True,True,True,False,False,False,False,False,500,99017,554,1,112341.20903954802
433162,433715,433716,-39184,-39315,42.7461,131,131.0445,103.1832,103.465,2.420455,0,0.0,0.028809,0.00293,1.059326,-11.54198,6.045802,-1.770992,-1.557777,0.158457,29.47118,False,2593.9,2.090322,2.28538,7.05508,0.893513,False,True,True,True,True,False,False,False,False,False,500,99683,553,1,113179.57627118644
433826,434380,434380,-39216,-39315,42.7461,99,99.0431,100.4689,103.3547,2.417874,0,0.0,0.032471,-0.002441,1.054932,-11.77863,5.992366,-1.725191,-1.762994,-0.132598,29.47118,False,2624.1,2.114659,2.311988,7.13722,0.929226,False,True,True,True,True,False,False,False,False,False,500,100347,554,0,114017.94350282486
435160,435709,435710,-39216,-39315,42.7461,99,99.03093,104.6108,102.2641,2.392361,0,0.0,0.027588,0.001709,1.058105,-11.53435,6.198473,-1.748092,-1.493524,0.09254,29.61235,False,2625.5,2.115788,2.313222,7.141028,0.930882,False,True,True,True,True,False,False,False,False,False,500,101681,549,1,114856.31073446327
435819,436373,436374,-39187,-39315,42.7461,128,128.0461,107.7531,103.1829,2.413854,0,0.0,0.029785,0.002441,1.063721,-11.68702,6.061069,-1.419847,-1.603907,0.131502,29.61235,False,2626.8,2.116835,2.314367,7.144564,0.932419,False,True,True,True,True,False,False,False,False,False,500,102340,554,1,115694.67796610169
436485,437038,437039,-39220,-39315,42.7461,95,95.05102,108.0405,104.9721,2.455712,0,0.0,0.036133,0.005859,1.056885,-11.61832,5.992366,-1.312977,-1.958033,0.317644,29.51824,False,2626.3,2.116432,2.313926,7.143204,0.931828,False,True,True,True,True,False,False,False,False,False,500,103006,553,1,116533.04519774011
437148,437703,437704,-39225,-39315,42.7461,90,90.03329,107.8988,106.1734,2.483815,0,0.0,0.030029,0.006104,1.05835,-11.48855,5.763359,-1.534351,-1.625227,0.330421,29.56529,False,2625.6,2.115868,2.31331,7.1413,0.931,False,True,True,True,True,False,False,False,False,False,500,103669,555,1,117371.41242937853
437814,438367,438368,-39206,-39315,42.7461,109,109.0459,104.7561,106.8489,2.499617,0,0.0,0.031982,0.009033,1.056641,-11.61069,6.045802,-1.603053,-1.733633,0.489808,29.51824,False,2624.0,2.114579,2.3119,7.136948,0.929108,False,True,True,True,True,False,False,False,False,False,500,104335,553,1,118209.77966101695
438477,439032,439033,-39206,-39315,42.7461,109,109.044,106.1848,106.0296,2.48045,0,0.0,0.031494,0.003174,1.062012,-11.57252,6.022901,-1.572519,-1.698607,0.171228,29.56529,False,2623.5,2.114176,2.31146,7.135588,0.928517,False,True,True,True,True,False,False,False,False,False,500,104998,555,1,119048.14689265536
439144,439697,439698,-39207,-39315,42.7461,108,108.0458,105.4711,106.0904,2.481872,0,0.0,0.031982,0.009277,1.053223,-11.58779,6.0,-1.625954,-1.739252,0.504677,29.56529,False,2624.9,2.115304,2.312693,7.139396,0.930172,False,True,True,True,True,False,False,False,False,False,500,105665,553,1,119886.51412429378
439806,440361,440362,-39202,-39315,42.7461,113,113.0529,107.4742,105.8479,2.4762,0,0.0,0.033936,0.006836,1.063232,-11.34351,6.290076,-1.656489,-1.828066,0.368371,29.61235,False,2626.0,2.11619,2.313662,7.142388,0.931473,False,True,True,True,True,False,False,False,False,False,500,106327,555,1,120724.8813559322
440473,441026,441027,-39192,-39315,42.7461,123,123.0379,106.7587,106.4846,2.491095,0,0.0,0.027344,0.003662,1.056396,-11.50382,6.015267,-1.519084,-1.4827,0.198621,29.56529,False,2624.9,2.115304,2.312693,7.139396,0.930172,False,True,True,True,True,False,False,False,False,False,500,106994,553,1,121563.24858757062
441135,441691,441692,-39205,-39315,42.7461,110,110.0535,108.9019,106.5919,2.493606,0,0.0,0.034424,0.001465,1.058105,-11.84733,5.992366,-1.450382,-1.863366,0.07932,29.56529,False,2625.4,2.115707,2.313134,7.140756,0.930764,False,True,True,True,True,False,False,False,False,False,500,107656,556,1,122401.61581920904
442466,443020,443021,-39201,-39315,42.7461,114,114.0389,111.6167,108.8302,2.545968,0,0.0,0.029053,0.007568,1.066406,-11.51145,5.984733,-1.778626,-1.560514,0.406624,29.61235,False,2624.2,2.11474,2.312076,7.137492,0.929344,False,True,True,True,True,False,False,False,False,False,500,108987,554,1,123239.98305084746
445008,445488,445489,-39195,-39315,42.7461,120,120.0835,115.4815,112.0414,2.621091,0,0.0,0.04126,-0.000732,1.060303,-11.41985,6.114504,-1.19084,-2.228432,-0.039578,29.61235,False,2625.8,2.116029,2.313486,7.141844,0.931236,False,True,True,True,True,False,False,False,False,False,500,111529,480,1,124078.35028248587
446263,446817,446818,-39195,-39315,42.7461,120,120.0506,113.7659,112.977,2.642977,0,0.0,0.031738,0.005615,1.047607,-11.59542,5.847328,-1.412214,-1.735271,0.307105,29.56529,False,2624.9,2.115304,2.312693,7.139396,0.930172,False,True,True,True,True,False,False,False,False,False,500,112784,554,1,124916.71751412429
447593,448146,448147,-39229,-39315,42.7461,86,86.0486,107.6223,112.634,2.634954,0,0.0,0.037109,0.008789,1.058105,-11.90076,6.290076,-1.519084,-2.008553,0.47591,29.47118,False,2626.2,2.116352,2.313838,7.142932,0.931709,False,True,True,True,True,False,False,False,False,False,500,114114,553,1,125755.08474576271
448258,448811,448812,-39179,-39315,42.7461,136,136.0869,111.7681,110.6719,2.589053,0,0.0,0.039551,0.004395,1.060303,-11.93893,6.030534,-1.557252,-2.136199,0.237466,29.61235,False,2624.1,2.114659,2.311988,7.13722,0.929226,False,True,True,True,True,False,False,False,False,False,500,114779,553,1,126593.45197740113
450253,450805,450806,-39202,-39315,42.7461,113,113.0442,105.7609,107.8165,2.522253,0,0.0,0.030762,0.001465,1.054688,-11.1145,5.977099,-1.114504,-1.670648,0.079577,29.70647,False,2624.6,2.115062,2.312429,7.13858,0.929817,False,True,True,True,True,False,False,False,False,False,500,116774,552,1,127431.81920903955
450916,451470,451471,-39205,-39315,42.7461,110,110.148,104.3462,107.0117,2.503426,0,0.0,0.057129,0.009277,1.055664,-10.19847,8.954199,-0.572519,-3.097502,0.50351,29.61235,False,2625.6,2.115868,2.31331,7.1413,0.931,False,True,True,True,True,False,False,False,False,False,500,117437,554,1,128270.18644067796
452915,453464,453465,-16829,-39315,42.7461,22486,22705.01,22705.01,22705.01,531.1598,0,531.0,0.148438,-0.207275,0.996094,-23.60305,-4.007634,-11.60305,-8.300552,-11.7548,29.56529,True,2623.9,2.114498,2.311812,7.136676,0.92899,False,True,True,True,True,False,False,False,False,False,500,119436,549,1,129108.55367231638
