tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,relativeVal_WU,realValue_WU_AngleAdj,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,timeNorm,realWeight
1490716.0,1491252.0,1491253.0,-62647.0,-62758.0,111.0,111.01,2.59673,1.19218,0.0,0.01,0.0,1.0,45.82,-1.01,-3.92,-0.59,0.1,25.28,119440.0,104
1491411.0,1491946.0,1491947.0,-62691.0,-62758.0,67.0,67.0,1.56739,1.74206,0.0,0.01,0.0,1.0,44.24,-0.83,-2.61,-0.45,0.21,25.19,120135.0,104
1492105.0,1492641.0,1492641.0,-62710.0,-62758.0,48.0,48.0,1.12291,1.67368,0.0,0.0,0.01,1.01,45.31,-0.74,-3.36,-0.26,0.46,25.28,120829.0,104
1492799.0,1493335.0,1493336.0,-62744.0,-62758.0,14.0,14.0,0.32752,1.45805,0.0,0.01,0.01,1.0,44.18,-0.37,0.04,-0.31,0.38,25.28,121523.0,104
1493493.0,1494029.0,1494030.0,-62709.0,-62758.0,49.0,49.0,1.1463,1.01545,0.0,0.01,0.0,0.99,45.02,-0.3,-0.82,-0.52,0.08,25.28,122217.0,104
1494188.0,1494724.0,1494724.0,-62720.0,-62758.0,38.0,38.0,0.88897,1.06668,0.0,0.01,0.0,1.0,43.82,-0.37,0.77,-0.36,0.22,25.33,122912.0,104
1494882.0,1495418.0,1495419.0,-62689.0,-62758.0,69.0,69.0,1.61418,0.9971,0.0,0.01,0.0,1.0,45.06,-0.41,-2.32,-0.53,0.22,25.24,123606.0,104
1495577.0,1496113.0,1496113.0,-62708.0,-62758.0,50.0,50.0,1.1697,1.23869,0.0,0.01,0.0,1.0,44.07,-0.7,-1.8,-0.57,0.01,25.33,124301.0,104
1496271.0,1496807.0,1496808.0,-62699.0,-62758.0,59.0,59.0,1.38024,1.21168,0.0,0.01,0.0,1.0,45.03,-0.97,-3.76,-0.57,0.0,25.19,124995.0,104
1496965.0,1497501.0,1497502.0,-62750.0,-62758.0,8.0,8.0,0.18715,1.27767,0.0,0.0,0.01,1.0,44.6,-0.6,-1.44,-0.21,0.57,25.24,125689.0,104
1497660.0,1498196.0,1498196.0,-62701.0,-62758.0,57.0,57.0,1.33345,0.85073,0.0,0.0,0.0,1.0,45.12,-0.57,-1.89,-0.17,0.13,25.19,126384.0,104
1498354.0,1498890.0,1498891.0,-62699.0,-62758.0,59.0,59.0,1.38024,1.03972,0.0,0.0,0.0,1.0,44.63,-0.21,0.32,-0.15,0.28,25.28,127078.0,104
1499049.0,1499585.0,1499585.0,-62690.0,-62758.0,68.0,68.0,1.59079,1.17303,0.0,0.01,0.01,1.0,45.13,-0.54,-1.36,-0.68,0.53,25.28,127773.0,104
1499743.0,1500279.0,1500280.0,-62699.0,-62758.0,59.0,59.01,1.38024,1.33658,0.0,0.02,-0.0,1.0,44.82,-0.03,-0.66,-0.94,-0.22,25.28,128467.0,104
1500438.0,1500973.0,1500974.0,-62696.0,-62758.0,62.0,62.01,1.45042,1.35368,0.0,0.01,0.0,1.0,45.1,-0.89,-3.33,-0.78,0.04,25.19,129162.0,104
1501132.0,1501668.0,1501668.0,-62741.0,-62758.0,17.0,17.0,0.3977,1.39155,0.0,0.01,0.0,1.0,44.69,-0.37,-1.93,-0.56,0.01,25.24,129856.0,104
1501826.0,1502362.0,1502363.0,-61858.0,-62758.0,900.0,900.01,21.05455,21.05455,21.0,0.01,0.01,1.0,43.21,-3.79,-7.75,-0.34,0.84,25.28,130550.0,104
1502521.0,1503057.0,1503057.0,-60958.0,-62758.0,1800.0,1800.47,42.1091,42.1091,42.0,0.02,0.01,1.0,42.25,-1.66,-4.64,-1.37,0.34,25.24,131245.0,104
1503216.0,1503751.0,1503752.0,-61128.0,-62758.0,1630.0,1630.84,38.13213,42.1091,42.0,-0.03,0.02,1.0,41.84,-8.53,5.93,1.91,0.94,25.28,131940.0,104
1503910.0,1504445.0,1504446.0,-60950.0,-62758.0,1808.0,1808.23,42.29625,40.55212,40.5,0.02,0.0,1.01,42.05,-0.77,4.34,-0.96,0.06,25.19,132634.0,104
1504605.0,1505140.0,1505141.0,-61104.0,-62758.0,1654.0,1654.01,38.69359,41.23495,41.0,-0.0,0.0,1.01,43.27,0.14,-1.13,0.19,0.19,25.24,133329.0,104
1505299.0,1505834.0,1505835.0,-61252.0,-62758.0,1506.0,1507.15,35.23128,40.24001,40.0,-0.04,-0.0,1.0,43.63,-0.34,-2.69,2.34,-0.15,25.24,134023.0,104
1505994.0,1506529.0,1506529.0,-61928.0,-62758.0,830.0,831.66,19.41698,19.41698,19.5,-0.07,-0.02,0.99,11.89,-5.6,6.35,3.77,-1.4,25.19,134718.0,104
1506688.0,1507223.0,1507224.0,-62123.0,-62758.0,635.0,643.16,14.85516,19.41698,19.5,-0.17,-0.03,1.01,27.96,53.11,-32.42,9.52,-1.94,25.28,135412.0,104
1507382.0,1507918.0,1507918.0,-60913.0,-62758.0,1845.0,1846.25,43.16183,43.16183,43.0,-0.04,-0.01,1.0,36.02,-0.88,-14.34,2.2,-0.71,25.28,136106.0,104
1508077.0,1508612.0,1508613.0,-56848.0,-62758.0,5910.0,5911.1,138.25822,138.25822,138.0,-0.02,-0.02,1.01,34.94,-9.22,-1.08,1.15,-1.11,25.24,136801.0,104
1508772.0,1509306.0,1509307.0,-56913.0,-62758.0,5845.0,5845.8,136.73761,138.25822,138.0,-0.02,-0.04,1.02,32.34,14.43,9.1,0.99,-2.34,25.14,137496.0,104
1509466.0,1510001.0,1510001.0,-58387.0,-62758.0,4371.0,4376.06,102.25494,102.25494,102.0,0.05,-0.05,1.01,41.69,-21.41,-1.0,-2.88,-2.63,25.28,138190.0,104
1510161.0,1510695.0,1510696.0,-61851.0,-62758.0,907.0,921.07,21.21831,21.21831,21.0,0.17,0.04,0.9,48.73,-38.37,-14.73,-10.44,2.63,25.14,138885.0,104
1510854.0,1511390.0,1511390.0,-62713.0,-62758.0,45.0,45.01,1.05273,1.05273,0.0,0.02,-0.0,1.01,45.26,-7.32,-22.1,-0.98,-0.01,25.19,139578.0,104
1511548.0,1512084.0,1512085.0,-62672.0,-62758.0,86.0,86.03,2.01188,1.05273,0.0,0.03,-0.02,0.95,45.23,-25.78,-25.28,-1.57,-1.24,25.33,140272.0,104
1512243.0,1512778.0,1512779.0,-62641.0,-62758.0,117.0,117.02,2.73709,1.42824,0.0,-0.02,0.01,0.99,47.44,-0.92,17.01,1.11,0.52,25.24,140967.0,104
1512937.0,1513473.0,1513474.0,-62702.0,-62758.0,56.0,56.02,1.31006,1.94065,0.0,0.03,0.02,1.0,46.05,1.85,17.08,-1.67,0.91,25.33,141661.0,104
1513631.0,1514167.0,1514168.0,-63125.0,-62758.0,-367.0,-367.62,-8.58558,-8.58558,-8.0,0.06,0.01,1.02,44.48,2.0,18.92,-3.48,0.62,25.19,142355.0,104
1514326.0,1514862.0,1514862.0,-62887.0,-62758.0,-129.0,-129.45,-3.01782,-3.01782,0.0,0.09,-0.01,1.02,42.4,-1.69,-11.07,-4.98,-0.51,25.19,143050.0,104
1515021.0,1515556.0,1515557.0,-62578.0,-62758.0,180.0,180.09,4.21091,4.21091,0.0,0.03,-0.01,1.01,46.98,-6.16,-26.44,-1.86,-0.54,25.33,143745.0,104
1515715.0,1516250.0,1516251.0,-62701.0,-62758.0,57.0,57.01,1.33345,4.21091,0.0,-0.02,0.0,1.0,41.79,-2.89,-13.3,1.1,0.24,25.19,144439.0,104
1516409.0,1516945.0,1516945.0,-62746.0,-62758.0,12.0,12.0,0.28073,3.08439,0.0,-0.0,0.0,0.98,47.31,-2.05,-6.13,0.28,0.14,25.19,145133.0,104
1517103.0,1517639.0,1517640.0,-62781.0,-62758.0,-23.0,-23.0,-0.53806,1.98675,0.0,-0.01,0.01,1.0,40.44,2.39,18.35,0.29,0.29,25.19,145827.0,104
1517798.0,1518333.0,1518334.0,-62702.0,-62758.0,56.0,56.03,1.31006,0.99829,0.0,0.04,-0.02,1.0,46.4,1.63,9.9,-2.06,-1.04,25.19,146522.0,104
1518492.0,1519028.0,1519028.0,-62785.0,-62758.0,-27.0,-27.02,-0.63164,1.12035,0.0,0.04,0.01,1.01,42.7,0.08,2.46,-2.21,0.33,25.28,147216.0,104
1519186.0,1519722.0,1519723.0,-62692.0,-62758.0,66.0,66.04,1.544,0.43445,0.0,0.04,-0.0,1.0,48.79,-2.24,-16.26,-2.02,-0.04,25.14,147910.0,104
1519881.0,1520416.0,1520417.0,-62739.0,-62758.0,19.0,19.0,0.44448,0.86884,0.0,0.0,0.0,1.0,45.07,-2.61,-13.97,-0.14,0.25,25.24,148605.0,104
1520575.0,1521111.0,1521112.0,-62691.0,-62758.0,67.0,67.0,1.56739,0.7027,0.0,-0.0,0.01,0.99,48.27,-0.86,-5.21,0.07,0.37,25.19,149299.0,104
1521269.0,1521805.0,1521806.0,-62810.0,-62758.0,-52.0,-52.0,-1.21649,1.04123,0.0,-0.01,0.01,1.0,42.37,0.9,9.11,0.5,0.83,25.24,149993.0,104
1521964.0,1522499.0,1522500.0,-62742.0,-62758.0,16.0,16.0,0.3743,0.15733,0.0,0.03,-0.0,1.0,45.37,1.3,10.66,-1.49,-0.07,25.24,150688.0,104
1522658.0,1523194.0,1523195.0,-62827.0,-62758.0,-69.0,-69.03,-1.61418,0.24228,0.0,0.03,0.01,1.01,41.97,0.31,2.83,-1.79,0.35,25.14,151382.0,104
1523352.0,1523888.0,1523889.0,-62698.0,-62758.0,60.0,60.04,1.40364,-0.48453,0.0,0.04,-0.0,1.0,45.99,-1.49,-9.33,-2.15,-0.06,25.19,152076.0,104
1524047.0,1524583.0,1524583.0,-62769.0,-62758.0,-11.0,-11.0,-0.25733,0.25469,0.0,0.01,0.01,1.0,43.57,-2.44,-13.0,-0.5,0.32,25.24,152771.0,104
1524741.0,1525277.0,1525278.0,-62720.0,-62758.0,38.0,38.0,0.88897,0.05423,0.0,-0.0,-0.0,1.0,46.43,-1.09,-6.9,0.06,-0.06,25.24,153465.0,104
1525436.0,1525971.0,1525972.0,-62743.0,-62758.0,15.0,15.0,0.35091,0.38103,0.0,-0.0,0.01,0.99,43.73,0.11,3.1,0.2,0.42,25.09,154160.0,104
1526130.0,1526666.0,1526666.0,-62744.0,-62758.0,14.0,14.0,0.32752,0.36924,0.0,0.01,0.0,1.0,44.79,1.0,7.99,-0.81,0.07,25.19,154854.0,104
1526824.0,1527360.0,1527361.0,-62781.0,-62758.0,-23.0,-23.0,-0.53806,0.3529,0.0,0.02,0.01,1.01,43.72,0.44,4.06,-1.22,0.6,25.19,155548.0,104
1527519.0,1528054.0,1528055.0,-62750.0,-62758.0,8.0,8.0,0.18715,0.00409,0.0,0.03,0.0,1.0,45.47,-0.83,-3.54,-1.78,0.14,25.19,156243.0,104
1528213.0,1528749.0,1528750.0,-62788.0,-62758.0,-30.0,-30.0,-0.70182,0.07576,0.0,0.01,0.0,1.0,44.5,-2.07,-10.16,-0.75,0.14,25.28,156937.0,104
1528908.0,1529443.0,1529444.0,-62784.0,-62758.0,-26.0,-26.0,-0.60824,-0.22866,0.0,0.02,-0.0,1.0,45.69,-1.17,-7.33,-0.87,-0.24,25.19,157632.0,104
1529602.0,1530138.0,1530138.0,-62778.0,-62758.0,-20.0,-20.0,-0.46788,-0.37727,0.0,0.0,0.01,0.99,44.38,-0.43,-1.91,-0.18,0.42,25.24,158326.0,104
1530296.0,1530832.0,1530833.0,-62741.0,-62758.0,17.0,17.0,0.3977,-0.41274,0.0,0.01,0.0,1.01,45.13,0.34,5.41,-0.85,0.25,25.28,159020.0,104
1530990.0,1531526.0,1531527.0,-62770.0,-62758.0,-12.0,-12.0,-0.28073,-0.09546,0.0,0.01,0.01,1.01,44.11,0.1,4.1,-0.83,0.63,25.14,159714.0,104
1531685.0,1532221.0,1532221.0,-63835.0,-62758.0,-1077.0,-1077.08,-25.19528,-25.19528,-25.0,0.01,0.01,1.01,45.79,-0.9,-3.63,-0.75,0.36,25.24,160409.0,104
1532380.0,1532915.0,1532916.0,-67403.0,-62758.0,-4645.0,-4645.03,-108.66488,-108.66488,-108.0,0.0,0.01,1.0,46.55,-0.86,-6.69,-0.21,0.55,25.24,161104.0,104
1533075.0,1533609.0,1533610.0,-67273.0,-62758.0,-4515.0,-4515.06,-105.62366,-108.66488,-108.0,0.01,0.0,1.0,44.04,0.11,1.44,-0.31,0.21,25.28,161799.0,104
1533769.0,1534304.0,1534304.0,-67262.0,-62758.0,-4504.0,-4504.14,-105.36633,-107.47424,-107.0,0.01,0.01,1.0,43.38,-0.19,2.13,-0.48,0.45,25.24,162493.0,104
1534464.0,1534998.0,1534999.0,-67261.0,-62758.0,-4503.0,-4503.19,-105.34294,-106.64899,-106.0,0.01,-0.01,1.01,44.63,-1.09,-5.76,-0.54,-0.38,25.24,163188.0,104
1535158.0,1535692.0,1535693.0,-67266.0,-62758.0,-4508.0,-4508.16,-105.45991,-106.13767,-106.0,0.01,-0.0,1.0,45.44,-0.73,-4.0,-0.51,-0.14,25.19,163882.0,104
1535853.0,1536387.0,1536387.0,-67266.0,-62758.0,-4508.0,-4508.47,-105.45991,-105.87233,-105.0,0.02,-0.0,1.01,44.78,0.13,3.15,-0.86,-0.11,25.28,164577.0,104
1536547.0,1537081.0,1537082.0,-67260.0,-62758.0,-4502.0,-4502.71,-105.31955,-105.71086,-105.0,0.02,0.01,1.0,44.94,-0.37,-0.74,-1.06,0.81,25.19,165271.0,104
1537241.0,1537775.0,1537776.0,-67266.0,-62758.0,-4508.0,-4508.43,-105.45991,-105.55766,-105.0,0.01,0.01,1.0,44.79,-1.33,-5.96,-0.83,0.52,25.19,165965.0,104
1537935.0,1538470.0,1538471.0,-67258.0,-62758.0,-4500.0,-4500.12,-105.27276,-105.51939,-105.0,0.01,0.0,1.0,44.37,-0.45,-1.28,-0.43,0.17,25.28,166659.0,104
1538630.0,1539164.0,1539165.0,-67261.0,-62758.0,-4503.0,-4503.38,-105.34294,-105.42284,-105.0,0.01,0.0,1.0,44.36,0.22,2.63,-0.78,0.1,25.14,167354.0,104
1539324.0,1539859.0,1539859.0,-67232.0,-62758.0,-4474.0,-4474.37,-104.66451,-105.39156,-105.0,0.01,0.01,1.0,45.19,-0.68,-2.76,-0.77,0.6,25.24,168048.0,104
1540019.0,1540553.0,1540554.0,-67243.0,-62758.0,-4485.0,-4485.28,-104.92185,-105.10692,-105.0,0.01,0.01,1.0,45.57,-1.05,-5.17,-0.67,0.73,25.24,168743.0,104
1540713.0,1541247.0,1541248.0,-67256.0,-62758.0,-4498.0,-4498.31,-105.22597,-105.03447,-105.0,0.01,0.0,1.0,44.78,-0.49,0.64,-0.7,0.28,25.14,169437.0,104
1541407.0,1541942.0,1541942.0,-67242.0,-62758.0,-4484.0,-4484.67,-104.89845,-105.10944,-105.0,0.02,0.01,1.01,44.31,-0.22,1.21,-1.03,0.29,25.24,170131.0,104
1542102.0,1542636.0,1542637.0,-67247.0,-62758.0,-4489.0,-4489.25,-105.01543,-105.02684,-105.0,0.01,0.01,1.0,45.02,-1.24,-4.14,-0.63,0.66,25.14,170826.0,104
1542796.0,1543330.0,1543331.0,-67237.0,-62758.0,-4479.0,-4479.18,-104.78149,-105.02237,-105.0,0.01,-0.0,1.0,45.04,-0.76,-3.56,-0.53,-0.17,25.14,171520.0,104
1543491.0,1544025.0,1544025.0,-67254.0,-62758.0,-4496.0,-4496.12,-105.17918,-104.92806,-104.0,0.01,0.0,1.0,44.73,0.11,1.57,-0.43,0.13,25.19,172215.0,104
1544185.0,1544719.0,1544720.0,-67245.0,-62758.0,-4487.0,-4487.6,-104.96864,-105.02637,-105.0,0.02,-0.0,1.0,44.72,-0.04,-0.17,-0.98,-0.1,25.28,172909.0,104
1544879.0,1545413.0,1545414.0,-67236.0,-62758.0,-4478.0,-4478.53,-104.75809,-105.00377,-105.0,0.02,0.0,1.0,45.19,-0.97,-4.71,-0.92,0.17,25.19,173603.0,104
1545573.0,1546108.0,1546108.0,-67236.0,-62758.0,-4478.0,-4478.04,-104.75809,-104.90759,-104.0,0.0,0.0,1.0,44.68,-0.64,-2.06,-0.25,0.14,25.33,174297.0,104
1546268.0,1546802.0,1546803.0,-67229.0,-62758.0,-4471.0,-4471.4,-104.59434,-104.84906,-104.0,0.01,0.01,1.0,44.27,-0.02,1.63,-0.8,0.29,25.28,174992.0,104
1546962.0,1547496.0,1547497.0,-67230.0,-62758.0,-4472.0,-4472.73,-104.61773,-104.74934,-104.0,0.02,0.0,1.0,44.57,-0.44,-1.73,-1.08,0.2,25.14,175686.0,104
1547656.0,1548191.0,1548192.0,-67249.0,-62758.0,-4491.0,-4491.27,-105.06221,-104.69781,-104.0,0.01,0.01,1.0,45.36,-0.91,-4.15,-0.66,0.57,25.24,176380.0,104
1548351.0,1548885.0,1548886.0,-67236.0,-62758.0,-4478.0,-4478.23,-104.75809,-104.84048,-104.0,0.01,-0.0,1.0,45.01,-0.24,-0.4,-0.6,-0.28,25.38,177075.0,104
1549045.0,1549580.0,1549581.0,-67256.0,-62758.0,-4498.0,-4498.48,-105.22597,-104.80822,-104.0,0.02,0.01,1.01,44.31,-0.31,0.89,-0.88,0.36,25.28,177769.0,104
1549740.0,1550274.0,1550275.0,-67253.0,-62758.0,-4495.0,-4495.6,-105.15579,-104.97177,-104.0,0.02,0.0,1.0,44.73,-0.69,-3.21,-0.98,0.13,25.19,178464.0,104
1550434.0,1550969.0,1550969.0,-67237.0,-62758.0,-4479.0,-4479.27,-104.78149,-105.04382,-105.0,0.01,-0.0,1.0,44.94,-0.81,-3.82,-0.66,-0.08,25.09,179158.0,104
1551129.0,1551663.0,1551664.0,-67256.0,-62758.0,-4498.0,-4498.23,-105.22597,-104.94112,-104.0,0.01,0.0,1.0,43.89,0.11,-0.05,-0.6,0.21,25.19,179853.0,104
1551823.0,1552358.0,1552358.0,-67251.0,-62758.0,-4493.0,-4493.36,-105.109,-105.05264,-105.0,0.01,-0.0,1.0,44.82,-0.38,0.29,-0.76,-0.2,25.19,180547.0,104
1552518.0,1553052.0,1553053.0,-67273.0,-62758.0,-4515.0,-4515.14,-105.62366,-105.07471,-105.0,0.01,-0.0,1.0,45.21,-0.68,-3.66,-0.48,-0.04,25.19,181242.0,104
1553212.0,1553746.0,1553747.0,-67253.0,-62758.0,-4495.0,-4495.23,-105.15579,-105.28962,-105.0,0.01,0.01,1.0,45.03,-0.68,-2.63,-0.6,0.42,25.24,181936.0,104
1553906.0,1554441.0,1554442.0,-67254.0,-62758.0,-4496.0,-4496.24,-105.17918,-105.23723,-105.0,0.01,-0.0,1.0,44.53,-0.18,0.8,-0.61,-0.2,25.14,182630.0,104
1554601.0,1555135.0,1555136.0,-67258.0,-62758.0,-4500.0,-4500.36,-105.27276,-105.21451,-105.0,0.01,0.01,1.0,44.45,-0.49,-0.9,-0.76,0.73,25.24,183325.0,104
1555295.0,1555830.0,1555830.0,-67237.0,-62758.0,-4479.0,-4479.29,-104.78149,-105.23731,-105.0,0.01,0.0,1.0,45.02,-0.66,-3.76,-0.68,0.04,25.24,184019.0,104
1555990.0,1556524.0,1556525.0,-67237.0,-62758.0,-4479.0,-4479.05,-104.78149,-105.05885,-105.0,0.0,0.01,1.0,44.73,-0.39,-1.48,-0.28,0.42,25.28,184714.0,104
1556684.0,1557219.0,1557219.0,-67225.0,-62758.0,-4467.0,-4467.47,-104.50076,-104.95026,-104.0,0.02,0.01,1.0,44.82,-0.38,0.51,-0.87,0.55,25.14,185408.0,104
1557379.0,1557913.0,1557914.0,-67272.0,-62758.0,-4514.0,-4514.32,-105.60027,-104.77428,-104.0,0.01,0.01,1.0,44.91,-0.45,-1.92,-0.71,0.32,25.24,186103.0,104
1558073.0,1558608.0,1558608.0,-67254.0,-62758.0,-4496.0,-4496.56,-105.17918,-105.09766,-105.0,0.02,0.01,1.0,44.92,-1.03,-3.42,-0.94,0.57,25.28,186797.0,104
1558768.0,1559302.0,1559303.0,-67241.0,-62758.0,-4483.0,-4483.16,-104.87506,-105.12958,-105.0,0.01,0.01,1.0,44.9,-0.47,-0.66,-0.5,0.38,25.19,187492.0,104
1559462.0,1559997.0,1559997.0,-67242.0,-62758.0,-4484.0,-4484.39,-104.89845,-105.02993,-105.0,0.01,0.0,1.0,44.48,-0.33,0.08,-0.79,0.14,25.24,188186.0,104
1560156.0,1560691.0,1560692.0,-67249.0,-62758.0,-4491.0,-4491.25,-105.06221,-104.97845,-104.0,0.01,-0.01,1.0,44.76,-0.81,-2.61,-0.63,-0.35,25.09,188880.0,104
1560851.0,1561385.0,1561386.0,-67265.0,-62758.0,-4507.0,-4507.12,-105.43652,-105.01125,-105.0,0.01,0.01,1.01,45.0,-0.83,-2.95,-0.44,0.5,25.19,189575.0,104
1561545.0,1562080.0,1562081.0,-67235.0,-62758.0,-4477.0,-4477.21,-104.7347,-105.17773,-105.0,0.01,0.02,1.0,44.79,-0.34,-0.2,-0.57,0.94,25.19,190269.0,104
1562240.0,1562774.0,1562775.0,-67249.0,-62758.0,-4491.0,-4491.18,-105.06221,-105.00428,-105.0,0.01,0.0,1.0,44.66,-0.49,-0.7,-0.53,0.04,25.19,190964.0,104
1562934.0,1563469.0,1563469.0,-67237.0,-62758.0,-4479.0,-4479.26,-104.78149,-105.02695,-105.0,0.01,0.01,1.0,44.69,-0.72,-3.16,-0.64,0.32,25.33,191658.0,104
1563629.0,1564163.0,1564164.0,-67214.0,-62758.0,-4456.0,-4456.42,-104.24342,-104.93085,-104.0,0.01,0.0,0.99,45.06,-0.35,-1.96,-0.82,0.06,25.28,192353.0,104
1564323.0,1564858.0,1564858.0,-67260.0,-62758.0,-4502.0,-4502.37,-105.31955,-104.66173,-104.0,0.01,0.0,1.01,44.79,-0.29,0.04,-0.76,0.17,25.19,193047.0,104
1565017.0,1565552.0,1565553.0,-67263.0,-62758.0,-4505.0,-4505.25,-105.38972,-104.91927,-104.0,0.01,-0.0,1.0,44.98,-0.45,-1.32,-0.63,-0.07,25.19,193741.0,104
1565712.0,1566246.0,1566247.0,-67300.0,-62758.0,-4542.0,-4542.13,-106.2553,-105.10345,-105.0,0.01,0.0,1.0,44.69,-1.02,-3.09,-0.45,0.03,25.19,194436.0,104
1566406.0,1566941.0,1566941.0,-67270.0,-62758.0,-4512.0,-4512.32,-105.55348,-105.5544,-105.0,0.01,0.01,1.0,44.37,-0.76,-1.53,-0.71,0.36,25.19,195130.0,104
1567101.0,1567635.0,1567636.0,-67263.0,-62758.0,-4505.0,-4505.06,-105.38972,-105.55404,-105.0,0.01,0.0,1.0,44.63,-0.41,0.06,-0.32,0.11,25.19,195825.0,104
1567795.0,1568329.0,1568330.0,-67258.0,-62758.0,-4500.0,-4500.24,-105.27276,-105.48971,-105.0,0.01,-0.0,1.0,44.93,-0.6,-1.94,-0.62,-0.01,25.19,196519.0,104
1568489.0,1569024.0,1569024.0,-67269.0,-62758.0,-4511.0,-4511.67,-105.53009,-105.40478,-105.0,0.02,0.01,1.01,45.1,-0.79,-2.94,-1.03,0.82,25.24,197213.0,104
1569184.0,1569718.0,1569719.0,-67264.0,-62758.0,-4506.0,-4506.34,-105.41312,-105.45384,-105.0,0.01,0.01,1.0,44.86,-0.38,-0.91,-0.73,0.43,25.19,197908.0,104
1569878.0,1570412.0,1570413.0,-67256.0,-62758.0,-4498.0,-4498.06,-105.22597,-105.4379,-105.0,0.01,0.01,1.0,44.92,-0.33,-0.25,-0.32,0.49,25.24,198602.0,104
1570572.0,1571107.0,1571107.0,-67262.0,-62758.0,-4504.0,-4504.35,-105.36633,-105.35493,-105.0,0.01,0.01,1.01,44.73,-0.64,-2.45,-0.75,0.58,25.19,199296.0,104
1571267.0,1571801.0,1571802.0,-67267.0,-62758.0,-4509.0,-4509.29,-105.48331,-105.35939,-105.0,0.01,0.01,1.0,44.5,-0.81,-2.73,-0.67,0.53,25.09,199991.0,104
1571961.0,1572495.0,1572496.0,-67264.0,-62758.0,-4506.0,-4506.31,-105.41312,-105.40791,-105.0,0.01,0.0,1.0,44.44,-0.66,-0.49,-0.7,0.11,25.19,200685.0,104
1572655.0,1573190.0,1573191.0,-67245.0,-62758.0,-4487.0,-4487.28,-104.96864,-105.40995,-105.0,0.01,0.0,1.0,45.09,-0.32,-0.69,-0.67,0.0,25.14,201379.0,104
1573350.0,1573884.0,1573885.0,-67270.0,-62758.0,-4512.0,-4512.47,-105.55348,-105.23717,-105.0,0.01,0.01,0.99,45.12,-0.6,-2.76,-0.86,0.37,25.19,202074.0,104
1574044.0,1574578.0,1574579.0,-67276.0,-62758.0,-4518.0,-4518.09,-105.69385,-105.36101,-105.0,0.01,0.01,1.0,44.92,-0.69,-2.08,-0.38,0.32,25.19,202768.0,104
1574738.0,1575273.0,1575273.0,-67259.0,-62758.0,-4501.0,-4501.24,-105.29615,-105.49132,-105.0,0.01,-0.0,1.0,44.46,-0.45,-0.18,-0.62,-0.25,25.14,203462.0,104
1575433.0,1575967.0,1575968.0,-67230.0,-62758.0,-4472.0,-4472.24,-104.61773,-105.41491,-105.0,0.01,0.0,1.0,44.48,-0.41,-1.25,-0.62,0.25,25.19,204157.0,104
1576127.0,1576661.0,1576662.0,-67241.0,-62758.0,-4483.0,-4483.33,-104.87506,-105.10281,-105.0,0.01,0.01,1.01,45.13,-0.76,-2.89,-0.72,0.7,25.19,204851.0,104
1576821.0,1577356.0,1577357.0,-67266.0,-62758.0,-4508.0,-4508.25,-105.45991,-105.01365,-105.0,0.01,0.0,1.0,45.19,-0.5,-1.56,-0.63,0.28,25.14,205545.0,104
1577516.0,1578050.0,1578051.0,-67234.0,-62758.0,-4476.0,-4476.5,-104.7113,-105.18836,-105.0,0.02,0.01,1.0,44.79,-0.47,-0.24,-0.89,0.59,25.14,206240.0,104
1578210.0,1578745.0,1578745.0,-67224.0,-62758.0,-4466.0,-4466.34,-104.47736,-105.00159,-105.0,0.01,0.0,1.0,44.79,-0.68,-1.82,-0.74,0.07,25.24,206934.0,104
1578905.0,1579439.0,1579440.0,-67260.0,-62758.0,-4502.0,-4502.18,-105.31955,-104.79636,-104.0,0.01,0.0,1.0,44.63,-0.82,-2.69,-0.53,0.17,25.28,207629.0,104
1579599.0,1580133.0,1580134.0,-67265.0,-62758.0,-4507.0,-4507.18,-105.43652,-105.00118,-105.0,0.01,-0.0,1.0,44.78,-0.45,-1.01,-0.53,-0.03,25.09,208323.0,104
1580293.0,1580828.0,1580828.0,-67276.0,-62758.0,-4518.0,-4518.4,-105.69385,-105.17162,-105.0,0.01,0.0,1.0,44.69,-0.42,-0.69,-0.8,0.27,25.24,209017.0,104
1580988.0,1581522.0,1581523.0,-67242.0,-62758.0,-4484.0,-4484.34,-104.89845,-105.37607,-105.0,0.01,0.0,1.0,44.85,-0.65,-2.26,-0.74,0.07,25.19,209712.0,104
1581682.0,1582216.0,1582217.0,-67239.0,-62758.0,-4481.0,-4481.44,-104.82827,-105.18908,-105.0,0.01,0.0,1.0,44.88,-0.74,-2.41,-0.84,0.11,25.14,210406.0,104
1582376.0,1582911.0,1582911.0,-67274.0,-62758.0,-4516.0,-4516.03,-105.64706,-105.04782,-105.0,0.0,0.01,1.0,44.6,-0.33,-0.86,-0.22,0.59,25.28,211100.0,104
1583071.0,1583605.0,1583606.0,-67261.0,-62758.0,-4503.0,-4503.15,-105.34294,-105.28242,-105.0,0.01,0.01,1.0,44.65,-0.48,-0.92,-0.49,0.66,25.24,211795.0,104
1583765.0,1584299.0,1584300.0,-67259.0,-62758.0,-4501.0,-4501.27,-105.29615,-105.30611,-105.0,0.01,-0.0,1.0,44.77,-0.8,-2.47,-0.66,-0.11,25.19,212489.0,104
