tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue_WU_MovAvg,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_GOOGLE_HTTPREQ,B_SERIALPORT,B_SERIALTELNET,B_ANGLE_ADJUSTMENT,B_DEBUG_MODE,BF_GOOGLE_HTTPREQ,BF_SERIALPORT,BF_SERIALTELNET,BF_MPU,BF_WIFI,realWeight,timeNorm,timeMeasure,timeAlgo,timeSim
938314,938869,938870,-67878,-67795,42.7461,-83,-84.52465,-89.54612,-1.977365,-2.133606,0,0.205078,0.103271,1.016357,-11.45802,6.244275,-1.427481,-11.35089,5.801865,29.00059,2676.4,2.156806,2.358068,7.27947,0.997188,False,True,True,True,True,False,False,False,False,False,104,0,555,1,0.0
940540,941051,941052,-67902,-67795,42.7461,-107,-109.0738,-93.04752,-2.551668,-2.072438,0,0.209473,0.094482,1.01123,-11.42748,6.137404,-1.419847,-11.6537,5.337815,29.00059,2673.4,2.154388,2.355424,7.27131,0.99607,False,True,True,True,True,False,False,False,False,False,104,2226,511,1,2085.0852130325816
942694,943232,943232,-67897,-67795,42.7461,-102,-103.9749,-97.40501,-2.432383,-2.260056,0,0.208008,0.096924,1.004395,-11.50382,6.267176,-1.465649,-11.64778,5.511949,29.09471,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,4380,538,0,4170.170426065163
944889,945413,945414,-67874,-67795,42.7461,-79,-80.56528,-93.77771,-1.88474,-2.327522,0,0.212646,0.098145,1.014893,-11.41221,6.335878,-1.549618,-11.78033,5.523563,29.00059,2673.8,2.154711,2.355777,7.272398,0.996219,False,True,True,True,True,False,False,False,False,False,104,6575,524,1,6255.255639097744
947003,947499,947500,-67882,-67795,42.7461,-87,-88.70101,-92.46349,-2.075067,-2.154173,0,0.208984,0.101807,1.003662,-11.47328,6.114504,-1.450382,-11.70375,5.791983,29.04765,2673.5,2.154469,2.355513,7.271582,0.996107,False,True,True,True,True,False,False,False,False,False,104,8689,496,1,8340.340852130326
948853,949396,949397,-67878,-67795,42.7461,-83,-84.53535,-91.87168,-1.977615,-2.123203,0,0.205078,0.098877,1.013184,-11.43511,6.175572,-1.610687,-11.38991,5.573853,29.09471,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,10539,543,1,10425.426065162908
951006,951482,951483,-67890,-67795,42.7461,-95,-96.85653,-92.60455,-2.265857,-2.066205,0,0.210205,0.094971,1.010498,-11.41221,6.198473,-1.641221,-11.70099,5.369106,29.00059,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,12692,476,1,12510.511278195489
952846,953379,953380,-67919,-67795,42.7461,-124,-126.4369,-98.592,-2.957858,-2.144369,0,0.211426,0.095947,1.013428,-11.59542,6.167939,-1.374046,-11.73324,5.408401,28.90647,2674.2,2.155033,2.356129,7.273486,0.996368,False,True,True,True,True,False,False,False,False,False,104,14532,533,1,14595.59649122807
954759,955275,955276,-67866,-67795,42.7461,-71,-72.3126,-93.3404,-1.691677,-2.46285,0,0.205322,0.096924,1.014893,-11.42748,6.129771,-1.427481,-11.38663,5.455279,29.14177,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,16445,516,1,16680.681704260653
956675,957172,957173,-67885,-67795,42.7461,-90,-91.73767,-91.59222,-2.146106,-2.160936,0,0.208008,0.099121,1.005615,-11.54198,6.053435,-1.534351,-11.63176,5.629312,29.00059,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,18361,497,1,18765.766917293233
958691,959259,959259,-67867,-67795,42.7461,-72,-73.44574,-90.57515,-1.718186,-2.15513,0,0.213623,0.098145,1.012695,-11.50382,6.259542,-1.427481,-11.85763,5.535473,29.00059,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,20377,568,0,20850.852130325817
960835,961345,961346,-67884,-67795,42.7461,-89,-90.69492,-90.86,-2.121712,-1.984066,0,0.209229,0.095215,1.019043,-11.46565,6.40458,-1.465649,-11.55366,5.337953,29.04765,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,22521,510,1,22935.937343358397
962984,963526,963527,-67877,-67795,42.7461,-82,-83.53455,-90.71703,-1.954203,-2.037955,0,0.20459,0.095459,1.005127,-11.46565,5.923664,-1.358779,-11.45497,5.425214,28.90647,2675.5,2.15608,2.357275,7.277021,0.996852,False,True,True,True,True,False,False,False,False,False,104,24670,542,1,25021.022556390977
965702,966181,966182,-67910,-67795,42.7461,-115,-117.1656,-93.61832,-2.740965,-2.005166,0,0.20752,0.096191,1.016357,-11.46565,6.29771,-1.427481,-11.49002,5.406544,29.09471,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,27388,479,1,27106.10776942356
967949,968457,968458,-67876,-67795,42.7461,-81,-82.61343,-87.35783,-1.932654,-2.293231,0,0.210693,0.093994,1.003174,-11.34351,6.045802,-1.206107,-11.81095,5.352789,29.04765,2674.2,2.155033,2.356129,7.273486,0.996368,False,True,True,True,True,False,False,False,False,False,104,29635,508,1,29191.19298245614
970016,970543,970544,-67872,-67795,42.7461,-77,-78.43705,-88.23274,-1.834952,-2.152065,0,0.206299,0.09668,1.014893,-11.47328,6.412214,-1.343511,-11.43962,5.44162,29.04765,2673.9,2.154791,2.355865,7.27267,0.996256,False,True,True,True,True,False,False,False,False,False,104,31702,527,1,31276.278195488725
972193,972725,972726,-67875,-67795,42.7461,-80,-81.57388,-86.78078,-1.908335,-2.027915,0,0.212158,0.101563,1.015869,-11.51908,6.061069,-1.274809,-11.73942,5.709217,29.04765,2673.9,2.154791,2.355865,7.27267,0.996256,False,True,True,True,True,False,False,False,False,False,104,33879,532,1,33361.363408521305
974329,974811,974812,-67877,-67795,42.7461,-82,-83.61077,-88.23293,-1.955986,-1.9811,0,0.210449,0.092285,1.009277,-11.50382,6.229008,-1.183206,-11.73065,5.224407,28.95353,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,36015,482,1,35446.448621553885
976468,976992,976993,-67863,-67795,42.7461,-68,-69.34597,-85.18307,-1.622276,-1.971268,0,0.210449,0.094971,1.005127,-11.46565,6.282443,-1.496183,-11.77452,5.397628,29.09471,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,38154,524,1,37531.533834586466
978625,979174,979175,-67877,-67795,42.7461,-82,-83.65367,-85.20009,-1.95699,-1.834637,0,0.2146,0.100586,1.014893,-11.69466,6.21374,-1.473282,-11.88278,5.660084,29.09471,2674.7,2.155436,2.35657,7.274846,0.996554,False,True,True,True,True,False,False,False,False,False,104,40311,549,1,39616.61904761905
980515,981071,981072,-67881,-67795,42.7461,-86,-87.60229,-80.97677,-2.049363,-1.882538,0,0.206055,0.095703,1.014648,-11.64122,6.274809,-1.564886,-11.43009,5.388268,29.00059,2674.1,2.154953,2.356041,7.273214,0.996331,False,True,True,True,True,False,False,False,False,False,104,42201,556,1,41701.70426065163
982611,983157,983158,-67866,-67795,42.7461,-71,-72.32723,-79.50732,-1.692019,-1.94785,0,0.206299,0.087402,1.014893,-11.50382,6.290076,-1.51145,-11.44878,4.922145,29.04765,2673.8,2.154711,2.355777,7.272398,0.996219,False,True,True,True,True,False,False,False,False,False,104,44297,546,1,43786.78947368421
984762,985244,985245,-67871,-67795,42.7461,-76,-77.45393,-79.36687,-1.811953,-1.847693,0,0.209473,0.095947,1.017822,-11.45038,6.229008,-1.374046,-11.5794,5.385187,29.04765,2674.5,2.155275,2.356394,7.274302,0.99648,False,True,True,True,True,False,False,False,False,False,104,46448,482,1,45871.874686716794
986644,987140,987141,-67880,-67795,42.7461,-85,-86.61227,-80.08665,-2.026203,-1.833701,0,0.208496,0.097168,1.017334,-11.45802,6.19084,-1.48855,-11.53094,5.455892,29.14177,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,48330,496,1,47956.959899749374
988783,989322,989323,-67887,-67795,42.7461,-92,-93.71397,-81.52996,-2.192339,-1.909065,0,0.20459,0.093994,1.007568,-11.59542,6.068702,-1.480916,-11.42969,5.329577,29.09471,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,50469,539,1,50042.045112781954
990711,991219,991220,-67887,-67795,42.7461,-92,-93.74353,-85.01533,-2.193031,-2.019967,0,0.208984,0.09375,1.020508,-11.48092,6.099236,-1.40458,-11.52603,5.248791,29.04765,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,52397,508,1,52127.13032581454
992739,993305,993306,-67884,-67795,42.7461,-89,-90.70025,-86.02198,-2.121837,-2.087722,0,0.20874,0.099121,1.014648,-11.37405,6.007634,-1.480916,-11.57146,5.579513,29.00059,2675.1,2.155758,2.356922,7.275934,0.996703,False,True,True,True,True,False,False,False,False,False,104,54425,566,1,54212.21553884712
994939,995487,995487,-67884,-67795,42.7461,-89,-90.64094,-86.45607,-2.120449,-2.101078,0,0.207031,0.098633,1.024658,-11.61069,6.175572,-1.557252,-11.37157,5.498295,29.00059,2674.6,2.155355,2.356482,7.274574,0.996517,False,True,True,True,True,False,False,False,False,False,104,56625,548,0,56297.3007518797
997070,997573,997574,-67901,-67795,42.7461,-106,-108.1299,-91.57075,-2.529585,-2.108662,0,0.214111,0.093262,1.015137,-11.54962,6.015267,-1.70229,-11.86163,5.249079,29.00059,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,58756,503,1,58382.38596491228
999187,999755,999755,-67887,-67795,42.7461,-92,-93.86174,-93.91473,-2.195796,-2.273453,0,0.212646,0.094482,1.004395,-11.62595,6.167939,-1.564886,-11.90285,5.373932,29.00059,2673.8,2.154711,2.355777,7.272398,0.996219,False,True,True,True,True,False,False,False,False,False,104,60873,568,0,60467.47117794486
1001130,1001651,1001652,-67886,-67795,42.7461,-91,-92.84477,-94.80509,-2.172006,-2.243051,0,0.2146,0.095459,1.012695,-11.40458,6.305344,-1.458015,-11.9132,5.384908,29.00059,2673.8,2.154711,2.355777,7.272398,0.996219,False,True,True,True,True,False,False,False,False,False,104,62816,521,1,62552.55639097745
1003208,1003738,1003739,-67867,-67795,42.7461,-72,-73.41814,-91.90569,-1.71754,-2.215236,0,0.210938,0.094971,1.01001,-11.51908,6.328244,-1.320611,-11.7461,5.371686,29.04765,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,64894,530,1,64637.64160401003
1005410,1005919,1005920,-67871,-67795,42.7461,-76,-77.52258,-89.5884,-1.813559,-2.020388,0,0.212646,0.094727,1.009521,-11.57252,6.137404,-1.580153,-11.84437,5.360534,29.04765,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,67096,509,1,66722.72681704261
1007280,1007816,1007817,-67894,-67795,42.7461,-99,-100.9234,-91.04885,-2.360996,-1.939415,0,0.210205,0.095947,1.013428,-11.55725,6.198473,-1.40458,-11.66736,5.408401,29.09471,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,68966,536,1,68807.81203007519
1009436,1009997,1009998,-67867,-67795,42.7461,-72,-73.3492,-88.57861,-1.715927,-2.104464,0,0.206055,0.0979,1.011475,-11.62595,6.19084,-1.587786,-11.4624,5.528411,29.09471,2674.2,2.155033,2.356129,7.273486,0.996368,False,True,True,True,True,False,False,False,False,False,104,71122,561,1,70892.89724310777
1011487,1011989,1011990,-67885,-67795,42.7461,-90,-91.71839,-86.23411,-2.145655,-1.952352,0,0.208252,0.094971,1.012939,-11.63359,6.374046,-1.442748,-11.56827,5.35624,29.14177,2674.2,2.155033,2.356129,7.273486,0.996368,False,True,True,True,True,False,False,False,False,False,104,73173,502,1,72977.98245614035
1013666,1014171,1014171,-67878,-67795,42.7461,-83,-84.5656,-84.90608,-1.978323,-2.02803,0,0.206543,0.092773,1.010986,-11.36641,6.10687,-1.587786,-11.4995,5.243067,29.14177,2675.0,2.155678,2.356834,7.275661,0.996666,False,True,True,True,True,False,False,False,False,False,104,75352,505,0,75063.06766917293
1015909,1016447,1016448,-67881,-67795,42.7461,-86,-87.67644,-84.16775,-2.051098,-2.00857,0,0.21167,0.098633,1.018555,-11.43511,6.129771,-1.236641,-11.68659,5.531039,29.04765,2675.6,2.156161,2.357363,7.277294,0.99689,False,True,True,True,True,False,False,False,False,False,104,77595,538,1,77148.15288220551
1018580,1019103,1019103,-67899,-67795,42.7461,-104,-106.0583,-88.83063,-2.481122,-2.025219,0,0.211426,0.098877,1.009521,-11.38931,6.198473,-1.526718,-11.77381,5.593944,29.00059,2674.8,2.155516,2.356658,7.275117,0.996591,False,True,True,True,True,False,False,False,False,False,104,80266,523,0,79233.2380952381
1020461,1020999,1021000,-67886,-67795,42.7461,-91,-92.75819,-91.00714,-2.16998,-2.203705,0,0.20874,0.099609,1.008789,-11.35114,6.091603,-1.473282,-11.63569,5.63918,29.04765,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,82147,538,1,81318.32330827069
1022586,1023086,1023087,-67888,-67795,42.7461,-93,-94.77634,-90.12899,-2.217193,-2.190502,0,0.209717,0.093994,1.02002,-11.45802,6.030534,-1.51145,-11.57044,5.264888,29.09471,2673.8,2.154711,2.355777,7.272398,0.996219,False,True,True,True,True,False,False,False,False,False,104,84272,500,1,83403.40852130327
1024689,1025172,1025173,-67892,-67795,42.7461,-97,-98.91882,-93.7818,-2.314101,-2.200951,0,0.21167,0.095947,1.01123,-11.51145,6.129771,-1.587786,-11.771,5.420083,29.14177,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,86375,483,1,85488.49373433585
1026532,1027069,1027070,-67909,-67795,42.7461,-114,-116.3591,-97.3019,-2.722099,-2.24525,0,0.216797,0.093262,1.012695,-11.62595,6.221374,-1.541985,-12.03398,5.261662,29.04765,2674.1,2.154953,2.356041,7.273214,0.996331,False,True,True,True,True,False,False,False,False,False,104,88218,537,1,87573.57894736843
1028742,1029251,1029252,-67870,-67795,42.7461,-75,-76.43686,-96.14064,-1.78816,-2.431936,0,0.209473,0.098389,1.016846,-11.41221,5.946565,-1.503817,-11.58756,5.526648,29.04765,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,90428,509,1,89658.66416040101
1030632,1031148,1031148,-67901,-67795,42.7461,-106,-108.1129,-99.06013,-2.529187,-2.179898,0,0.210938,0.099854,1.003418,-11.64122,6.175572,-1.603053,-11.81506,5.682973,29.18882,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,92318,516,0,91743.74937343359
1032502,1033044,1033045,-67866,-67795,42.7461,-71,-72.34156,-94.24346,-1.692355,-2.316644,0,0.205322,0.097168,1.003662,-11.50382,6.29771,-1.305344,-11.50926,5.529754,29.18882,2673.6,2.15455,2.355601,7.271854,0.996144,False,True,True,True,True,False,False,False,False,False,104,94188,542,1,93828.83458646617
1034548,1035036,1035037,-67883,-67795,42.7461,-88,-89.69229,-93.80547,-2.098257,-2.072235,0,0.208984,0.096436,1.012695,-11.57252,6.419848,-1.572519,-11.60903,5.439668,29.18882,2673.8,2.154711,2.355777,7.272398,0.996219,False,True,True,True,True,False,False,False,False,False,104,96234,488,1,95913.91979949875
1036678,1037217,1037218,-67891,-67795,42.7461,-96,-97.90878,-94.25297,-2.290473,-2.082422,0,0.211426,0.091797,1.007813,-11.60305,6.068702,-1.366412,-11.80058,5.204428,29.14177,2682.6,2.161802,2.36353,7.296333,0.999498,False,True,True,True,True,False,False,False,False,False,104,98364,539,1,97999.00501253133
1038872,1039398,1039399,-67904,-67795,42.7461,-109,-111.109,-95.99442,-2.599278,-2.163874,0,0.208984,0.09668,1.009521,-11.54198,6.244275,-1.435115,-11.64395,5.470397,29.09471,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,100558,526,1,100084.09022556391
1041036,1041580,1041581,-67874,-67795,42.7461,-79,-80.49242,-90.87061,-1.883035,-2.334335,0,0.208496,0.098633,1.019287,-11.50382,5.969466,-1.526718,-11.50809,5.527089,29.28294,2674.5,2.155275,2.356394,7.274302,0.99648,False,True,True,True,True,False,False,False,False,False,104,102722,544,1,102169.1754385965
1043157,1043666,1043667,-67920,-67795,42.7461,-125,-127.4446,-98.15742,-2.981433,-2.157651,0,0.211182,0.102051,1.01416,-11.53435,6.068702,-1.587786,-11.70528,5.746084,29.14177,2674.9,2.155597,2.356746,7.27539,0.996629,False,True,True,True,True,False,False,False,False,False,104,104843,509,1,104254.26065162908
1045310,1045848,1045849,-67890,-67795,42.7461,-95,-96.72835,-96.53106,-2.262858,-2.480162,0,0.204834,0.088867,1.021484,-11.49618,6.175572,-1.381679,-11.2973,4.972093,29.14177,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,106996,538,1,106339.34586466166
1047225,1047745,1047746,-67904,-67795,42.7461,-109,-111.0805,-102.0652,-2.598612,-2.395087,0,0.208008,0.101807,1.01123,-11.60305,6.259542,-1.534351,-11.56658,5.748926,29.18882,2675.3,2.155919,2.357098,7.276477,0.996778,False,True,True,True,True,False,False,False,False,False,104,108911,520,1,108424.43107769424
1049264,1049831,1049832,-67890,-67795,42.7461,-95,-96.88265,-103.0924,-2.266468,-2.474767,0,0.213379,0.095703,1.018555,-11.38931,6.183206,-1.564886,-11.78143,5.367724,29.04765,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,110950,567,1,110509.51629072682
1051615,1052108,1052109,-67906,-67795,42.7461,-111,-113.1306,-105.267,-2.646571,-2.393218,0,0.20874,0.093994,1.012695,-11.43511,5.961832,-1.656489,-11.59836,5.30275,29.18882,2675.9,2.156403,2.357627,7.27811,0.997001,False,True,True,True,True,False,False,False,False,False,104,113301,493,1,112594.6015037594
1053457,1054005,1054006,-67906,-67795,42.7461,-111,-113.1284,-105.5554,-2.64652,-2.492406,0,0.208252,0.094971,1.010742,-11.55725,5.900764,-1.557252,-11.59253,5.367816,29.09471,2673.9,2.154791,2.355865,7.27267,0.996256,False,True,True,True,True,False,False,False,False,False,104,115143,548,1,114679.68671679198
1055482,1055997,1055997,-67876,-67795,42.7461,-81,-82.5186,-105.8449,-1.930436,-2.552741,0,0.207275,0.097168,1.017334,-11.57252,6.160306,-1.51145,-11.46522,5.455892,29.23588,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,117168,515,0,116764.77192982456
1057378,1057894,1057894,-67895,-67795,42.7461,-100,-101.9182,-102.1983,-2.384269,-2.309109,0,0.207764,0.101074,1.007568,-11.60305,6.236641,-1.435115,-11.59463,5.728449,29.14177,2675.0,2.155678,2.356834,7.275661,0.996666,False,True,True,True,True,False,False,False,False,False,104,119064,516,0,118849.85714285714
1059440,1059980,1059981,-67898,-67795,42.7461,-103,-104.8879,-103.3639,-2.453742,-2.338534,0,0.203857,0.092041,1.012451,-11.50382,6.129771,-1.396947,-11.33874,5.194417,29.18882,2675.0,2.155678,2.356834,7.275661,0.996666,False,True,True,True,True,False,False,False,False,False,104,121126,540,1,120934.94235588973
1061571,1062067,1062067,-67884,-67795,42.7461,-89,-90.58926,-100.4366,-2.11924,-2.383638,0,0.200439,0.093018,1.008545,-11.55725,5.946565,-1.48855,-11.19424,5.269441,29.18882,2674.1,2.154953,2.356041,7.273214,0.996331,False,True,True,True,True,False,False,False,False,False,104,123257,496,0,123020.02756892232
1064613,1065101,1065102,-67860,-67795,42.7461,-65,-66.29974,-96.06761,-1.551013,-2.280126,0,0.213135,0.096191,1.012695,-11.38168,6.198473,-1.480916,-11.8334,5.425979,29.23588,2673.9,2.154791,2.355865,7.27267,0.996256,False,True,True,True,True,False,False,False,False,False,104,126299,488,1,125105.1127819549
1066812,1067377,1067378,-67881,-67795,42.7461,-86,-87.64572,-92.42692,-2.050379,-1.994678,0,0.207275,0.099121,1.006592,-11.48092,6.221374,-1.351145,-11.58108,5.623885,29.18882,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,128498,565,1,127190.19799498748
1069007,1069559,1069560,-67911,-67795,42.7461,-116,-118.2865,-93.1638,-2.767189,-2.016485,0,0.210938,0.095947,1.009521,-11.74046,6.022901,-1.251908,-11.75054,5.429203,29.23588,2675.6,2.156161,2.357363,7.277294,0.99689,False,True,True,True,True,False,False,False,False,False,104,130693,552,1,129275.28320802006
1071081,1071645,1071646,-67861,-67795,42.7461,-66,-67.2174,-90.97791,-1.57248,-2.310386,0,0.205811,0.09375,1.018799,-11.41221,6.175572,-1.534351,-11.37397,5.257546,29.28294,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,132767,564,1,131360.36842105264
1073250,1073732,1073733,-67899,-67795,42.7461,-104,-106.0027,-91.56141,-2.479823,-2.021496,0,0.209229,0.09375,1.013428,-11.50382,6.061069,-1.427481,-11.61691,5.285254,29.28294,2673.6,2.15455,2.355601,7.271854,0.996144,False,True,True,True,True,False,False,False,False,False,104,134936,482,1,133445.45363408522
1075436,1075914,1075915,-67898,-67795,42.7461,-103,-105.0417,-91.58338,-2.457341,-2.200931,0,0.212158,0.093994,1.012695,-11.38931,6.229008,-1.519084,-11.78301,5.30275,29.28294,2674.6,2.155355,2.356482,7.274574,0.996517,False,True,True,True,True,False,False,False,False,False,104,137122,478,1,135530.5388471178
1077370,1077905,1077906,-67873,-67795,42.7461,-78,-79.45459,-89.99272,-1.858756,-2.301315,0,0.206055,0.098389,1.013916,-11.61832,6.221374,-1.374046,-11.43527,5.542518,29.28294,2674.1,2.154953,2.356041,7.273214,0.996331,False,True,True,True,True,False,False,False,False,False,104,139056,535,1,137615.62406015038
1079417,1079896,1079897,-67901,-67795,42.7461,-106,-108.029,-95.95405,-2.527225,-2.128053,0,0.207275,0.100098,1.006348,-11.54962,6.312977,-1.358779,-11.58271,5.680301,29.18882,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,141103,479,1,139700.70927318296
1081274,1081793,1081794,-67872,-67795,42.7461,-77,-78.38745,-94.63143,-1.833792,-2.284329,0,0.200928,0.101074,1.005615,-11.57252,6.0,-1.679389,-11.24401,5.739501,29.18882,2676.7,2.157048,2.358332,7.280285,0.997299,False,True,True,True,True,False,False,False,False,False,104,142960,519,1,141785.79448621554
1083392,1083880,1083881,-67898,-67795,42.7461,-103,-105.0395,-92.739,-2.457288,-2.107944,0,0.211182,0.094238,1.008545,-11.46565,6.290076,-1.328244,-11.77655,5.338196,29.28294,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,145078,488,1,143870.87969924812
1085237,1085777,1085778,-67889,-67795,42.7461,-94,-95.84701,-96.82893,-2.24224,-2.244712,0,0.209473,0.102539,1.003418,-11.45038,6.053435,-1.29771,-11.73225,5.834775,29.33,2676.1,2.156564,2.357804,7.278654,0.997076,False,True,True,True,True,False,False,False,False,False,104,146923,540,1,145955.9649122807
1087130,1087674,1087675,-67891,-67795,42.7461,-96,-97.94427,-95.67773,-2.291303,-2.243744,0,0.213623,0.0979,1.008301,-11.51145,6.015267,-1.541985,-11.90764,5.545705,29.28294,2674.7,2.155436,2.35657,7.274846,0.996554,False,True,True,True,True,False,False,False,False,False,104,148816,544,1,148041.05012531328
1089849,1090329,1090330,-67894,-67795,42.7461,-99,-100.8923,-95.08495,-2.360268,-2.262363,0,0.208496,0.099121,1.013184,-11.36641,6.114504,-1.59542,-11.5744,5.587528,29.37706,2675.0,2.155678,2.356834,7.275661,0.996666,False,True,True,True,True,False,False,False,False,False,104,151535,480,1,150126.13533834586
1091734,1092226,1092227,-67915,-67795,42.7461,-120,-122.2861,-101.2037,-2.860755,-2.300693,0,0.208008,0.096924,1.012695,-11.64886,6.206107,-1.625954,-11.55573,5.467044,29.28294,2675.0,2.155678,2.356834,7.275661,0.996666,False,True,True,True,True,False,False,False,False,False,104,153420,492,1,152211.22055137844
1093841,1094407,1094408,-67861,-67795,42.7461,-66,-67.24432,-95.37734,-1.57311,-2.519957,0,0.207275,0.100098,1.01416,-11.48092,6.030534,-1.557252,-11.49671,5.636827,29.33,2673.9,2.154791,2.355865,7.27267,0.996256,False,True,True,True,True,False,False,False,False,False,104,155527,566,1,154296.30576441102
1095989,1096494,1096495,-67865,-67795,42.7461,-70,-71.33167,-94.36938,-1.668729,-2.149266,0,0.20752,0.097412,1.010986,-11.37405,6.091603,-1.51145,-11.5476,5.503648,29.28294,2673.9,2.154791,2.355865,7.27267,0.996256,False,True,True,True,True,False,False,False,False,False,104,157675,505,1,156381.39097744363
1098150,1098675,1098676,-67891,-67795,42.7461,-96,-97.75195,-93.3283,-2.286804,-1.961136,0,0.202881,0.100098,1.009033,-11.43511,6.229008,-1.251908,-11.31445,5.665281,29.33,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,159836,525,1,158466.4761904762
1100293,1100856,1100857,-67880,-67795,42.7461,-85,-86.64032,-92.01306,-2.026859,-2.088635,0,0.209229,0.089844,1.012695,-11.49618,6.267176,-1.259542,-11.62893,5.06985,29.33,2675.5,2.15608,2.357275,7.277021,0.996852,False,True,True,True,True,False,False,False,False,False,104,161979,563,1,160551.5614035088
1102459,1102943,1102944,-67895,-67795,42.7461,-100,-101.8521,-92.57131,-2.382722,-2.06445,0,0.205811,0.099854,1.016113,-11.45038,6.053435,-1.496183,-11.3967,5.612427,29.33,2674.2,2.155033,2.356129,7.273486,0.996368,False,True,True,True,True,False,False,False,False,False,104,164145,484,1,162636.64661654137
1104582,1105124,1105125,-67868,-67795,42.7461,-73,-74.42139,-88.78976,-1.74101,-2.189053,0,0.210938,0.095703,1.015869,-11.49618,6.229008,-1.450382,-11.68003,5.381831,29.33,2675.8,2.156322,2.357539,7.277837,0.996964,False,True,True,True,True,False,False,False,False,False,104,166268,542,1,164721.73182957395
1106477,1107021,1107022,-67881,-67795,42.7461,-86,-87.69947,-83.84881,-2.051637,-2.013644,0,0.212402,0.102539,1.014648,-11.61832,6.030534,-1.427481,-11.76506,5.770632,29.28294,2674.7,2.155436,2.35657,7.274846,0.996554,False,True,True,True,True,False,False,False,False,False,104,168163,544,1,166806.81704260653
1108591,1109107,1109108,-67893,-67795,42.7461,-98,-99.76592,-88.49475,-2.333919,-2.028518,0,0.203125,0.094482,1.017334,-11.58015,6.251908,-1.618321,-11.24425,5.305974,29.37706,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,170277,516,1,168891.9022556391
1110728,1111289,1111290,-67882,-67795,42.7461,-87,-88.71231,-90.9777,-2.075331,-2.148083,0,0.210938,0.096436,1.010254,-11.63359,6.068702,-1.59542,-11.74181,5.452734,29.37706,2673.6,2.15455,2.355601,7.271854,0.996144,False,True,True,True,True,False,False,False,False,False,104,172414,561,1,170976.9874686717
