tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue_WU_MovAvg,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_GOOGLE_HTTPREQ,B_SERIALPORT,B_SERIALTELNET,B_ANGLE_ADJUSTMENT,B_DEBUG_MODE,BF_GOOGLE_HTTPREQ,BF_SERIALPORT,BF_SERIALTELNET,BF_MPU,BF_WIFI,realWeight,timeNorm,timeMeasure,timeAlgo,timeSim
1692276,1692841,1692841,-67861,-67795,42.7461,-66,-67.27001,-79.06722,-1.573711,-1.909213,0,0.208984,0.098145,1.012207,-11.65649,6.145038,-1.435115,-11.61261,5.538127,30.97706,2674.7,2.155436,2.35657,7.274846,0.996554,False,True,True,True,True,False,False,False,False,False,104,753962,565,0,750630.6766917293
1694210,1694738,1694739,-67853,-67795,42.7461,-58,-59.11581,-73.83553,-1.382952,-1.777864,0,0.20874,0.097168,1.01123,-11.68702,6.167939,-1.564886,-11.61125,5.488622,30.97706,2674.6,2.155355,2.356482,7.274574,0.996517,False,True,True,True,True,False,False,False,False,False,104,755896,528,1,752715.7619047619
1696269,1696826,1696827,-67877,-67795,42.7461,-82,-83.62302,-73.97832,-1.956272,-1.623256,0,0.209961,0.098633,1.002441,-11.45038,6.229008,-1.427481,-11.77429,5.61938,31.02412,2676.6,2.156967,2.358244,7.280014,0.997262,False,True,True,True,True,False,False,False,False,False,104,757955,557,1,754800.8471177946
1698423,1698914,1698915,-67883,-67795,42.7461,-88,-89.59692,-77.31207,-2.096026,-1.753632,0,0.201904,0.096924,1.007324,-11.70229,6.10687,-1.442748,-11.28317,5.496016,30.97706,2674.7,2.155436,2.35657,7.274846,0.996554,False,True,True,True,True,False,False,False,False,False,104,760109,491,1,756885.9323308271
1700549,1701096,1701097,-67858,-67795,42.7461,-63,-64.27534,-77.17479,-1.503654,-1.887679,0,0.2146,0.092773,1.013672,-11.61069,6.038168,-1.374046,-11.90497,5.229253,30.93,2674.5,2.155275,2.356394,7.274302,0.99648,False,True,True,True,True,False,False,False,False,False,104,762235,547,1,758971.0175438597
1702503,1702994,1702995,-67897,-67795,42.7461,-102,-104.6778,-79.16859,-2.448828,-1.737333,0,0.244873,0.115967,1.011963,-12.60305,6.862596,-0.984733,-13.51764,6.537329,31.07118,2674.5,2.155275,2.356394,7.274302,0.99648,False,True,True,True,True,False,False,False,False,False,104,764189,491,1,761056.1027568923
1704377,1704892,1704892,-67878,-67795,42.7461,-83,-84.69056,-79.03573,-1.981246,-2.015883,0,0.214355,0.096191,1.009033,-11.48092,6.068702,-1.358779,-11.94082,5.445553,31.11823,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,766063,515,0,763141.1879699249
1706390,1706884,1706885,-67871,-67795,42.7461,-76,-77.43922,-80.48847,-1.811609,-2.002323,0,0.207031,0.099365,1.010742,-11.65649,6.312977,-1.343511,-11.52175,5.614646,31.02412,2675.4,2.156,2.357187,7.27675,0.996815,False,True,True,True,True,False,False,False,False,False,104,768076,494,1,765226.2731829574
1708262,1708782,1708783,-67847,-67795,42.7461,-52,-52.9895,-79.61328,-1.239633,-1.927658,0,0.206299,0.094482,1.005127,-11.58015,6.290076,-1.374046,-11.54912,5.370039,31.02412,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,769948,520,1,767311.35839599
1710190,1710679,1710680,-67888,-67795,42.7461,-93,-94.73545,-81.20077,-2.216236,-1.658297,0,0.204834,0.100342,1.007324,-11.51908,6.320611,-1.679389,-11.43894,5.688581,31.02412,2674.7,2.155436,2.35657,7.274846,0.996554,False,True,True,True,True,False,False,False,False,False,104,771876,489,1,769396.4436090227
1712261,1712767,1712768,-67855,-67795,42.7461,-60,-61.14028,-77.13554,-1.430312,-1.87673,0,0.208008,0.094727,1.01416,-11.57252,6.183206,-1.343511,-11.54191,5.336157,30.97706,2674.6,2.155355,2.356482,7.274574,0.996517,False,True,True,True,True,False,False,False,False,False,104,773947,506,1,771481.5288220552
1714379,1714854,1714855,-67868,-67795,42.7461,-73,-74.38646,-78.57998,-1.740193,-1.701957,0,0.206787,0.104004,1.007568,-11.38931,6.351145,-1.351145,-11.53831,5.893338,31.02412,2674.5,2.155275,2.356394,7.274302,0.99648,False,True,True,True,True,False,False,False,False,False,104,776065,475,1,773566.6140350878
1716200,1716752,1716753,-67889,-67795,42.7461,-94,-95.84416,-77.31803,-2.242173,-1.716927,0,0.211426,0.094971,1.014404,-11.61832,6.152672,-1.328244,-11.72338,5.348551,31.02412,2674.5,2.155275,2.356394,7.274302,0.99648,False,True,True,True,True,False,False,False,False,False,104,777886,552,1,775651.6992481203
1718103,1718650,1718651,-67875,-67795,42.7461,-80,-81.48898,-76.86066,-1.906349,-1.922561,0,0.20459,0.093994,1.008057,-11.48855,5.923664,-1.320611,-11.42435,5.327011,31.11823,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,779789,547,1,777736.784461153
1720314,1720832,1720833,-67859,-67795,42.7461,-64,-65.22337,-75.11555,-1.525832,-1.916214,0,0.207031,0.097656,1.006104,-11.60305,6.038168,-1.427481,-11.5748,5.543967,31.02412,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,782000,518,1,779821.8696741855
1722172,1722730,1722731,-67866,-67795,42.7461,-71,-72.38752,-77.8867,-1.69343,-1.763379,0,0.208496,0.100098,1.001709,-11.62595,5.938931,-1.51145,-11.70101,5.706432,30.97706,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,783858,558,1,781906.9548872181
1724056,1724533,1724534,-67858,-67795,42.7461,-63,-64.26501,-73.53377,-1.503412,-1.735994,0,0.214844,0.090088,1.019287,-11.54962,6.358778,-1.29771,-11.85756,5.05085,30.97706,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,785742,477,1,783992.0401002506
1726073,1726620,1726621,-67878,-67795,42.7461,-83,-84.6767,-76.89612,-1.980922,-1.644938,0,0.213867,0.095703,1.010986,-11.54198,6.229008,-1.175573,-11.89276,5.407671,30.97706,2677.8,2.157934,2.359301,7.283278,0.997709,False,True,True,True,True,False,False,False,False,False,104,787759,547,1,786077.1253132833
1728221,1728708,1728709,-67879,-67795,42.7461,-84,-85.59012,-78.49664,-2.002291,-1.776476,0,0.207275,0.093506,1.012695,-11.45038,6.091603,-1.183206,-11.51965,5.275359,30.97706,2673.6,2.15455,2.355601,7.271854,0.996144,False,True,True,True,True,False,False,False,False,False,104,789907,487,1,788162.2105263158
1730047,1730606,1730606,-67881,-67795,42.7461,-86,-87.64582,-77.32544,-2.050382,-1.864883,0,0.209473,0.091309,1.018066,-11.55725,6.137404,-1.366412,-11.5814,5.125034,31.07118,2674.7,2.155436,2.35657,7.274846,0.996554,False,True,True,True,True,False,False,False,False,False,104,791733,559,0,790247.2957393484
1732169,1732693,1732694,-67873,-67795,42.7461,-78,-79.53588,-77.04642,-1.860658,-1.937505,0,0.210449,0.099854,1.007324,-11.47328,6.221374,-1.412214,-11.74447,5.661079,31.07118,2673.9,2.154791,2.355865,7.27267,0.996256,False,True,True,True,True,False,False,False,False,False,104,793855,524,1,792332.380952381
1734062,1734591,1734592,-67877,-67795,42.7461,-82,-83.6086,-79.67287,-1.955935,-1.90742,0,0.210205,0.092285,1.008789,-11.59542,6.183206,-1.358779,-11.72289,5.226922,31.11823,2674.2,2.155033,2.356129,7.273486,0.996368,False,True,True,True,True,False,False,False,False,False,104,795748,529,1,794417.4661654136
1735914,1736394,1736395,-67872,-67795,42.7461,-77,-78.47089,-80.54193,-1.835744,-1.926414,0,0.209473,0.10376,1.017822,-11.49618,6.183206,-1.442748,-11.571,5.820777,31.07118,2675.5,2.15608,2.357275,7.277021,0.996852,False,True,True,True,True,False,False,False,False,False,104,797600,480,1,796502.5513784462
1738029,1738577,1738578,-67847,-67795,42.7461,-52,-53.03706,-78.93793,-1.240746,-1.890916,0,0.211426,0.093506,1.006104,-11.51145,6.0,-1.587786,-11.81812,5.309725,31.11823,2673.9,2.154791,2.355865,7.27267,0.996256,False,True,True,True,True,False,False,False,False,False,104,799715,548,1,798587.6365914787
1740362,1740854,1740855,-67871,-67795,42.7461,-76,-77.43168,-77.90294,-1.811433,-1.636375,0,0.206543,0.099854,1.010986,-11.48855,6.282443,-1.374046,-11.4921,5.640706,30.97706,2674.3,2.155113,2.356217,7.273757,0.996405,False,True,True,True,True,False,False,False,False,False,104,802048,492,1,800672.7218045113
1742276,1742752,1742753,-67843,-67795,42.7461,-48,-48.89661,-72.661,-1.143885,-1.70491,0,0.205566,0.099854,1.010498,-11.67939,6.015267,-1.305344,-11.44453,5.643414,31.16529,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,803962,476,1,802757.8070175439
1744119,1744650,1744651,-67876,-67795,42.7461,-81,-82.63628,-71.94536,-1.933189,-1.485268,0,0.213135,0.094971,1.007568,-11.41985,5.992366,-1.442748,-11.89269,5.384626,31.07118,2674.0,2.154872,2.355953,7.272942,0.996293,False,True,True,True,True,False,False,False,False,False,104,805805,531,1,804842.8922305765
1746024,1746547,1746548,-67854,-67795,42.7461,-59,-60.14239,-69.17486,-1.406968,-1.660629,0,0.209473,0.094727,1.011719,-11.58015,6.061069,-1.480916,-11.64803,5.34896,31.07118,2673.8,2.154711,2.355777,7.272398,0.996219,False,True,True,True,True,False,False,False,False,False,104,807710,523,1,806927.977443609
1748186,1748730,1748730,-67875,-67795,42.7461,-80,-81.62524,-68.89153,-1.909537,-1.561321,0,0.213379,0.094727,1.005859,-11.61832,6.183206,-1.366412,-11.92566,5.379936,31.11823,2674.1,2.154953,2.356041,7.273214,0.996331,False,True,True,True,True,False,False,False,False,False,104,809872,544,0,809013.0626566417
1750095,1750627,1750628,-67857,-67795,42.7461,-62,-63.21549,-66.71218,-1.47886,-1.697647,0,0.210449,0.0979,1.009766,-11.59542,6.08397,-1.465649,-11.71927,5.53771,31.16529,2675.5,2.15608,2.357275,7.277021,0.996852,False,True,True,True,True,False,False,False,False,False,104,811781,532,1,811098.1478696743
1752156,1752715,1752716,-67858,-67795,42.7461,-63,-64.18546,-68.30481,-1.501551,-1.611992,0,0.207764,0.094971,1.018066,-11.45038,6.320611,-1.427481,-11.48579,5.329422,31.07118,2673.6,2.15455,2.355601,7.271854,0.996144,False,True,True,True,True,False,False,False,False,False,104,813842,559,1,813183.2330827068
1754637,1755182,1755183,-67868,-67795,42.7461,-73,-74.43388,-67.87655,-1.741302,-1.568754,0,0.208008,0.099365,0.996826,-12.71756,7.335878,-0.244275,-11.73024,5.692517,31.02412,2676.5,2.156886,2.358156,7.279741,0.997225,False,True,True,True,True,False,False,False,False,False,104,816323,545,1,815268.3182957394
1756523,1757080,1757081,-67887,-67795,42.7461,-92,-93.64382,-74.269,-2.190699,-1.636307,0,0.200928,0.102783,1.009766,-11.9771,6.740458,-0.984733,-11.19756,5.812058,31.16529,2673.5,2.154469,2.355513,7.271582,0.996107,False,True,True,True,True,False,False,False,False,False,104,818209,557,1,817353.403508772
1758468,1758978,1758979,-67854,-67795,42.7461,-59,-60.19241,-71.06274,-1.408138,-1.853351,0,0.213379,0.106689,1.007324,-11.65649,6.183206,-1.442748,-11.89537,6.045856,31.21235,2674.1,2.154953,2.356041,7.273214,0.996331,False,True,True,True,True,False,False,False,False,False,104,820154,510,1,819438.4887218046
1760490,1760971,1760972,-67893,-67795,42.7461,-98,-99.87223,-76.73843,-2.336406,-1.67905,0,0.206299,0.091064,1.003418,-11.63359,6.335878,-1.458015,-11.57161,5.185618,31.11823,2673.2,2.154227,2.355248,7.270766,0.995995,False,True,True,True,True,False,False,False,False,False,104,822176,481,1,821523.5739348371
1762346,1762869,1762870,-67872,-67795,42.7461,-77,-78.45331,-76.28529,-1.835333,-1.936405,0,0.206787,0.094482,1.011719,-11.57252,6.030534,-1.580153,-11.50295,5.335253,31.02412,2673.7,2.15463,2.355689,7.272126,0.996182,False,True,True,True,True,False,False,False,False,False,104,824032,523,1,823608.6591478697
1764239,1764767,1764768,-67862,-67795,42.7461,-67,-68.21077,-76.99891,-1.595719,-1.896835,0,0.202393,0.099121,1.011719,-11.50382,6.320611,-1.335878,-11.26004,5.595567,31.11823,2674.4,2.155194,2.356305,7.27403,0.996442,False,True,True,True,True,False,False,False,False,False,104,825925,528,1,825693.7443609023
1766345,1766855,1766856,-67884,-67795,42.7461,-89,-90.70947,-80.78805,-2.122052,-1.778948,0,0.207275,0.097168,1.004883,-11.61069,6.351145,-1.122137,-11.60218,5.523078,31.07118,2674.6,2.155355,2.356482,7.274574,0.996517,False,True,True,True,True,False,False,False,False,False,104,828031,510,1,827778.8295739349
1768201,1768753,1768754,-67882,-67795,42.7461,-87,-88.74894,-82.83306,-2.076188,-1.913273,0,0.2146,0.097412,1.016846,-11.60305,6.167939,-1.419847,-11.86429,5.472127,31.16529,2675.1,2.155758,2.356922,7.275934,0.996703,False,True,True,True,True,False,False,False,False,False,104,829887,552,1,829863.9147869674
1770263,1770746,1770747,-67888,-67795,42.7461,-93,-94.67631,-82.98055,-2.214853,-1.977055,0,0.203857,0.093262,1.020996,-11.51908,6.114504,-1.633588,-11.24584,5.219122,31.11823,2676.4,2.156806,2.358068,7.27947,0.997188,False,True,True,True,True,False,False,False,False,False,104,831949,483,1,831949.0
