tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
10463,10763,10763,-177818.0,-183384,5566.0,5566.0,5566.0,10763,11063,11063,-56414.5,-67944,11529.5,11529.5,11529.5,11063,11363,11363,-216596.0,-222511,5915.0,5915.0,5915.0,0,0,460.21,460.0,0,0,0,0,0,0,0,0,0,True,0.0,0.0,0.0,0.0,0,True,True,False
11481,11781,11781,-177791.3,-183384,5592.75,5592.75,5592.75,11781,12081,12081,-56439.5,-67944,11504.5,11504.5,11504.5,12081,12381,12381,-216629.8,-222511,5881.25,5906.563,5915.0,0,0,460.245,460.0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
12497,12797,12797,-177911.8,-183384,5472.25,5562.625,5592.75,12797,13097,13097,-56442.0,-67944,11502.0,11503.88,11504.5,13097,13397,13397,-216641.0,-222511,5870.0,5895.313,5912.903,0,0,460.203,460.0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
13513,13813,13813,-177914.0,-183384,5470.0,5531.938,5585.263,13813,14113,14113,-56463.25,-67944,11480.75,11497.94,11504.34,14113,14413,14413,-216640.8,-222511,5870.25,5884.125,5908.532,0,0,459.9628,460.0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
14529,14829,14829,-177922.5,-183384,5461.5,5499.125,5572.011,14829,15129,15129,-56452.25,-67944,11491.75,11494.75,11502.75,15129,15429,15429,-216640.8,-222511,5870.25,5872.938,5902.466,0,0,459.5446,459.5,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
15547,15847,15847,-177892.0,-183384,5492.0,5473.938,5553.897,15847,16147,16147,-56451.25,-67944,11492.75,11491.81,11500.76,16147,16447,16447,-216615.5,-222511,5895.5,5876.5,5895.128,0,0,458.9958,459.0,0,0,0,0,0,0,0,0,0,False,4.4,0.003546,0.003877,0.011967,0,True,True,False
16567,16867,16867,-177921.5,-183384,5462.5,5471.5,5534.025,16867,17167,17167,-56463.0,-67944,11481.0,11486.56,11498.54,17167,17467,17467,-216636.0,-222511,5875.0,5877.75,5890.499,0,0,458.4613,458.5,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
17583,17883,17883,-177903.0,-183384,5481.0,5474.25,5518.486,17883,18183,18183,-56476.0,-67944,11468.0,11483.38,11495.56,18183,18483,18483,-216629.0,-222511,5882.0,5880.688,5887.331,0,0,458.0276,458.0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
18599,18899,18899,-177919.8,-183384,5464.25,5474.938,5507.493,18899,19199,19199,-56460.75,-67944,11483.25,11481.25,11492.53,19199,19499,19499,-216590.0,-222511,5921.0,5893.375,5885.68,0,0,457.7141,458.0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
19618,19918,19918,-177808.0,-183384,5576.0,5495.938,5499.402,19918,20218,20218,-56455.0,-67944,11489.0,11480.31,11489.73,20218,20518,20518,-216551.8,-222511,5959.25,5909.313,5887.592,0,0,457.5345,457.5,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
20635,20935,20935,-177848.0,-183384,5536.0,5514.313,5498.541,20935,21235,21235,-56411.75,-67944,11532.25,11493.13,11487.39,21235,21535,21535,-216622.5,-222511,5888.5,5912.688,5892.99,0,0,457.5784,457.5,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
21652,21952,21952,-177756.8,-183384,5627.25,5550.875,5502.46,21952,22252,22252,-56440.0,-67944,11504.0,11502.13,11488.82,22252,22552,22552,-216652.0,-222511,5859.0,5906.938,5897.886,0,0,457.7832,458.0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
22670,22970,22970,-177891.8,-183384,5492.25,5557.875,5514.493,22970,23270,23270,-56441.5,-67944,11502.5,11506.94,11492.12,23270,23570,23570,-216636.3,-222511,5874.75,5895.375,5900.135,0,0,458.135,458.0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
23687,23987,23987,-177722.3,-183384,5661.75,5579.313,5525.274,23987,24287,24287,-56404.5,-67944,11539.5,11519.56,11495.8,24287,24587,24587,-216630.0,-222511,5881.0,5875.813,5898.952,0,0,458.4006,458.5,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
24704,25004,25004,-177716.0,-183384,5668.0,5612.313,5538.704,25004,25304,25304,-56396.25,-67944,11547.75,11523.44,11501.71,25304,25604,25604,-216604.8,-222511,5906.25,5880.25,5893.202,0,0,458.6723,458.5,0,0,0,0,0,0,0,0,0,False,0.0,0.0,0.0,0.0,0,True,True,False
