tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
12551,12851,12851,-156511.3,-183254,26742.75,26776.31,26787.5,12851,13151,13151,-23528.25,-67876,44347.75,44355.06,44357.5,13151,13451,13451,-202391.0,-222486,20095.0,20089.19,20087.25,0,0,1824.645,1824.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
13568,13868,13868,-156511.8,-183254,26742.25,26765.0,26784.72,13868,14168,14168,-23521.0,-67876,44355.0,44354.44,44356.89,14168,14468,14468,-202407.0,-222486,20079.0,20087.13,20087.73,0,0,1824.587,1824.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
14584,14884,14884,-156474.3,-183254,26779.75,26763.06,26779.82,14884,15184,15184,-23539.0,-67876,44337.0,44349.31,44356.29,15184,15484,15484,-202403.0,-222486,20083.0,20086.06,20087.58,0,0,1824.474,1824.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
15603,15903,15903,-156476.0,-183254,26778.0,26760.69,26775.66,15903,16203,16203,-23536.0,-67876,44340.0,44344.94,44354.55,16203,16503,16503,-202408.0,-222486,20078.0,20083.75,20087.21,0,0,1824.348,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
16619,16919,16921,-156498.5,-183254,26755.5,26763.88,26771.94,16921,17221,17221,-23539.25,-67876,44336.75,44342.19,44352.16,17221,17521,17521,-202395.3,-222486,20090.75,20082.69,20086.35,0,0,1824.209,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
17637,17937,17937,-156473.8,-183254,26780.25,26773.38,26769.93,17937,18237,18237,-23549.0,-67876,44327.0,44335.19,44349.69,18237,18537,18537,-202375.8,-222486,20110.25,20090.5,20085.44,0,0,1824.101,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
18655,18955,18955,-156483.3,-183254,26770.75,26771.13,26770.79,18955,19255,19255,-23546.0,-67876,44330.0,44333.44,44346.09,19255,19555,19555,-202422.0,-222486,20064.0,20085.75,20086.7,0,0,1824.071,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
19672,19972,19972,-156481.5,-183254,26772.5,26769.75,26770.87,19972,20272,20272,-23506.0,-67876,44370.0,44340.94,44342.94,20272,20572,20572,-202396.5,-222486,20089.5,20088.63,20086.46,0,0,1824.005,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
20688,20988,20988,-156465.8,-183254,26788.25,26777.94,26770.59,20988,21288,21288,-23544.75,-67876,44331.25,44339.56,44342.45,21288,21588,21588,-202379.5,-222486,20106.5,20092.56,20087.0,0,0,1824.001,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
21707,22007,22007,-156494.3,-183254,26759.75,26772.81,26772.42,22007,22307,22307,-23532.0,-67876,44344.0,44343.81,44341.73,22307,22607,22607,-202418.3,-222486,20067.75,20081.94,20088.38,0,0,1824.051,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
22724,23024,23024,-156467.3,-183254,26786.75,26776.81,26772.52,23024,23324,23324,-23544.0,-67876,44332.0,44344.31,44342.25,23324,23624,23624,-202411.0,-222486,20075.0,20084.69,20086.78,0,0,1824.031,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
23744,24044,24044,-156499.8,-183254,26754.25,26772.25,26773.59,24044,24344,24345,-23557.25,-67876,44318.75,44331.5,44342.77,24345,24645,24645,-202398.5,-222486,20087.5,20084.19,20086.26,0,0,1824.052,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
24762,25062,25062,-156480.3,-183254,26773.75,26768.63,26773.25,25062,25362,25362,-23527.5,-67876,44348.5,44335.81,44339.96,25362,25662,25662,-202410.3,-222486,20075.75,20076.5,20085.75,0,0,1823.979,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
25779,26079,26079,-156472.3,-183254,26781.75,26774.13,26772.1,26079,26379,26379,-23565.5,-67876,44310.5,44327.44,44338.93,26379,26679,26679,-202419.0,-222486,20067.0,20076.31,20083.45,0,0,1823.89,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
26797,27097,27097,-156506.5,-183254,26747.5,26764.31,26772.61,27097,27397,27397,-23543.5,-67876,44332.5,44327.56,44336.08,27397,27697,27697,-202394.8,-222486,20091.25,20080.38,20081.68,0,0,1823.807,1824.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
