tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValue_WU_AngleAdj,realValueFiltered,realValue,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
35949,36249,36249,-86448.5,-183358,96909.5,96901.69,96880.91,36249,36549,36549,93875.0,-68079,161954.0,161849.7,161797.7,36549,36849,36849,-162170.8,-222375,60204.25,60238.56,60182.08,0,0,6377.214,6377.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
36967,37267,37267,-86533.0,-183358,96825.0,96888.75,96886.08,37267,37567,37567,93719.0,-68079,161798.0,161850.8,161810.6,37567,37867,37867,-162185.8,-222375,60189.25,60245.19,60196.12,0,0,6377.856,6378.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
37984,38284,38284,-86569.0,-183358,96789.0,96866.81,96886.74,38284,38584,38584,93760.0,-68079,161839.0,161862.1,161820.6,38584,38884,38884,-162201.3,-222375,60173.75,60231.5,60208.32,0,0,6378.313,6378.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
39001,39301,39301,-86554.25,-183358,96803.75,96831.81,96881.79,39301,39601,39601,93720.0,-68079,161799.0,161847.5,161830.9,39601,39901,39901,-162093.0,-222375,60282.0,60212.31,60214.08,0,0,6378.535,6378.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
40018,40318,40318,-86543.0,-183358,96815.0,96808.19,96869.37,40318,40618,40618,93747.25,-68079,161826.3,161815.6,161835.0,40618,40918,40918,-162145.0,-222375,60230.0,60218.75,60213.64,0,0,6378.361,6378.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
41034,41334,41334,-86562.75,-183358,96795.25,96800.75,96854.16,41334,41634,41634,93736.0,-68079,161815.0,161819.8,161830.2,41634,41934,41934,-162151.0,-222375,60224.0,60227.44,60214.91,0,0,6377.986,6378.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
42053,42353,42353,-86562.25,-183358,96795.75,96802.44,96840.89,42353,42653,42653,93609.75,-68079,161688.8,161782.3,161827.6,42653,42953,42953,-162214.8,-222375,60160.25,60224.06,60218.02,0,0,6377.73,6378.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
43070,43370,43370,-86569.5,-183358,96788.5,96798.63,96831.34,43370,43670,43670,93643.25,-68079,161722.3,161763.1,161816.3,43670,43970,43970,-162165.5,-222375,60209.5,60205.94,60219.53,0,0,6377.344,6377.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
44087,44387,44387,-86576.25,-183358,96781.75,96790.31,96823.21,44387,44687,44687,93672.75,-68079,161751.8,161744.4,161803.1,44687,44987,44987,-162160.8,-222375,60214.25,60202.0,60216.15,0,0,6376.85,6377.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
45108,45408,45408,-86578.5,-183358,96779.5,96786.38,96815.04,45408,45708,45708,93617.0,-68079,161696.0,161714.7,161788.5,45708,46008,46008,-162149.0,-222375,60226.0,60202.5,60212.64,0,0,6376.324,6376.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
46125,46425,46425,-86563.5,-183358,96794.5,96786.06,96807.91,46425,46725,46725,93615.75,-68079,161694.8,161716.2,161770.2,46725,47025,47025,-162185.0,-222375,60190.0,60209.94,60210.12,0,0,6375.764,6376.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
47144,47444,47444,-86538.5,-183358,96819.5,96793.81,96802.48,47444,47744,47745,93629.75,-68079,161708.8,161712.8,161756.8,47745,48045,48045,-162191.5,-222375,60183.5,60203.44,60210.07,0,0,6375.386,6375.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
48162,48462,48462,-86568.75,-183358,96789.25,96795.69,96800.33,48462,48762,48762,93618.25,-68079,161697.3,161699.2,161745.8,48762,49062,49062,-162221.8,-222375,60153.25,60188.19,60208.43,0,0,6375.092,6375.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
49180,49480,49480,-86596.75,-183358,96761.25,96791.13,96799.18,49480,49780,49780,93639.0,-68079,161718.0,161704.7,161734.3,49780,50080,50080,-162146.8,-222375,60228.25,60188.75,60203.4,0,0,6374.737,6375.0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
50199,50499,50499,-86587.75,-183358,96770.25,96785.06,96797.18,50499,50799,50799,93610.75,-68079,161689.8,161703.4,161726.9,50799,51099,51099,-162160.0,-222375,60215.0,60195.0,60199.76,0,0,6374.477,6374.5,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,True,False
