46333,	-1.1813,	0.0000,	45779,	46332,	0.3782,	0.0000,	0,	0,	-61.7977,	5148.0000,	5221.00,	0,	3755,	3.90,	-0.02,	0.00,	1.00,	28.95,	-0.15,	-1.85,	0.89,	0.28,	24.25,	24.34,	-0.07,	
46984,	-0.4693,	0.0000,	46430,	46983,	-0.2323,	0.0000,	0,	0,	-61.7977,	5148.0000,	5177.00,	0,	3755,	3.77,	-0.02,	-0.00,	1.01,	28.95,	-0.06,	-0.85,	0.93,	-0.08,	24.25,	24.34,	-0.07,	
47634,	0.3722,	0.0000,	47080,	47633,	-0.3251,	0.0000,	0,	0,	-61.7977,	5148.0000,	5125.00,	0,	3755,	3.81,	-0.02,	-0.01,	1.00,	28.87,	-0.37,	-1.84,	1.00,	-0.67,	24.25,	24.34,	-0.07,	
48284,	-0.1133,	0.0000,	47730,	48282,	-0.0521,	0.0000,	0,	0,	-61.7977,	5148.0000,	5155.00,	0,	3755,	3.81,	-0.02,	-0.00,	1.01,	29.04,	-0.26,	-2.63,	1.03,	-0.08,	24.34,	24.34,	0.00,	
48933,	0.4855,	0.0000,	48379,	48932,	-0.0761,	0.0000,	0,	0,	-61.7977,	5148.0000,	5118.00,	0,	3755,	3.81,	-0.01,	-0.00,	1.01,	28.92,	-0.13,	-1.37,	0.85,	-0.01,	24.34,	24.34,	0.00,	
49584,	-0.6796,	0.0000,	49030,	49583,	0.1438,	0.0000,	0,	0,	-61.7977,	5148.0000,	5190.00,	0,	3755,	3.84,	-0.01,	-0.00,	1.01,	29.03,	-0.40,	-1.07,	0.80,	-0.14,	24.44,	24.34,	0.07,	
50234,	0.6796,	0.0000,	49680,	50233,	-0.1786,	0.0000,	0,	0,	-61.7977,	5148.0000,	5106.00,	0,	3755,	3.88,	-0.01,	-0.01,	1.01,	28.89,	-0.40,	-1.93,	0.75,	-0.39,	24.25,	24.34,	-0.07,	
50884,	1.3107,	0.0000,	50330,	50883,	0.1574,	0.0000,	0,	0,	-61.7977,	5148.0000,	5067.00,	0,	3755,	3.81,	-0.02,	-0.01,	1.01,	29.00,	-0.40,	-2.17,	0.93,	-0.47,	24.34,	24.34,	0.00,	
51534,	-0.4369,	0.0000,	50979,	51532,	0.6089,	0.0000,	0,	0,	-61.7977,	5148.0000,	5175.00,	0,	3755,	3.71,	-0.02,	-0.01,	1.01,	29.06,	-0.20,	-1.02,	0.90,	-0.39,	24.34,	24.34,	0.00,	
52185,	0.6796,	0.0000,	51630,	52183,	0.1995,	0.0000,	0,	0,	-61.7977,	5148.0000,	5106.00,	0,	3755,	3.73,	-0.02,	0.01,	1.01,	29.07,	0.05,	-1.43,	0.86,	0.31,	24.25,	24.34,	-0.07,	
52834,	-0.3398,	0.0000,	52280,	52833,	0.3875,	0.0000,	0,	0,	-61.7977,	5148.0000,	5169.00,	0,	3755,	3.71,	-0.02,	0.00,	1.00,	28.93,	-0.10,	-2.32,	1.16,	0.08,	24.34,	24.34,	0.00,	
53484,	0.3236,	0.0000,	52930,	53483,	0.1027,	0.0000,	0,	0,	-61.7977,	5148.0000,	5128.00,	0,	3755,	3.75,	-0.02,	0.00,	1.01,	28.98,	-0.34,	-1.79,	1.07,	0.11,	24.34,	24.34,	0.00,	
54134,	0.7444,	0.0000,	53580,	54133,	0.1892,	0.0000,	0,	0,	-61.7977,	5148.0000,	5102.00,	0,	3755,	3.80,	-0.01,	0.00,	1.01,	29.16,	-0.03,	-1.12,	0.82,	0.19,	24.20,	24.34,	-0.11,	
54785,	1.4887,	0.0000,	54230,	54782,	0.4066,	0.0000,	0,	0,	-61.7977,	5148.0000,	5056.00,	0,	3755,	3.76,	-0.02,	-0.00,	1.00,	28.79,	0.10,	-1.73,	0.91,	-0.24,	24.25,	24.34,	-0.07,	
55434,	1.1004,	0.0000,	54880,	55433,	0.8302,	0.0000,	0,	0,	-61.7977,	5148.0000,	5080.00,	0,	3755,	3.70,	-0.02,	0.00,	1.01,	28.89,	-0.04,	-2.42,	1.20,	0.04,	24.29,	24.34,	-0.04,	
56084,	0.4045,	0.0000,	55530,	56083,	0.9360,	0.0000,	0,	0,	-61.7977,	5148.0000,	5123.00,	0,	3755,	3.82,	-0.02,	0.00,	1.01,	29.00,	-0.30,	-1.50,	0.92,	0.01,	24.25,	24.34,	-0.07,	
56734,	1.3916,	0.0000,	56180,	56733,	0.7279,	0.0000,	0,	0,	-61.7977,	5148.0000,	5062.00,	0,	3755,	3.84,	-0.01,	-0.01,	1.00,	29.10,	-0.06,	-1.24,	0.85,	-0.33,	24.20,	24.34,	-0.11,	
57384,	-0.9709,	0.0000,	56829,	57382,	0.9878,	0.0000,	0,	0,	-61.7977,	5148.0000,	5208.00,	0,	3755,	3.81,	-0.02,	-0.00,	1.01,	28.99,	-0.16,	-2.11,	1.00,	-0.17,	24.39,	24.34,	0.04,	
58034,	0.1133,	0.0000,	57480,	58033,	0.2209,	0.0000,	0,	0,	-61.7977,	5148.0000,	5141.00,	0,	3755,	3.80,	-0.01,	-0.00,	1.01,	29.04,	-0.31,	-2.16,	0.76,	-0.25,	24.34,	24.34,	0.00,	
58684,	-0.0162,	0.0000,	58130,	58683,	0.1788,	0.0000,	0,	0,	-61.7977,	5148.0000,	5149.00,	0,	3755,	3.77,	-0.02,	0.00,	1.01,	28.92,	-0.35,	-1.19,	1.03,	0.25,	24.25,	24.34,	-0.07,	
59334,	1.3431,	0.0000,	58780,	59333,	0.1025,	0.0000,	0,	0,	-61.7977,	5148.0000,	5065.00,	0,	3755,	3.88,	-0.02,	-0.00,	1.01,	28.81,	-0.04,	-1.50,	1.00,	-0.28,	24.34,	24.34,	0.00,	
59984,	0.6311,	0.0000,	59429,	59982,	0.5882,	0.0000,	0,	0,	-61.7977,	5148.0000,	5109.00,	0,	3755,	3.79,	-0.02,	0.00,	1.01,	28.79,	-0.07,	-2.30,	0.99,	0.17,	24.29,	24.34,	-0.04,	
60634,	0.2751,	0.0000,	60080,	60633,	0.6050,	0.0000,	0,	0,	-61.7977,	5148.0000,	5131.00,	0,	3755,	3.82,	-0.01,	-0.00,	1.00,	29.18,	-0.28,	-1.89,	0.68,	-0.21,	24.29,	24.34,	-0.04,	
61284,	0.2427,	0.0000,	60730,	61283,	0.4758,	0.0000,	0,	0,	-61.7977,	5148.0000,	5133.00,	0,	3755,	3.76,	-0.02,	-0.00,	1.00,	29.21,	-0.23,	-1.26,	1.16,	-0.24,	24.29,	24.34,	-0.04,	
