2114403,	496.8955,	497.0000,	2113863,	2114402,	497.0369,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26135.00,	0,	3745,	4.27,	-0.06,	0.05,	0.99,	43.20,	-0.48,	-1.66,	3.42,	3.01,	23.49,	24.72,	
2115051,	496.7337,	497.0000,	2114510,	2115050,	496.9815,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26125.00,	0,	3745,	4.31,	-0.05,	0.05,	1.00,	43.19,	-0.34,	-1.90,	3.02,	2.61,	23.45,	24.72,	
2115699,	497.8826,	498.0000,	2115159,	2115697,	496.8845,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26196.00,	0,	3745,	4.39,	-0.05,	0.05,	1.00,	43.06,	-0.15,	-1.58,	3.11,	3.14,	23.64,	24.72,	
2116347,	498.0283,	498.0000,	2115807,	2116345,	497.2753,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26205.00,	0,	3745,	4.39,	-0.05,	0.04,	0.99,	43.10,	-0.31,	-1.76,	2.94,	2.45,	23.49,	24.72,	
2116995,	497.4133,	497.5000,	2116455,	2116994,	497.5701,	497.5000,	0,	0,	-61.7977,	4572.0000,	-26167.00,	0,	3745,	4.27,	-0.06,	0.05,	1.00,	43.07,	-0.58,	-1.76,	3.15,	2.62,	23.49,	24.72,	
2117643,	496.5234,	496.5000,	2117103,	2117642,	497.5087,	497.5000,	0,	0,	-61.7977,	4572.0000,	-26112.00,	0,	3745,	4.27,	-0.06,	0.05,	1.00,	43.18,	-0.50,	-1.55,	3.25,	2.64,	23.54,	24.72,	
2118291,	496.2806,	496.0000,	2117751,	2118290,	497.1230,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26097.00,	0,	3745,	4.32,	-0.06,	0.05,	1.00,	42.95,	-0.34,	-1.82,	3.21,	2.79,	23.40,	24.72,	
2118939,	497.7694,	498.0000,	2118400,	2118938,	496.7932,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26189.00,	0,	3745,	4.32,	-0.06,	0.05,	1.00,	43.10,	-0.38,	-1.71,	3.21,	3.12,	23.49,	24.72,	
2119587,	496.3615,	496.0000,	2119048,	2119586,	497.1754,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26102.00,	0,	3745,	4.37,	-0.06,	0.05,	1.00,	43.05,	-0.64,	-1.75,	3.27,	2.74,	23.45,	24.72,	
2120236,	497.1868,	497.0000,	2119696,	2120235,	496.8568,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26153.00,	0,	3745,	4.34,	-0.06,	0.06,	1.00,	43.24,	-0.60,	-1.80,	3.20,	3.23,	23.40,	24.72,	
2120884,	496.8146,	497.0000,	2120344,	2120883,	496.9860,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26130.00,	0,	3745,	4.29,	-0.05,	0.05,	0.99,	43.12,	-0.54,	-1.68,	3.13,	2.81,	23.49,	24.72,	
2121532,	496.9926,	497.0000,	2120992,	2121531,	496.9189,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26141.00,	0,	3745,	4.29,	-0.05,	0.04,	0.99,	42.95,	-0.44,	-1.76,	2.81,	2.48,	23.49,	24.72,	
2122180,	497.1383,	497.0000,	2121640,	2122178,	496.9478,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26150.00,	0,	3745,	4.31,	-0.06,	0.05,	1.00,	43.02,	-0.29,	-1.72,	3.41,	2.76,	23.49,	24.72,	
2122828,	497.9959,	498.0000,	2122288,	2122826,	497.0223,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26203.00,	0,	3745,	4.34,	-0.05,	0.04,	1.00,	43.26,	-0.50,	-1.58,	3.06,	2.41,	23.49,	24.72,	
2123476,	497.8503,	498.0000,	2122936,	2123474,	497.4035,	497.5000,	0,	0,	-61.7977,	4572.0000,	-26194.00,	0,	3745,	4.36,	-0.06,	0.05,	0.99,	42.85,	-0.31,	-1.82,	3.28,	2.89,	23.45,	24.72,	
2124125,	496.5719,	496.5000,	2123584,	2124123,	497.5784,	497.5000,	0,	0,	-61.7977,	4572.0000,	-26115.00,	0,	3745,	4.34,	-0.06,	0.05,	1.00,	43.10,	-0.33,	-1.85,	3.21,	2.78,	23.45,	24.72,	
2124772,	497.3810,	497.0000,	2124232,	2124771,	497.1844,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26165.00,	0,	3745,	4.32,	-0.06,	0.04,	1.00,	43.26,	-0.46,	-1.82,	3.29,	2.45,	23.45,	24.72,	
2125420,	496.9603,	497.0000,	2124880,	2125419,	497.2614,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26139.00,	0,	3745,	4.37,	-0.05,	0.04,	1.00,	43.11,	-0.67,	-1.85,	3.13,	2.47,	23.54,	24.72,	
2126068,	496.7984,	497.0000,	2125529,	2126067,	497.1435,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26129.00,	0,	3745,	4.34,	-0.06,	0.05,	1.00,	43.19,	-0.42,	-1.61,	3.18,	2.75,	23.45,	24.72,	
2126716,	497.1544,	497.0000,	2126177,	2126715,	497.0084,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26151.00,	0,	3745,	4.37,	-0.06,	0.04,	1.00,	43.08,	-0.77,	-1.79,	3.18,	2.48,	23.40,	24.72,	
2127365,	496.3939,	496.0000,	2126825,	2127364,	497.0656,	497.0000,	0,	0,	-61.7977,	4572.0000,	-26104.00,	0,	3745,	4.39,	-0.06,	0.04,	1.00,	42.95,	-0.44,	-1.66,	3.26,	2.35,	23.49,	24.72,	
