151565,	497.6075,	497.5000,	151024,	151563,	497.5105,	497.5000,	0,	0,	-61.7977,	4443.0000,	-26308.00,	0,	3745,	4.18,	-0.04,	0.03,	1.00,	43.76,	-0.39,	-0.91,	2.57,	1.76,	25.52,	497.52,	
152214,	497.9959,	498.0000,	151672,	152212,	497.5485,	497.5000,	0,	0,	-61.7977,	4443.0000,	-26332.00,	0,	3745,	4.34,	-0.04,	0.04,	1.00,	43.44,	-0.59,	-1.66,	2.12,	2.02,	25.47,	497.95,	
152862,	497.1383,	497.0000,	152322,	152861,	497.7236,	498.0000,	0,	0,	-61.7977,	4443.0000,	-26279.00,	0,	3745,	4.19,	-0.05,	0.03,	1.00,	43.78,	-0.60,	-2.65,	2.61,	1.87,	25.47,	497.09,	
153511,	498.4166,	498.5000,	152971,	153509,	497.4945,	497.5000,	0,	0,	-61.7977,	4443.0000,	-26358.00,	0,	3745,	4.23,	-0.05,	0.04,	1.00,	43.63,	-0.51,	-0.39,	2.67,	2.05,	25.57,	498.28,	
154160,	497.6237,	497.5000,	153620,	154159,	497.8555,	498.0000,	0,	0,	-61.7977,	4443.0000,	-26309.00,	0,	3745,	4.34,	-0.04,	0.04,	1.00,	43.64,	-0.67,	-2.98,	2.07,	2.48,	25.42,	497.62,	
154810,	498.5946,	498.5000,	154268,	154808,	497.7648,	498.0000,	0,	0,	-61.7977,	4443.0000,	-26369.00,	0,	3745,	4.23,	-0.04,	0.04,	0.99,	43.42,	-0.54,	-1.27,	2.40,	2.03,	25.57,	498.46,	
155458,	497.9959,	498.0000,	154917,	155457,	498.0897,	498.0000,	0,	0,	-61.7977,	4443.0000,	-26332.00,	0,	3745,	4.41,	-0.03,	0.04,	1.00,	43.61,	-0.37,	-1.44,	1.97,	2.15,	25.47,	497.95,	
156107,	498.4166,	498.5000,	155567,	156105,	498.0529,	498.0000,	0,	0,	-61.7977,	4443.0000,	-26358.00,	0,	3745,	4.29,	-0.04,	0.03,	0.99,	43.49,	-0.63,	-2.71,	2.52,	1.69,	25.52,	498.33,	
156756,	498.7403,	499.0000,	156216,	156754,	498.1953,	498.0000,	0,	0,	-61.7977,	4443.0000,	-26378.00,	0,	3745,	4.29,	-0.04,	0.04,	0.99,	43.38,	-0.18,	-0.37,	2.55,	2.09,	25.47,	498.70,	
157406,	497.8017,	498.0000,	156865,	157404,	498.4087,	498.5000,	0,	0,	-61.7977,	4443.0000,	-26320.00,	0,	3745,	4.31,	-0.04,	0.04,	0.99,	43.56,	-0.76,	-2.96,	2.27,	2.15,	25.52,	497.71,	
