tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
56672,56972,57572,205621.5,96435,109186.5,109186.5,109186.5,56972,57272,57572,108647.3,32214,76433.25,76433.25,76433.25,57272,57572,57572,15617.0,-56048,71665.0,71665.0,71665.0,0,5371.068,5371,True,True,3412.9,2.750322,3.006968,9.282656,1,True,True,False
57682,57982,58582,205811.5,96435,109376.5,109234.0,109186.5,57982,58282,58582,108768.0,32214,76554.0,76463.44,76433.25,58282,58582,58582,15618.25,-56048,71666.25,71665.31,71665.0,0,5371.068,5371,False,True,3412.1,2.749678,3.006263,9.28048,1,True,True,False
58692,58992,59592,206194.8,96435,109759.8,109377.3,109198.3,58992,59292,59592,108904.3,32214,76690.25,76527.69,76440.75,59292,59592,59592,15609.0,-56048,71657.0,71663.31,71665.08,0,5371.068,5371,False,True,3411.4,2.749113,3.005646,9.278576,1,True,True,False
59701,60001,60601,206363.5,96435,109928.5,109562.8,109242.8,60001,60301,60601,108994.3,32214,76780.25,76614.44,76462.36,60301,60601,60601,15617.5,-56048,71665.5,71663.44,71664.64,0,5371.068,5371,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
60710,61010,61610,206495.3,96435,110060.3,109781.3,109322.3,61010,61310,61610,108995.5,32214,76781.5,76701.5,76500.16,61310,61610,61610,15609.75,-56048,71657.75,71661.63,71664.34,0,5371.068,5371,False,True,3412.8,2.750242,3.00688,9.282385,1,True,True,False
61720,62020,62620,206732.8,96435,110297.8,110011.6,109436.4,62020,62320,62620,109019.5,32214,76805.5,76764.38,76550.2,62320,62620,62620,15651.25,-56048,71699.25,71669.88,71663.67,0,5371.068,5371,False,True,3411.8,2.749436,3.005999,9.279665,1,True,True,False
62729,63029,63629,206800.0,96435,110365.0,110162.9,109579.3,63029,63329,63629,109140.8,32214,76926.75,76823.5,76603.42,63329,63629,63629,15618.5,-56048,71666.5,71672.25,71665.21,0,5371.068,5371,False,True,3412.2,2.749758,3.006351,9.280753,1,True,True,False
63738,64038,64638,206978.3,96435,110543.3,110316.6,109724.4,64038,64338,64638,108966.5,32214,76752.5,76816.56,76658.12,64338,64638,64638,15627.0,-56048,71675.0,71674.63,71666.96,0,5371.068,5371,False,True,3414.4,2.751531,3.00829,9.286737,1,True,True,False
64749,65049,65649,207071.3,96435,110636.3,110460.6,109871.5,65049,65349,65649,108960.8,32214,76746.75,76807.88,76697.49,65349,65649,65649,15649.25,-56048,71697.25,71684.5,71668.87,0,5371.068,5371,False,True,3411.9,2.749516,3.006087,9.279936,1,True,True,False
65758,66058,66658,207130.3,96435,110695.3,110559.9,110017.9,66058,66358,66658,108928.0,32214,76714.0,76785.0,76724.93,66358,66658,66658,15634.75,-56048,71682.75,71680.38,71672.75,0,5371.068,5371,False,True,3411.5,2.749194,3.005734,9.278849,1,True,True,False
66766,67066,67666,207299.0,96435,110864.0,110684.7,110152.6,67066,67366,67666,108926.8,32214,76712.75,76731.5,76739.86,67366,67666,67666,15626.25,-56048,71674.25,71682.31,71674.65,0,5371.068,5371,False,True,3412.6,2.750081,3.006704,9.28184,1,True,True,False
67775,68075,68675,207364.8,96435,110929.8,110781.3,110284.9,68075,68375,68675,108920.5,32214,76706.5,76720.0,76737.78,68375,68675,68675,15656.25,-56048,71704.25,71689.63,71676.55,0,5371.068,5371,False,True,3411.9,2.749516,3.006087,9.279936,1,True,True,False
68788,69088,69688,207411.3,96435,110976.3,110866.3,110408.2,69088,69388,69688,108864.5,32214,76650.5,76695.94,76733.36,69388,69688,69688,15646.0,-56048,71694.0,71688.81,71679.8,0,5371.068,5371,False,True,3411.5,2.749194,3.005734,9.278849,1,True,True,False
69797,70097,70697,207575.8,96435,111140.8,110977.7,110522.1,70097,70397,70697,108863.5,32214,76649.5,76679.81,76724.06,70397,70697,70697,15663.25,-56048,71711.25,71695.94,71682.05,0,5371.068,5371,False,True,3411.8,2.749436,3.005999,9.279665,1,True,True,False
70806,71106,71706,207594.5,96435,111159.5,111051.6,110635.3,71106,71406,71706,108833.3,32214,76619.25,76656.44,76713.07,71406,71706,71706,15643.25,-56048,71691.25,71700.19,71685.5,0,5371.068,5371,False,True,3410.8,2.74863,3.005118,9.276945,1,True,True,False
