tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
74924,75224,75824,174361.3,96805,77556.25,77542.19,77517.37,75224,75524,75824,64359.0,32614,31745.0,31766.25,31786.49,75524,75824,75824,-11057.75,-56538,45480.25,45432.75,45415.16,0,3227.582,3227.5,False,True,3409.9,2.747905,3.004325,9.274496,1,True,True,False
75935,76235,76835,174423.8,96805,77618.75,77568.69,77523.54,76235,76535,76835,64415.0,32614,31801.0,31769.13,31781.46,76535,76835,76835,-11069.5,-56538,45468.5,45446.19,45419.53,0,3227.582,3227.5,False,True,3409.7,2.747744,3.004149,9.273953,1,True,True,False
77234,77534,78134,174411.3,96805,77606.25,77592.06,77534.76,77534,77834,78134,64383.0,32614,31769.0,31764.0,31778.39,77834,78134,78134,-11094.25,-56538,45443.75,45453.44,45426.16,0,3227.582,3227.5,False,True,3409.5,2.747582,3.003973,9.273409,1,True,True,False
78244,78544,79144,174437.8,96805,77632.75,77603.5,77549.0,78544,78844,79144,64405.75,32614,31791.75,31776.69,31774.82,78844,79144,79144,-11065.25,-56538,45472.75,45466.31,45432.94,0,3227.582,3227.5,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
79253,79553,80153,174487.8,96805,77682.75,77635.13,77562.55,79553,79853,80153,64393.25,32614,31779.25,31785.25,31775.28,79853,80153,80153,-11096.75,-56538,45441.25,45456.56,45441.23,0,3227.582,3227.5,False,True,3412.0,2.749597,3.006175,9.280209,1,True,True,False
80263,80563,81163,174475.0,96805,77670.0,77647.94,77580.59,80563,80863,81163,64385.0,32614,31771.0,31777.75,31777.76,80863,81163,81163,-11065.0,-56538,45473.0,45457.69,45445.04,0,3227.582,3227.5,False,True,3411.7,2.749355,3.005911,9.279393,1,True,True,False
81271,81571,82171,174479.8,96805,77674.75,77665.06,77597.33,81571,81871,82171,64370.0,32614,31756.0,31774.5,31777.76,81871,82171,82171,-11042.5,-56538,45495.5,45470.63,45448.19,0,3227.582,3227.5,False,True,3411.8,2.749436,3.005999,9.279665,1,True,True,False
82280,82580,83180,174534.0,96805,77729.0,77689.13,77614.16,82580,82880,83180,64368.25,32614,31754.25,31765.13,31776.95,82880,83180,83180,-11034.0,-56538,45504.0,45478.44,45453.77,0,3227.582,3227.5,False,True,3410.3,2.748227,3.004677,9.275585,1,True,True,False
83290,83590,84190,174522.5,96805,77717.5,77697.81,77632.8,83590,83890,84190,64381.0,32614,31767.0,31762.06,31774.01,83890,84190,84190,-11043.5,-56538,45494.5,45491.75,45459.9,0,3227.582,3227.5,False,True,3410.1,2.748066,3.004501,9.275041,1,True,True,False
84298,84598,85198,174511.8,96805,77706.75,77707.0,77648.95,84598,84898,85198,64363.0,32614,31749.0,31756.56,31771.04,84898,85198,85198,-11035.0,-56538,45503.0,45499.25,45467.82,0,3227.582,3227.5,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
85306,85606,86206,174537.8,96805,77732.75,77721.5,77663.38,85606,85906,86206,64365.25,32614,31751.25,31755.38,31767.45,85906,86206,86206,-11032.5,-56538,45505.5,45501.75,45475.63,0,3227.582,3227.5,False,True,3410.6,2.748469,3.004942,9.276401,1,True,True,False
86315,86615,87215,174503.5,96805,77698.5,77713.88,77677.83,86615,86915,87215,64338.25,32614,31724.25,31747.88,31764.45,86915,87215,87215,-10995.25,-56538,45542.75,45511.44,45482.12,0,3227.582,3227.5,False,True,3411.9,2.749516,3.006087,9.279936,1,True,True,False
87325,87625,88225,174561.8,96805,77756.75,77723.69,77686.79,87625,87925,88225,64350.0,32614,31736.0,31740.13,31760.33,87925,88225,88225,-11011.5,-56538,45526.5,45519.44,45489.41,0,3227.582,3227.5,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
88334,88634,89234,174552.3,96805,77747.25,77733.81,77695.96,88634,88934,89234,64349.5,32614,31735.5,31736.75,31755.31,88934,89234,89234,-11017.25,-56538,45520.75,45523.88,45496.87,0,3227.582,3227.5,False,True,3410.8,2.74863,3.005118,9.276945,1,True,True,False
89344,89644,90244,174521.3,96805,77716.25,77729.69,77705.37,89644,89944,90244,64326.25,32614,31712.25,31727.0,31750.7,89944,90244,90244,-10932.75,-56538,45605.25,45548.81,45503.58,0,3227.582,3227.5,False,True,3412.2,2.749758,3.006351,9.280753,1,True,True,False
