tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
132707,133007,133607,250619.8,96435,154184.8,154184.8,154184.8,133007,133307,133607,72401.25,32214,40187.25,40187.25,40187.25,133307,133607,133607,-3607.5,-56048,52440.5,52440.5,52440.5,0,5371.068,5371,True,True,3412.9,2.750322,3.006968,9.282656,1,True,True,False
133717,134017,134617,250718.5,96435,154283.5,154209.4,154184.8,134017,134317,134617,72429.75,32214,40215.75,40194.38,40187.25,134317,134617,134617,-3823.5,-56048,52224.5,52386.5,52440.5,0,5371.068,5371,False,True,3412.6,2.750081,3.006704,9.28184,1,True,True,False
134728,135028,135628,250819.0,96435,154384.0,154259.3,154190.9,135028,135328,135628,72504.5,32214,40290.5,40220.19,40189.02,135328,135628,135628,-3857.75,-56048,52190.25,52323.94,52427.08,0,5371.068,5371,False,True,3413.4,2.750725,3.007409,9.284017,1,True,True,False
135738,136038,136638,250869.3,96435,154434.3,154321.6,154207.9,136038,136338,136638,72470.25,32214,40256.25,40237.44,40196.77,136338,136638,136638,-3811.75,-56048,52236.25,52272.88,52401.45,0,5371.068,5371,False,True,3412.3,2.749839,3.006439,9.281025,1,True,True,False
136748,137048,137648,250784.0,96435,154349.0,154362.7,154236.1,137048,137348,137648,72423.0,32214,40209.0,40242.88,40206.88,137348,137648,137648,-3790.75,-56048,52257.25,52227.06,52369.5,0,5371.068,5371,False,True,3412.5,2.75,3.006616,9.281569,1,True,True,False
137759,138361,138961,250908.3,96435,154473.3,154410.1,154267.6,138361,138661,138961,72495.75,32214,40281.75,40259.38,40215.82,138661,138961,138961,-3813.5,-56048,52234.5,52229.56,52334.1,0,5371.068,5371,False,True,3411.5,2.749194,3.005734,9.278849,1,True,True,False
139071,139371,139971,250961.8,96435,154526.8,154445.8,154303.0,139371,139671,139971,72479.25,32214,40265.25,40253.06,40226.65,139671,139971,139971,-3787.75,-56048,52260.25,52247.06,52308.12,0,5371.068,5371,False,True,3410.9,2.74871,3.005206,9.277216,1,True,True,False
140083,140383,140983,250936.3,96435,154501.3,154462.6,154338.5,140383,140683,140983,72458.75,32214,40244.75,40250.19,40233.21,140683,140983,140983,-3794.25,-56048,52253.75,52251.44,52292.95,0,5371.068,5371,False,True,3412.8,2.750242,3.00688,9.282385,1,True,True,False
141093,141393,141993,251013.8,96435,154578.8,154520.0,154369.3,141393,141693,141993,72475.5,32214,40261.5,40263.31,40237.43,141693,141993,141993,-3780.25,-56048,52267.75,52254.06,52282.63,0,5371.068,5371,False,True,3413.2,2.750564,3.007232,9.283473,1,True,True,False
142103,142403,143003,251055.0,96435,154620.0,154556.7,154406.8,142403,142703,143003,72456.25,32214,40242.25,40253.44,40243.87,142703,143003,143003,-3770.0,-56048,52278.0,52264.94,52275.53,0,5371.068,5371,False,True,3412.0,2.749597,3.006175,9.280209,1,True,True,False
143116,143416,144016,250945.0,96435,154510.0,154552.5,154444.0,143416,143716,144016,72454.75,32214,40240.75,40247.31,40246.25,143716,144016,144016,-3804.5,-56048,52243.5,52260.75,52272.9,0,5371.068,5371,False,True,3412.5,2.75,3.006616,9.281569,1,True,True,False
144125,144425,145025,251090.3,96435,154655.3,154591.0,154471.0,144425,144725,145025,72469.0,32214,40255.0,40249.88,40246.51,144725,145025,145025,-3772.5,-56048,52275.5,52266.19,52269.88,0,5371.068,5371,False,True,3413.5,2.750806,3.007497,9.284288,1,True,True,False
145134,145434,146034,251094.5,96435,154659.5,154611.2,154500.8,145434,145734,146034,72450.5,32214,40236.5,40243.63,40247.35,145734,146034,146034,-3766.5,-56048,52281.5,52269.63,52268.96,0,5371.068,5371,False,True,3413.1,2.750484,3.007144,9.2832,1,True,True,False
146143,146443,147043,251035.0,96435,154600.0,154606.2,154528.3,146443,146743,147043,72441.0,32214,40227.0,40239.81,40246.42,146743,147043,147043,-3765.75,-56048,52282.25,52270.69,52269.13,0,5371.068,5371,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
147152,147452,148052,251111.8,96435,154676.8,154647.9,154547.6,147452,147752,148052,72449.75,32214,40235.75,40238.56,40244.78,147752,148052,148052,-3768.25,-56048,52279.75,52279.75,52269.52,0,5371.068,5371,False,True,3412.4,2.749919,3.006527,9.281296,1,True,True,False
