tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
78877,79177,79777,207240.3,96435,110805.3,110543.5,110456.3,79177,79477,79777,107077.8,32214,74863.75,74794.75,74771.75,79477,79777,79777,12665.25,-56048,68713.25,68666.75,68651.25,0,5371.068,5371,False,True,3410.9,2.74871,3.005206,9.277216,1,True,True,False
79887,80187,80787,207476.8,96435,111041.8,110689.9,110477.9,80187,80487,80787,107109.5,32214,74895.5,74825.69,74777.47,80487,80787,80787,12645.0,-56048,68693.0,68677.19,68655.1,0,5371.068,5371,False,True,3410.9,2.74871,3.005206,9.277216,1,True,True,False
80895,81195,81795,207796.0,96435,111361.0,110916.1,110530.6,81195,81495,81795,107150.8,32214,74936.75,74866.94,74789.45,81495,81795,81795,12663.0,-56048,68711.0,68692.13,68660.59,0,5371.068,5371,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
81904,82204,82804,207908.8,96435,111473.8,111170.4,110626.4,82204,82504,82804,107262.0,32214,75048.0,74936.0,74808.71,82504,82804,82804,12664.0,-56048,68712.0,68707.31,68668.43,0,5371.068,5371,False,True,3413.6,2.750886,3.007585,9.28456,1,True,True,False
82912,83212,83812,208032.3,96435,111597.3,111368.4,110761.6,83212,83512,83812,107335.0,32214,75121.0,75000.31,74840.34,83512,83812,83812,12679.0,-56048,68727.0,68710.75,68678.09,0,5371.068,5371,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
83920,84220,84820,208214.8,96435,111779.8,111552.9,110912.4,84220,84520,84820,107404.5,32214,75190.5,75074.06,74880.1,84520,84820,84820,12645.75,-56048,68693.75,68710.94,68686.21,0,5371.068,5371,False,True,3411.3,2.749033,3.005558,9.278305,1,True,True,False
84929,85229,85829,208321.8,96435,111886.8,111684.4,111071.6,85229,85529,85829,107416.0,32214,75202.0,75140.38,74928.3,85529,85829,85829,12679.25,-56048,68727.25,68715.0,68692.36,0,5371.068,5371,False,True,3412.5,2.75,3.006616,9.281569,1,True,True,False
85937,86237,86837,208418.0,96435,111983.0,111811.7,111223.9,86237,86537,86837,107432.8,32214,75218.75,75183.06,74981.01,86537,86837,86837,12725.0,-56048,68773.0,68730.25,68697.98,0,5371.068,5371,False,True,3410.8,2.74863,3.005118,9.276945,1,True,True,False
86945,87245,87845,208613.5,96435,112178.5,111957.0,111370.0,87245,87545,87845,107466.0,32214,75252.0,75215.81,75031.23,87545,87845,87845,12708.75,-56048,68756.75,68737.69,68706.0,0,5371.068,5371,False,True,3412.7,2.750161,3.006792,9.282113,1,True,True,False
87953,88253,88853,208638.8,96435,112203.8,112063.0,111515.9,88253,88553,88853,107497.8,32214,75283.75,75239.13,75077.1,88553,88853,88853,12714.75,-56048,68762.75,68754.94,68713.88,0,5371.068,5371,False,True,3413.1,2.750484,3.007144,9.2832,1,True,True,False
88964,89264,89864,208772.3,96435,112337.3,112175.6,111651.8,89264,89564,89864,107542.5,32214,75328.5,75270.75,75117.37,89564,89864,89864,12723.75,-56048,68771.75,68766.06,68724.08,0,5371.068,5371,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
89973,90273,90873,208876.3,96435,112441.3,112290.2,111782.0,90273,90573,90873,107518.5,32214,75304.5,75292.19,75155.48,90573,90873,90873,12711.25,-56048,68759.25,68762.63,68734.52,0,5371.068,5371,False,True,3413.7,2.750967,3.007673,9.284832,1,True,True,False
90982,91282,91882,208905.3,96435,112470.3,112363.1,111908.3,91282,91582,91882,107483.5,32214,75269.5,75296.56,75189.46,91582,91882,91882,12737.25,-56048,68785.25,68769.75,68741.5,0,5371.068,5371,False,True,3411.8,2.749436,3.005999,9.279665,1,True,True,False
91992,92292,92892,209079.8,96435,112644.8,112473.4,112021.3,92292,92592,92892,107522.0,32214,75308.0,75302.63,75216.08,92592,92892,92892,12713.0,-56048,68761.0,68769.31,68748.52,0,5371.068,5371,False,True,3412.4,2.749919,3.006527,9.281296,1,True,True,False
93002,93302,93902,209132.0,96435,112697.0,112563.3,112133.7,93302,93602,93902,107515.0,32214,75301.0,75295.75,75237.59,93602,93902,93902,12710.5,-56048,68758.5,68766.0,68753.69,0,5371.068,5371,False,True,3412.3,2.749839,3.006439,9.281025,1,True,True,False
