tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
54549,54849,55449,166180.0,96736,69444.0,69444.0,69444.0,54849,55149,55449,120065.8,32399,87666.75,87666.75,87666.75,55149,55449,55449,-4496.5,-56344,51847.5,51847.5,51847.5,0,4297.761,4298,True,True,3409.7,2.747744,3.004149,9.273953,1,True,True,False
55557,55857,56457,166271.3,96736,69535.25,69466.81,69444.0,55857,56157,56457,119338.0,32399,86939.0,87484.81,87666.75,56157,56457,56457,-4512.75,-56344,51831.25,51843.44,51847.5,0,4297.761,4298,False,True,3411.5,2.749194,3.005734,9.278849,1,True,True,False
56566,56866,57466,166387.0,96736,69651.0,69518.56,69449.67,56866,57166,57466,119278.8,32399,86879.75,87288.06,87621.54,57166,57466,57466,-4512.5,-56344,51831.5,51839.44,51846.49,0,4297.761,4298,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
57575,57875,58475,166389.0,96736,69653.0,69570.81,69466.8,57875,58175,58475,118961.3,32399,86562.25,87011.94,87538.66,58175,58475,58475,-4496.5,-56344,51847.5,51839.44,51844.74,0,4297.761,4298,False,True,3410.0,2.747985,3.004413,9.274769,1,True,True,False
58583,58883,59483,166415.3,96736,69679.25,69629.63,69492.65,58883,59183,59483,118641.5,32399,86242.5,86655.88,87407.77,59183,59483,59483,-4519.0,-56344,51825.0,51833.81,51843.42,0,4297.761,4298,False,True,3410.5,2.748388,3.004853,9.276129,1,True,True,False
59593,59893,60493,166462.3,96736,69726.25,69677.38,69526.69,59893,60193,60493,118418.3,32399,86019.25,86425.94,87220.91,60193,60493,60493,-4524.0,-56344,51820.0,51831.0,51841.04,0,4297.761,4298,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
60601,60901,61501,166477.5,96736,69741.5,69700.0,69564.14,60901,61201,61501,118222.0,32399,85823.0,86161.75,87023.34,61201,61501,61501,-4497.5,-56344,51846.5,51834.75,51838.54,0,4297.761,4298,False,True,3410.9,2.74871,3.005206,9.277216,1,True,True,False
61609,61909,62509,166527.0,96736,69791.0,69734.5,69597.91,61909,62209,62509,118041.3,32399,85642.25,85931.75,86809.21,62209,62509,62509,-4495.0,-56344,51849.0,51835.13,51837.6,0,4297.761,4298,False,True,3410.8,2.74863,3.005118,9.276945,1,True,True,False
62619,62919,63519,166560.0,96736,69824.0,69770.69,69631.85,62919,63219,63519,117937.5,32399,85538.5,85755.75,86591.14,63219,63519,63519,-4482.0,-56344,51862.0,51844.38,51836.99,0,4297.761,4298,False,True,3410.6,2.748469,3.004942,9.276401,1,True,True,False
63627,63927,64527,166486.8,96736,69750.75,69776.81,69666.36,63927,64227,64527,117812.0,32399,85413.0,85604.19,86383.53,64227,64527,64527,-4489.25,-56344,51854.75,51853.06,51838.82,0,4297.761,4298,False,True,3410.6,2.748469,3.004942,9.276401,1,True,True,False
64636,64936,65536,166475.5,96736,69739.5,69776.31,69693.81,64936,65236,65536,117894.3,32399,85495.25,85522.25,86189.85,65236,65536,65536,-4497.5,-56344,51846.5,51853.06,51842.36,0,4297.761,4298,False,True,3411.4,2.749113,3.005646,9.278576,1,True,True,False
65645,65945,66545,166463.5,96736,69727.5,69760.44,69714.31,65945,66245,66545,117941.8,32399,85542.75,85497.38,86023.94,66245,66545,66545,-4487.25,-56344,51856.75,51855.0,51845.02,0,4297.761,4298,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
66654,66954,67554,166464.8,96736,69728.75,69736.63,69725.77,66954,67254,67554,117977.8,32399,85578.75,85507.44,85893.08,67254,67554,67554,-4515.25,-56344,51828.75,51846.69,51847.5,0,4297.761,4298,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
67662,67962,68562,166502.5,96736,69766.5,69740.56,69728.47,67962,68262,68562,117948.0,32399,85549.0,85541.44,85797.24,68262,68562,68562,-4496.25,-56344,51847.75,51844.94,51847.3,0,4297.761,4298,False,True,3409.8,2.747824,3.004237,9.274225,1,True,True,False
68671,68971,69571,166492.3,96736,69756.25,69744.75,69731.48,68971,69271,69571,117869.3,32399,85470.25,85535.19,85733.67,69271,69571,69571,-4510.75,-56344,51833.25,51841.63,51846.71,0,4297.761,4298,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
