tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
214547,214847,215447,284858.0,94616,190242.0,190242.0,190242.0,214847,215147,215447,98477.0,30411,68066.0,68066.0,68066.0,215147,215447,215447,28740.5,-54731,83471.5,83471.5,83471.5,0,7339.965,7340,True,True,3411.9,2.749516,3.006087,9.279936,1,True,True,False
215555,215855,216455,286107.3,94616,191491.3,191491.3,191491.3,215855,216155,216455,98578.5,30411,68167.5,68167.5,68167.5,216155,216455,216455,28444.5,-54731,83175.5,83175.5,83175.5,0,7339.965,7340,True,True,3411.3,2.749033,3.005558,9.278305,1,True,True,False
216565,216865,217465,286246.5,94616,191630.5,191630.5,191630.5,216865,217165,217465,98853.5,30411,68442.5,68442.5,68442.5,217165,217465,217465,28573.5,-54731,83304.5,83304.5,83304.5,0,7339.965,7340,True,True,3410.2,2.748147,3.004589,9.275313,1,True,True,False
217574,217874,218474,286657.8,94616,192041.8,191733.3,191630.5,217874,218174,218474,99103.0,30411,68692.0,68504.88,68442.5,218174,218474,218474,28521.75,-54731,83252.75,83291.56,83304.5,0,7339.965,7340,False,True,3410.8,2.74863,3.005118,9.276945,1,True,True,False
218583,218883,219483,286785.8,94616,192169.8,191868.1,191656.0,218883,219183,219483,99109.5,30411,68698.5,68568.88,68458.0,219183,219483,219483,28552.25,-54731,83283.25,83286.25,83301.29,0,7339.965,7340,False,True,3412.7,2.750161,3.006792,9.282113,1,True,True,False
219593,219893,220493,286997.8,94616,192381.8,192055.9,191708.8,219893,220193,220493,99094.75,30411,68683.75,68629.19,68485.55,220193,220493,220493,28514.0,-54731,83245.0,83271.38,83297.55,0,7339.965,7340,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
220602,220902,221502,286891.3,94616,192275.3,192217.1,191795.0,220902,221202,221502,99101.5,30411,68690.5,68691.19,68521.25,221202,221502,221502,28512.25,-54731,83243.25,83256.06,83291.05,0,7339.965,7340,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
221611,221911,222511,286616.3,94616,192000.3,192206.8,191899.9,221911,222211,222511,99071.0,30411,68660.0,68683.19,68563.48,222211,222511,222511,28468.0,-54731,83199.0,83242.63,83282.35,0,7339.965,7340,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
222620,222920,223520,286630.5,94616,192014.5,192167.9,191976.2,222920,223220,223520,99164.25,30411,68753.25,68696.88,68593.23,223220,223520,223520,28489.5,-54731,83220.5,83226.94,83272.48,0,7339.965,7340,False,True,3411.4,2.749113,3.005646,9.278576,1,True,True,False
223632,223932,224532,286756.3,94616,192140.3,192107.6,192023.8,223932,224232,224532,99249.5,30411,68838.5,68735.56,68618.99,224232,224532,224532,28467.25,-54731,83198.25,83215.25,83261.16,0,7339.965,7340,False,True,3410.6,2.748469,3.004942,9.276401,1,True,True,False
224642,224942,225542,286871.3,94616,192255.3,192102.6,192044.7,224942,225242,225542,99278.75,30411,68867.75,68779.88,68647.96,225242,225542,225542,28469.5,-54731,83200.5,83204.56,83249.75,0,7339.965,7340,False,True,3411.2,2.748952,3.00547,9.278033,1,True,True,False
225652,225952,226552,286975.8,94616,192359.8,192192.4,192059.0,225952,226252,226552,99359.25,30411,68948.25,68851.94,68680.74,226252,226552,226552,28502.75,-54731,83233.75,83213.25,83238.52,0,7339.965,7340,False,True,3411.1,2.748872,3.005382,9.277761,1,True,True,False
226666,226966,227566,286959.3,94616,192343.3,192274.6,192092.2,226966,227266,227566,99368.25,30411,68957.25,68902.94,68723.29,227266,227566,227566,28495.5,-54731,83226.5,83214.75,83232.24,0,7339.965,7340,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
227676,227976,228576,287029.0,94616,192413.0,192342.8,192137.5,227976,228276,228576,99402.5,30411,68991.5,68941.19,68767.94,228276,228576,228576,28520.25,-54731,83251.25,83228.0,83227.9,0,7339.965,7340,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
228685,228985,229585,287058.5,94616,192442.5,192389.6,192188.6,228985,229285,229585,99380.75,30411,68969.75,68966.69,68810.99,229285,229585,229585,28517.0,-54731,83248.0,83239.88,83227.92,0,7339.965,7340,False,True,3411.5,2.749194,3.005734,9.278849,1,True,True,False
