tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
97417,97717,98317,188771.0,96805,91966.0,91966.0,91966.0,97717,98017,98317,50849.75,32614,18235.75,18235.75,18235.75,98017,98317,98317,-10490.5,-56538,46047.5,46047.5,46047.5,0,3227.582,3227.5,True,True,3411.4,2.749113,3.005646,9.278576,1,True,True,False
98425,98725,99325,188849.5,96805,92044.5,92044.5,92044.5,98725,99025,99325,50787.5,32614,18173.5,18173.5,18173.5,99025,99325,99325,-10387.5,-56538,46150.5,46150.5,46150.5,0,3227.582,3227.5,True,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
99433,99733,100333,188860.3,96805,92055.25,92047.19,92044.5,99733,100033,100333,50775.25,32614,18161.25,18170.44,18173.5,100033,100333,100333,-10508.25,-56538,46029.75,46120.31,46150.5,0,3227.582,3227.5,False,True,3409.8,2.747824,3.004237,9.274225,1,True,True,False
100445,100745,101345,188941.0,96805,92136.0,92070.06,92045.17,100745,101045,101345,50755.75,32614,18141.75,18162.5,18172.74,101045,101345,101345,-10474.75,-56538,46063.25,46098.5,46143.0,0,3227.582,3227.5,False,True,3408.3,2.746615,3.002915,9.270145,1,True,True,False
101455,101755,102355,189060.8,96805,92255.75,92122.88,92051.36,101755,102055,102355,50781.5,32614,18167.5,18161.0,18170.2,102055,102355,102355,-10486.5,-56538,46051.5,46073.75,46131.94,0,3227.582,3227.5,False,True,3411.7,2.749355,3.005911,9.279393,1,True,True,False
102465,102765,103365,189082.8,96805,92277.75,92181.19,92069.13,102765,103065,103365,50790.0,32614,18176.0,18161.63,18167.91,103065,103365,103365,-10461.75,-56538,46076.25,46055.19,46117.48,0,3227.582,3227.5,False,True,3410.6,2.748469,3.004942,9.276401,1,True,True,False
103475,103775,104375,189025.3,96805,92220.25,92222.44,92096.98,103775,104075,104375,50780.5,32614,18166.5,18162.94,18166.35,104075,104375,104375,-10451.25,-56538,46086.75,46069.44,46102.0,0,3227.582,3227.5,False,True,3411.3,2.749033,3.005558,9.278305,1,True,True,False
104487,104787,105387,189123.3,96805,92318.25,92268.0,92128.16,104787,105087,105387,50772.0,32614,18158.0,18167.0,18165.5,105087,105387,105387,-10501.25,-56538,46036.75,46062.81,46093.91,0,3227.582,3227.5,False,True,3410.0,2.747985,3.004413,9.274769,1,True,True,False
105496,105796,106396,189053.3,96805,92248.25,92266.13,92162.91,105796,106096,106396,50806.25,32614,18192.25,18173.19,18165.87,106096,106396,106396,-10456.25,-56538,46081.75,46070.38,46086.18,0,3227.582,3227.5,False,True,3410.6,2.748469,3.004942,9.276401,1,True,True,False
106506,106806,107406,189013.0,96805,92208.0,92248.69,92188.57,106806,107106,107406,50797.5,32614,18183.5,18175.06,18167.69,107106,107406,107406,-10461.75,-56538,46076.25,46070.38,46082.25,0,3227.582,3227.5,False,True,3409.9,2.747905,3.004325,9.274496,1,True,True,False
107518,107818,108418,189042.5,96805,92237.5,92253.0,92203.52,107818,108118,108418,50812.75,32614,18198.75,18183.13,18169.52,108118,108418,108418,-10465.25,-56538,46072.75,46066.88,46079.3,0,3227.582,3227.5,False,True,3410.8,2.74863,3.005118,9.276945,1,True,True,False
108528,108828,109428,188938.8,96805,92133.75,92206.88,92215.81,108828,109128,109428,50776.5,32614,18162.5,18184.25,18172.9,109128,109428,109428,-10439.5,-56538,46098.5,46082.31,46076.21,0,3227.582,3227.5,False,True,3411.2,2.748952,3.00547,9.278033,1,True,True,False
109538,109838,110438,188954.0,96805,92149.0,92182.06,92213.59,109838,110138,110438,50825.0,32614,18211.0,18188.94,18175.72,110138,110438,110438,-10461.25,-56538,46076.75,46081.06,46077.73,0,3227.582,3227.5,False,True,3410.2,2.748147,3.004589,9.275313,1,True,True,False
110548,110848,111448,188886.5,96805,92081.5,92150.44,92205.76,110848,111148,111448,50783.5,32614,18169.5,18185.44,18179.01,111148,111448,111448,-10455.0,-56538,46083.0,46082.75,46078.56,0,3227.582,3227.5,False,True,3414.1,2.751289,3.008025,9.28592,1,True,True,False
111557,111857,112457,188877.8,96805,92072.75,92109.25,92192.01,111857,112157,112457,50814.75,32614,18200.75,18185.94,18180.61,112157,112457,112457,-10439.75,-56538,46098.25,46089.13,46079.6,0,3227.582,3227.5,False,True,3410.8,2.74863,3.005118,9.276945,1,True,True,False
