tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
85976,86276,86876,360242.0,92954,267288.0,267288.0,267288.0,86276,86576,86876,185922.3,28881,157041.3,157041.3,157041.3,86576,86876,86876,43498.75,-53317,96815.75,96815.75,96815.75,0,10491.24,10491,True,True,3413.3,2.750645,3.00732,9.283745,1,True,True,False
86984,87284,87884,360469.5,92954,267515.5,267344.9,267288.0,87284,87584,87884,186080.8,28881,157199.8,157080.9,157041.3,87584,87884,87884,43401.5,-53317,96718.5,96791.44,96815.75,0,10491.24,10491,False,True,3413.7,2.750967,3.007673,9.284832,1,True,True,False
87994,88294,88894,360647.3,92954,267693.3,267446.2,267302.1,88294,88594,88894,186265.8,28881,157384.8,157166.8,157051.1,88594,88894,88894,43514.25,-53317,96831.25,96795.31,96809.71,0,10491.24,10491,False,True,3412.2,2.749758,3.006351,9.280753,1,True,True,False
89003,89303,89903,360775.8,92954,267821.8,267579.6,267337.9,89303,89603,89903,186380.3,28881,157499.3,157281.3,157079.8,89603,89903,89903,43230.25,-53317,96547.25,96728.19,96806.13,0,10491.24,10491,False,True,3412.0,2.749597,3.006175,9.280209,1,True,True,False
90012,90312,90912,360839.0,92954,267885.0,267728.9,267398.0,90312,90612,90912,186344.8,28881,157463.8,157386.9,157129.9,90612,90912,90912,43484.5,-53317,96801.5,96724.63,96786.77,0,10491.24,10491,False,True,3411.9,2.749516,3.006087,9.279936,1,True,True,False
91021,91321,91921,360920.0,92954,267966.0,267841.5,267480.2,91321,91621,91921,186520.3,28881,157639.3,157496.8,157193.8,91621,91921,91921,43422.0,-53317,96739.0,96729.75,96771.32,0,10491.24,10491,False,True,3411.1,2.748872,3.005382,9.277761,1,True,True,False
92033,92333,92933,360970.8,92954,268016.8,267922.4,267570.0,92333,92633,92933,186555.5,28881,157674.5,157569.2,157269.1,92633,92933,92933,43436.0,-53317,96753.0,96710.19,96760.99,0,10491.24,10491,False,True,3411.7,2.749355,3.005911,9.279393,1,True,True,False
93042,93342,93942,361065.0,92954,268111.0,267994.7,267657.6,93342,93642,93942,186570.5,28881,157689.5,157616.8,157343.7,93642,93942,93942,43436.0,-53317,96753.0,96761.63,96748.37,0,10491.24,10491,False,True,3412.4,2.749919,3.006527,9.281296,1,True,True,False
94050,94350,94950,361087.0,92954,268133.0,268056.7,267741.4,94350,94650,94950,186631.3,28881,157750.3,157688.4,157411.5,94650,94950,94950,43528.5,-53317,96845.5,96772.63,96751.66,0,10491.24,10491,False,True,3412.4,2.749919,3.006527,9.281296,1,True,True,False
95059,95359,95959,361030.5,92954,268076.5,268084.3,267819.8,95359,95659,95959,186695.0,28881,157814.0,157732.1,157480.3,95659,95959,95959,43435.75,-53317,96752.75,96776.06,96756.88,0,10491.24,10491,False,True,3413.2,2.750564,3.007232,9.283473,1,True,True,False
96068,96368,96968,361154.0,92954,268200.0,268130.1,267885.5,96368,96668,96968,186762.8,28881,157881.8,157783.9,157542.9,96668,96968,96968,43401.0,-53317,96718.0,96767.31,96761.64,0,10491.24,10491,False,True,3412.6,2.750081,3.006704,9.28184,1,True,True,False
97076,97376,97976,361151.3,92954,268197.3,268151.7,267946.3,97376,97676,97976,186742.3,28881,157861.3,157826.8,157602.8,97676,97976,97976,43392.0,-53317,96709.0,96756.31,96763.05,0,10491.24,10491,False,True,3414.4,2.751531,3.00829,9.286737,1,True,True,False
98085,98385,98985,361125.0,92954,268171.0,268161.2,267997.3,98385,98685,98985,186774.8,28881,157893.8,157862.7,157658.5,98685,98985,98985,43434.5,-53317,96751.5,96732.81,96761.38,0,10491.24,10491,False,True,3413.7,2.750967,3.007673,9.284832,1,True,True,False
99098,99398,99998,361188.5,92954,268234.5,268200.7,268038.1,99398,99698,99998,186783.0,28881,157902.0,157884.7,157709.2,99698,99998,99998,43461.5,-53317,96778.5,96739.25,96754.28,0,10491.24,10491,False,True,3413.3,2.750645,3.00732,9.283745,1,True,True,False
100107,100407,101007,361198.8,92954,268244.8,268211.9,268078.5,100407,100707,101007,186786.5,28881,157905.5,157890.6,157752.8,100707,101007,101007,43462.25,-53317,96779.25,96754.56,96750.55,0,10491.24,10491,False,True,3412.4,2.749919,3.006527,9.281296,1,True,True,False
