tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
19233,19533,20133,96602.25,96557,45.25,51.8125,37.10353,19533,19833,20133,32136.75,32106,30.75,56.5625,51.14906,19833,20133,20133,-56440.5,-56433,-7.5,-17.0625,-11.91513,0,1.583603,0,False,False,3405.9,2.744681,3.0008,9.263617,1,True,True,False
20244,20544,21144,96677.25,96557,120.25,79.9375,40.75904,20544,20844,21144,32192.75,32106,86.75,63.5625,52.49442,20844,21144,21144,-56456.5,-56433,-23.5,-14.0625,-13.19437,0,1.660807,0,False,False,3405.9,2.744681,3.0008,9.263617,1,True,True,False
21254,21554,22154,96629.5,96557,72.5,77.875,50.49578,21554,21854,22154,32200.0,32106,94.0,72.3125,55.24509,21854,22154,22154,-56465.25,-56433,-32.25,-18.25,-13.41012,0,1.91538,0,False,False,3405.7,2.74452,3.000624,9.263073,1,True,True,False
22261,22561,23161,96628.5,96557,71.5,77.375,57.30014,22561,22861,23161,32171.25,32106,65.25,69.1875,59.48673,22861,23161,23161,-56448.75,-56433,-15.75,-19.75,-14.61294,0,2.119574,0,False,False,3405.8,2.744601,3.000713,9.263346,1,True,True,False
23268,23568,24168,96656.5,96557,99.5,90.9375,62.2892,23568,23868,24168,32165.0,32106,59.0,76.25,61.89759,23868,24168,24168,-56467.75,-56433,-34.75,-26.5625,-15.88962,0,2.2466,0,False,False,3407.0,2.745568,3.00177,9.266609,1,True,True,False
24276,24576,25176,96622.25,96557,65.25,77.1875,69.40895,24576,24876,25176,32193.75,32106,87.75,76.5,65.46449,24876,25176,25176,-56459.0,-56433,-26.0,-27.1875,-18.54207,0,2.413267,0,False,False,3406.6,2.745245,3.001417,9.265521,1,True,True,False
25283,25583,26183,96648.25,96557,91.25,81.875,71.34209,25583,25883,26183,32159.0,32106,53.0,66.25,68.20707,25883,26183,26183,-56476.0,-56433,-43.0,-29.875,-20.69066,0,2.465692,0,False,False,3405.2,2.744117,3.000184,9.261713,1,True,True,False
26290,26590,27190,96642.0,96557,85.0,85.25,73.95976,26590,26890,27190,32175.75,32106,69.75,67.375,67.7207,26890,27190,27190,-56476.0,-56433,-43.0,-36.6875,-22.97318,0,2.462555,0,False,False,3406.7,2.745326,3.001506,9.265794,1,True,True,False
27297,27597,28197,96628.75,96557,71.75,78.3125,76.76565,27597,27897,28197,32187.0,32106,81.0,72.875,67.63478,27897,28197,28197,-56470.75,-56433,-37.75,-37.4375,-26.3815,0,2.448275,0,False,False,3407.3,2.74581,3.002034,9.267426,1,True,True,False
28306,28606,29206,96646.25,96557,89.25,84.3125,77.15008,28606,28906,29206,32182.5,32106,76.5,70.0625,68.9371,28906,29206,29206,-56462.75,-56433,-29.75,-38.375,-29.12917,0,2.426266,0,False,False,3406.6,2.745245,3.001417,9.265521,1,True,True,False
29314,29614,30214,96654.25,96557,97.25,85.8125,78.93011,29614,29914,30214,32195.75,32106,89.75,79.25,69.21678,29914,30214,30214,-56462.5,-56433,-29.5,-35.0,-31.42697,0,2.421327,0,False,False,3405.6,2.74444,3.000536,9.262802,1,True,True,False
30320,30620,31220,96603.0,96557,46.0,76.0625,80.64054,30620,30920,31220,32182.25,32106,76.25,80.875,71.71027,30920,31220,31220,-56456.5,-56433,-23.5,-30.125,-32.31495,0,2.490116,0,False,False,3406.5,2.745165,3.001329,9.265249,1,True,True,False
31328,31628,32228,96635.0,96557,78.0,77.625,79.50279,31628,31928,32228,32172.25,32106,66.25,77.1875,73.98791,31928,32228,32228,-56484.25,-56433,-51.25,-33.5,-31.77069,0,2.525053,0,False,False,3405.9,2.744681,3.0008,9.263617,1,True,True,False
32335,32635,33235,96609.75,96557,52.75,68.5,79.03612,32635,32935,33235,32153.25,32106,47.25,69.875,74.78308,32935,33235,33235,-56461.75,-56433,-28.75,-33.25,-32.20047,0,2.522952,0,False,False,3404.3,2.743392,2.999391,9.259266,1,True,True,False
33343,33643,34243,96603.25,96557,46.25,55.75,76.41766,33643,33943,34243,32208.0,32106,102.0,72.9375,73.56331,33943,34243,34243,-56478.5,-56433,-45.5,-37.25,-32.4613,0,2.437918,0,False,False,3405.8,2.744601,3.000713,9.263346,1,True,True,False
