tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
64585,64886,65486,96747.75,96557,190.75,199.875,224.7159,64886,65186,65486,32246.75,32106,140.75,153.0,184.6105,65186,65486,65486,-56480.25,-56433,-47.25,-58.6875,-87.97429,0,6.666375,6.5,False,False,3407.2,2.745729,3.001946,9.267154,1,True,True,False
65594,65894,66494,96720.0,96557,163.0,175.5625,218.5424,65894,66194,66494,32179.5,32106,73.5,120.8125,176.7546,66194,66494,66494,-56423.25,-56433,9.75,-33.625,-80.69585,0,6.526327,6.5,False,False,3407.0,2.745568,3.00177,9.266609,1,True,True,False
66600,66900,67500,96583.5,96557,26.5,136.5625,207.8609,66900,67200,67500,32153.5,32106,47.5,100.9375,162.8517,67200,67500,67500,-56424.5,-56433,8.5,-17.25,-68.99768,0,6.259006,6.0,False,False,3407.5,2.745971,3.00221,9.267969,1,True,True,False
67609,67909,68509,96644.0,96557,87.0,116.8125,190.1416,67909,68209,68509,32162.0,32106,56.0,79.4375,147.4646,68209,68509,68509,-56427.25,-56433,5.75,-5.8125,-56.13721,0,5.83901,6.0,False,False,3407.3,2.74581,3.002034,9.267426,1,True,True,False
68614,68914,69514,96607.25,96557,50.25,81.6875,171.9177,68914,69214,69514,32181.75,32106,75.75,63.1875,130.5583,69214,69514,69514,-56455.75,-56433,-22.75,0.3125,-43.63037,0,5.369693,5.0,False,False,3407.3,2.74581,3.002034,9.267426,1,True,True,False
69620,69920,70520,96633.75,96557,76.75,60.125,149.4934,69920,70220,70520,32170.5,32106,64.5,60.9375,113.8152,70220,70520,70520,-56426.75,-56433,6.25,-0.5625,-32.70957,0,4.783723,0.0,False,False,3408.1,2.746454,3.002739,9.269601,1,True,True,False
70628,70928,71528,96644.5,96557,87.5,75.375,127.2834,70928,71228,71528,32190.5,32106,84.5,70.1875,100.6739,71228,71528,71528,-56449.75,-56433,-16.75,-6.875,-24.72029,0,4.216102,0.0,False,False,3407.8,2.746213,3.002475,9.268785,1,True,True,False
71634,71934,72534,96626.0,96557,69.0,70.875,114.3829,71934,72234,72534,32193.75,32106,87.75,78.125,93.09731,72234,72534,72534,-56433.25,-56433,-0.25,-8.375,-20.28533,0,3.883315,0.0,False,False,3406.9,2.745487,3.001682,9.266336,1,True,True,False
72639,72939,73539,96643.5,96557,86.5,79.9375,103.5702,72939,73239,73539,32177.5,32106,71.5,77.0625,89.37635,73239,73539,73539,-56429.0,-56433,4.0,-1.6875,-17.32535,0,3.643221,0.0,False,False,3407.5,2.745971,3.00221,9.267969,1,True,True,False
73646,73946,74546,96674.5,96557,117.5,90.125,97.69697,73946,74246,74546,32161.0,32106,55.0,74.6875,86.31608,74246,74546,74546,-56450.0,-56433,-17.0,-7.5,-13.43899,0,3.538519,0.0,False,False,3407.0,2.745568,3.00177,9.266609,1,True,True,False
74655,74955,75555,96634.25,96557,77.25,87.5625,95.81516,74955,75255,75555,32199.0,32106,93.0,76.8125,83.42612,75255,75555,75555,-56453.25,-56433,-20.25,-8.375,-11.96301,0,3.470148,0.0,False,False,3408.3,2.746615,3.002915,9.270145,1,True,True,False
75663,75963,76563,96640.0,96557,83.0,91.0625,93.76419,75963,76263,76563,32199.75,32106,93.75,78.3125,81.78249,76263,76563,76563,-56437.0,-56433,-4.0,-9.3125,-11.07131,0,3.412003,0.0,False,False,3407.4,2.74589,3.002122,9.267696,1,True,True,False
76670,76970,77570,96628.25,96557,71.25,87.25,93.09276,76970,77270,77570,32190.25,32106,84.25,81.5,80.92012,77270,77570,77570,-56444.25,-56433,-11.25,-13.125,-10.63421,0,3.389252,0.0,False,False,3406.4,2.745084,3.001241,9.264977,1,True,True,False
77678,77978,78578,96624.0,96557,67.0,74.625,91.6407,77978,78278,78578,32196.0,32106,90.0,90.25,81.06423,78278,78578,78578,-56428.5,-56433,4.5,-7.75,-11.25323,0,3.349278,0.0,False,False,3407.5,2.745971,3.00221,9.267969,1,True,True,False
78685,78985,79585,96619.0,96557,62.0,70.8125,87.41191,78985,79285,79585,32190.5,32106,84.5,88.125,83.34711,79285,79585,79585,-56432.5,-56433,0.5,-2.5625,-10.38259,0,3.326971,0.0,False,False,3407.6,2.746051,3.002298,9.268241,1,True,True,False
