tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
87001,87301,87901,296458.0,92821,203637.0,203637.0,203637.0,87301,87601,87901,191327.3,28692,162635.3,162635.3,162635.3,87601,87901,87901,46233.5,-53314,99547.5,99547.5,99547.5,0,9472.492,9472.5,True,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
88009,88309,88909,296783.8,92821,203962.8,203962.8,203962.8,88309,88609,88909,191672.0,28692,162980.0,162980.0,162980.0,88609,88909,88909,46538.25,-53314,99852.25,99852.25,99852.25,0,9472.492,9472.5,True,True,3412.5,2.75,3.006616,9.281569,1,True,True,False
89020,89320,89920,296714.5,92821,203893.5,203893.5,203893.5,89320,89620,89920,191810.5,28692,163118.5,163118.5,163118.5,89620,89920,89920,46428.0,-53314,99742.0,99742.0,99742.0,0,9472.492,9472.5,True,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
90028,90328,90928,296859.0,92821,204038.0,203929.6,203893.5,90328,90628,90928,191901.3,28692,163209.3,163141.2,163118.5,90628,90928,90928,46396.0,-53314,99710.0,99734.0,99742.0,0,9472.492,9472.5,False,True,3411.2,2.748952,3.00547,9.278033,1,True,True,False
91036,91336,91936,296891.3,92821,204070.3,203973.8,203902.5,91336,91636,91936,191898.8,28692,163206.8,163163.3,163124.1,91636,91936,91936,46313.5,-53314,99627.5,99705.38,99740.02,0,9472.492,9472.5,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
92049,92349,92949,296938.0,92821,204117.0,204029.7,203920.2,92349,92649,92949,191897.5,28692,163205.5,163185.0,163133.9,92649,92949,92949,46378.25,-53314,99692.25,99692.94,99731.41,0,9472.492,9472.5,False,True,3411.8,2.749436,3.005999,9.279665,1,True,True,False
93058,93358,93958,297005.8,92821,204184.8,204102.5,203947.4,93358,93658,93958,191909.0,28692,163217.0,163209.6,163146.6,93658,93958,93958,46321.75,-53314,99635.75,99666.38,99721.84,0,9472.492,9472.5,False,True,3413.0,2.750403,3.007056,9.282928,1,True,True,False
94067,94367,94967,297012.3,92821,204191.3,204140.8,203986.0,94367,94667,94967,192057.5,28692,163365.5,163248.7,163162.3,94667,94967,94967,46258.75,-53314,99572.75,99632.06,99708.06,0,9472.492,9472.5,False,True,3411.3,2.749033,3.005558,9.278305,1,True,True,False
95076,95376,95976,296905.5,92821,204084.5,204144.4,204024.5,95376,95676,95976,192108.8,28692,163416.8,163301.2,163183.7,95676,95976,95976,46286.25,-53314,99600.25,99625.25,99689.18,0,9472.492,9472.5,False,True,3410.9,2.74871,3.005206,9.277216,1,True,True,False
96086,96386,96986,297023.8,92821,204202.8,204165.8,204054.3,96386,96686,96986,192231.5,28692,163539.5,163384.7,163212.9,96686,96986,96986,46589.0,-53314,99903.0,99677.94,99673.29,0,9472.492,9472.5,False,True,3412.4,2.749919,3.006527,9.281296,1,True,True,False
97095,97395,97995,297157.3,92821,204336.3,204203.7,204082.0,97395,97695,97995,191941.3,28692,163249.3,163392.8,163255.6,97695,97995,97995,46561.25,-53314,99875.25,99737.81,99674.45,0,9472.492,9472.5,False,True,3411.1,2.748872,3.005382,9.277761,1,True,True,False
98104,98404,99004,296712.5,92821,203891.5,203891.5,203891.5,98404,98704,99004,192127.3,28692,163435.3,163435.3,163435.3,98704,99004,99004,44819.75,-53314,98133.75,98133.75,98133.75,0,9472.492,9472.5,True,True,3412.4,2.749919,3.006527,9.281296,1,True,True,False
99115,99415,100015,297061.8,92821,204240.8,204240.8,204240.8,99415,99715,100015,192235.5,28692,163543.5,163543.5,163543.5,99715,100015,100015,46775.0,-53314,100089.0,100089.0,100089.0,0,9472.492,9472.5,True,True,3413.1,2.750484,3.007144,9.2832,1,True,True,False
100124,100424,101024,296922.3,92821,204101.3,204101.3,204101.3,100424,100724,101024,192072.0,28692,163380.0,163380.0,163380.0,100724,101024,101024,46759.75,-53314,100073.8,100073.8,100073.8,0,9472.492,9472.5,True,True,3412.2,2.749758,3.006351,9.280753,1,True,True,False
101133,101433,102033,296813.0,92821,203992.0,204073.9,204101.3,101433,101733,102033,191929.5,28692,163237.5,163344.4,163380.0,101733,102033,102033,46315.25,-53314,99629.25,99962.63,100073.8,0,9472.492,9472.5,False,True,3411.7,2.749355,3.005911,9.279393,1,True,True,False
