tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
140602,140902,141502,131879.8,96666,35213.75,35213.75,35213.75,140902,141202,141502,40015.0,32230,7785.0,7785.0,7785.0,141202,141502,141502,-47714.25,-56445,8730.75,8730.75,8730.75,0,1082.438,1082.5,True,True,3408.8,2.747018,3.003356,9.271505,1,True,True,False
141611,141911,142511,131846.8,96666,35180.75,35205.5,35213.75,141911,142211,142511,39991.25,32230,7761.25,7779.063,7785.0,142211,142511,142511,-47676.5,-56445,8768.5,8740.188,8730.75,0,1082.438,1082.5,False,True,3411.1,2.748872,3.005382,9.277761,1,True,True,False
142620,142920,143520,131811.8,96666,35145.75,35188.5,35211.7,142920,143220,143520,40003.25,32230,7773.25,7776.125,7783.524,143220,143520,143520,-47694.25,-56445,8750.75,8745.188,8733.096,0,1082.438,1082.5,False,True,3410.3,2.748227,3.004677,9.275585,1,True,True,False
143631,143931,144531,131880.5,96666,35214.5,35188.69,35205.93,143931,144231,144531,40012.0,32230,7782.0,7775.375,7781.686,144231,144531,144531,-47703.5,-56445,8741.5,8747.875,8736.101,0,1082.438,1082.5,False,True,3412.9,2.750322,3.006968,9.282656,1,True,True,False
144641,144941,145541,131861.8,96666,35195.75,35184.19,35201.65,144941,145241,145541,40008.25,32230,7778.25,7773.688,7780.117,145241,145541,145541,-47684.0,-56445,8761.0,8755.438,8739.027,0,1082.438,1082.5,False,True,3409.3,2.747421,3.003796,9.272865,1,True,True,False
145651,145951,146551,131889.0,96666,35223.0,35194.75,35197.31,145951,146251,146551,39977.75,32230,7747.75,7770.313,7778.52,146251,146551,146551,-47683.5,-56445,8761.5,8753.688,8743.105,0,1082.438,1082.5,False,True,3409.6,2.747663,3.004061,9.273681,1,True,True,False
146660,146960,147560,131861.3,96666,35195.25,35207.13,35196.67,146960,147260,147560,39998.25,32230,7768.25,7769.063,7776.48,147260,147560,147560,-47698.0,-56445,8747.0,8752.75,8745.735,0,1082.438,1082.5,False,True,3409.4,2.747502,3.003884,9.273136,1,True,True,False
147670,147970,148570,131812.3,96666,35146.25,35190.06,35199.27,147970,148270,148570,39992.75,32230,7762.75,7764.25,7774.637,148270,148570,148570,-47698.5,-56445,8746.5,8754.0,8747.479,0,1082.438,1082.5,False,True,3409.5,2.747582,3.003973,9.273409,1,True,True,False
148679,148979,149579,131902.0,96666,35236.0,35200.13,35196.98,148979,149279,149579,39998.5,32230,7768.5,7761.813,7772.056,149279,149579,149579,-47678.25,-56445,8766.75,8755.438,8749.1,0,1082.438,1082.5,False,True,3410.0,2.747985,3.004413,9.274769,1,True,True,False
149688,149988,150588,131879.8,96666,35213.75,35197.81,35197.76,149988,150288,150588,39962.75,32230,7732.75,7758.063,7769.51,150288,150588,150588,-47678.25,-56445,8766.75,8756.75,8750.675,0,1082.438,1082.5,False,True,3410.1,2.748066,3.004501,9.275041,1,True,True,False
150702,151002,151602,131801.8,96666,35135.75,35182.94,35197.77,151002,151302,151602,39968.75,32230,7738.75,7750.688,7766.666,151302,151602,151602,-47670.25,-56445,8774.75,8763.688,8752.185,0,1082.438,1082.5,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
151712,152012,152612,131887.0,96666,35221.0,35201.63,35194.09,152012,152312,152612,39976.0,32230,7746.0,7746.5,7762.695,152312,152612,152612,-47703.75,-56445,8741.25,8762.375,8755.043,0,1082.438,1082.5,False,True,3411.4,2.749113,3.005646,9.278576,1,True,True,False
152721,153021,153621,131853.0,96666,35187.0,35189.38,35195.96,153021,153321,153621,39972.75,32230,7742.75,7740.063,7758.67,153321,153621,153621,-47698.25,-56445,8746.75,8757.375,8756.865,0,1082.438,1082.5,False,True,3409.7,2.747744,3.004149,9.273953,1,True,True,False
153731,154031,154631,131835.0,96666,35169.0,35178.19,35194.32,154031,154331,154631,39996.5,32230,7766.5,7748.5,7754.045,154331,154631,154631,-47684.75,-56445,8760.25,8755.75,8756.992,0,1082.438,1082.5,False,True,3411.8,2.749436,3.005999,9.279665,1,True,True,False
154741,155041,155641,131864.3,96666,35198.25,35193.81,35190.32,155041,155341,155641,40000.25,32230,7770.25,7756.375,7752.667,155341,155641,155641,-47668.0,-56445,8777.0,8756.313,8756.684,0,1082.438,1082.5,False,True,3409.4,2.747502,3.003884,9.273136,1,True,True,False
