tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
31338,31638,32238,139519.5,96736,42783.5,42749.56,42697.19,31638,31938,32238,133694.3,32399,101295.3,101292.4,101182.3,31938,32238,32238,6829.0,-56344,63173.0,63293.13,63373.93,0,4297.761,4298,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
32347,32647,33247,139543.5,96736,42807.5,42767.0,42710.21,32647,32947,33247,133572.3,32399,101173.3,101271.9,101209.7,32947,33247,33247,6895.0,-56344,63239.0,63268.0,63353.85,0,4297.761,4298,False,True,3411.4,2.749113,3.005646,9.278576,1,True,True,False
33355,33655,34255,139572.3,96736,42836.25,42784.5,42724.32,33655,33955,34255,133576.5,32399,101177.5,101246.4,101225.2,33955,34255,34255,6909.0,-56344,63253.0,63242.56,63332.51,0,4297.761,4298,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
34363,34663,35263,139601.8,96736,42865.75,42823.25,42739.28,34663,34963,35263,133558.5,32399,101159.5,101201.4,101230.4,34963,35263,35263,6885.0,-56344,63229.0,63223.5,63310.16,0,4297.761,4298,False,True,3410.3,2.748227,3.004677,9.275585,1,True,True,False
35374,35674,36274,139567.5,96736,42831.5,42835.25,42760.15,35674,35974,36274,133544.8,32399,101145.8,101164.0,101223.2,35974,36274,36274,6917.0,-56344,63261.0,63245.5,63288.62,0,4297.761,4298,False,True,3411.2,2.748952,3.00547,9.278033,1,True,True,False
36382,36682,37282,139595.5,96736,42859.5,42848.25,42778.82,36682,36982,37282,133563.8,32399,101164.8,101161.9,101208.5,36982,37282,37282,6883.75,-56344,63227.75,63242.69,63277.91,0,4297.761,4298,False,True,3411.4,2.749113,3.005646,9.278576,1,True,True,False
37391,37691,38291,139635.3,96736,42899.25,42864.0,42796.07,37691,37991,38291,133611.3,32399,101212.3,101170.6,101196.9,37991,38291,38291,6841.25,-56344,63185.25,63225.75,63269.16,0,4297.761,4298,False,True,3411.3,2.749033,3.005558,9.278305,1,True,True,False
38400,38700,39300,139631.5,96736,42895.5,42871.44,42812.96,38700,39000,39300,133600.5,32399,101201.5,101181.1,101190.4,39000,39300,39300,6817.0,-56344,63161.0,63208.75,63258.37,0,4297.761,4298,False,True,3408.9,2.747099,3.003443,9.271776,1,True,True,False
39410,39710,40310,139657.5,96736,42921.5,42893.94,42827.49,39710,40010,40310,133568.8,32399,101169.8,101187.1,101188.1,40010,40310,40310,6828.0,-56344,63172.0,63186.5,63246.04,0,4297.761,4298,False,True,3411.3,2.749033,3.005558,9.278305,1,True,True,False
40418,40718,41318,139676.8,96736,42940.75,42914.25,42844.01,40718,41018,41318,133587.3,32399,101188.3,101192.9,101187.8,41018,41318,41318,6887.75,-56344,63231.75,63187.5,63231.24,0,4297.761,4298,False,True,3410.5,2.748388,3.004853,9.276129,1,True,True,False
41427,41727,42327,139646.5,96736,42910.5,42917.06,42861.46,41727,42027,42327,133537.0,32399,101138.0,101174.4,101189.1,42027,42327,42327,6833.75,-56344,63177.75,63185.63,63220.37,0,4297.761,4298,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
42438,42738,43338,139620.5,96736,42884.5,42914.31,42875.28,42738,43038,43338,133626.8,32399,101227.8,101180.9,101185.4,43038,43338,43338,6842.25,-56344,63186.25,63191.94,63211.74,0,4297.761,4298,False,True,3410.5,2.748388,3.004853,9.276129,1,True,True,False
43447,43747,44347,139642.5,96736,42906.5,42910.56,42884.98,43747,44047,44347,133656.3,32399,101257.3,101202.8,101184.3,44047,44347,44347,6761.25,-56344,63105.25,63175.25,63206.82,0,4297.761,4298,False,True,3410.0,2.747985,3.004413,9.274769,1,True,True,False
44456,44756,45356,139651.5,96736,42915.5,42904.25,42891.34,44756,45056,45356,133650.8,32399,101251.8,101218.7,101188.9,45056,45356,45356,6799.75,-56344,63143.75,63153.25,63198.97,0,4297.761,4298,False,True,3410.9,2.74871,3.005206,9.277216,1,True,True,False
45466,45766,46366,139673.0,96736,42937.0,42910.88,42894.55,45766,46066,46366,133623.5,32399,101224.5,101240.3,101196.3,46066,46366,46366,6800.5,-56344,63144.5,63144.94,63187.61,0,4297.761,4298,False,True,3410.6,2.748469,3.004942,9.276401,1,True,True,False
