tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
253931,254231,254831,304278.0,94616,209662.0,209412.1,209275.7,254231,254531,254831,81730.25,30411,51319.25,51277.13,51246.75,254531,254831,254831,23232.5,-54731,77963.5,77964.5,77964.56,0,7339.965,7340,False,True,3413.1,2.750484,3.007144,9.2832,1,True,True,False
254940,255240,255840,304350.3,94616,209734.3,209529.8,209309.6,255240,255540,255840,81558.5,30411,51147.5,51253.25,51254.3,255540,255840,255840,23317.5,-54731,78048.5,77985.5,77964.55,0,7339.965,7340,False,True,3412.9,2.750322,3.006968,9.282656,1,True,True,False
255950,256250,256850,304555.0,94616,209939.0,209698.7,209364.3,256250,256550,256850,81658.25,30411,51247.25,51254.31,51254.04,256550,256850,256850,23317.75,-54731,78048.75,78006.56,77969.76,0,7339.965,7340,False,True,3413.8,2.751048,3.007761,9.285105,1,True,True,False
256962,257262,257862,304648.3,94616,210032.3,209841.9,209447.4,257262,257562,257862,81639.25,30411,51228.25,51235.56,51254.11,257562,257862,257862,23355.0,-54731,78086.0,78036.69,77978.91,0,7339.965,7340,False,True,3410.8,2.74863,3.005118,9.276945,1,True,True,False
257971,258271,258871,304685.0,94616,210069.0,209943.6,209545.5,258271,258571,258871,81683.5,30411,51272.5,51223.88,51249.5,258571,258871,258871,23299.25,-54731,78030.25,78053.38,77993.27,0,7339.965,7340,False,True,3413.1,2.750484,3.007144,9.2832,1,True,True,False
258980,259280,259880,304809.0,94616,210193.0,210058.3,209644.4,259280,259580,259880,81628.75,30411,51217.75,51241.44,51243.13,259580,259880,259880,23339.5,-54731,78070.5,78058.88,78008.2,0,7339.965,7340,False,True,3412.3,2.749839,3.006439,9.281025,1,True,True,False
259992,260292,260892,304837.5,94616,210221.5,210128.9,209747.3,260292,260592,260892,81605.25,30411,51194.25,51228.19,51242.71,260592,260892,260892,23362.25,-54731,78093.25,78070.0,78020.8,0,7339.965,7340,False,True,3412.6,2.750081,3.006704,9.28184,1,True,True,False
261002,261302,261902,304954.0,94616,210338.0,210205.4,209842.1,261302,261602,261902,81606.25,30411,51195.25,51219.94,51239.1,261602,261902,261902,23347.75,-54731,78078.75,78068.19,78033.02,0,7339.965,7340,False,True,3412.5,2.75,3.006616,9.281569,1,True,True,False
262011,262311,262911,305035.5,94616,210419.5,210293.0,209932.4,262311,262611,262911,81566.0,30411,51155.0,51190.56,51234.34,262611,262911,262911,23352.25,-54731,78083.25,78081.44,78041.77,0,7339.965,7340,False,True,3412.4,2.749919,3.006527,9.281296,1,True,True,False
263024,263324,263924,305005.5,94616,210389.5,210342.1,210022.0,263324,263624,263924,81551.25,30411,51140.25,51171.19,51223.46,263624,263924,263924,23405.5,-54731,78136.5,78097.94,78051.63,0,7339.965,7340,False,True,3413.0,2.750403,3.007056,9.282928,1,True,True,False
264034,264334,264934,305119.0,94616,210503.0,210412.5,210101.6,264334,264634,264934,81533.5,30411,51122.5,51153.25,51210.47,264634,264934,264934,23380.75,-54731,78111.75,78102.56,78063.13,0,7339.965,7340,False,True,3414.5,2.751612,3.008378,9.287008,1,True,True,False
265044,265344,265944,305222.5,94616,210606.5,210479.6,210178.9,265344,265644,265944,81470.5,30411,51059.5,51119.31,51196.25,265644,265944,265944,23381.0,-54731,78112.0,78110.88,78072.94,0,7339.965,7340,False,True,3413.9,2.751128,3.007849,9.285377,1,True,True,False
266053,266353,266953,305186.3,94616,210570.3,210517.3,210253.6,266353,266653,266953,81481.0,30411,51070.0,51098.06,51177.13,266653,266953,266953,23432.5,-54731,78163.5,78130.94,78082.37,0,7339.965,7340,False,True,3412.3,2.749839,3.006439,9.281025,1,True,True,False
267063,267363,267963,305301.3,94616,210685.3,210591.3,210319.1,267363,267663,267963,81476.75,30411,51065.75,51079.44,51157.48,267663,267963,267963,23448.25,-54731,78179.25,78141.63,78094.44,0,7339.965,7340,False,True,3412.3,2.749839,3.006439,9.281025,1,True,True,False
268073,268373,268973,305340.3,94616,210724.3,210646.6,210386.8,268373,268673,268973,81460.0,30411,51049.0,51061.06,51138.09,268673,268973,268973,23350.75,-54731,78081.75,78134.13,78106.16,0,7339.965,7340,False,True,3413.9,2.751128,3.007849,9.285377,1,True,True,False
