tBeforeMeasure1,tAfterMeasure1,tAfterAlgo1,realValue_WU1,offset1,relativeVal_WU1,realValue_WU_MovAvg1,realValue_WU_Filt1,tBeforeMeasure2,tAfterMeasure2,tAfterAlgo2,realValue_WU2,offset2,relativeVal_WU2,realValue_WU_MovAvg2,realValue_WU_Filt2,tBeforeMeasure3,tAfterMeasure3,tAfterAlgo3,realValue_WU3,offset3,relativeVal_WU3,realValue_WU_MovAvg3,realValue_WU_Filt3,realValueFiltered,realValue,correctedValueFiltered,bSync,bHold,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT
31420,31720,32320,198187.5,96435,101752.5,101715.9,101703.8,31720,32020,32320,113585.0,32214,81371.0,81351.69,81345.25,32020,32320,32320,19708.25,-56048,75756.25,75831.44,75856.5,0,5370.934,5371,False,False,3409.5,2.747582,3.003973,9.273409,1,True,True,False
32430,32730,33330,198222.3,96435,101787.3,101736.8,101706.8,32730,33030,33330,113631.3,32214,81417.25,81369.69,81346.85,33030,33330,33330,19802.25,-56048,75850.25,75829.88,75850.27,0,5370.901,5371,False,False,3411.1,2.748872,3.005382,9.277761,1,True,True,False
33439,33739,34339,198224.5,96435,101789.5,101758.3,101714.2,33739,34039,34339,113628.5,32214,81414.5,81387.0,81352.52,34039,34339,34339,19812.75,-56048,75860.75,75830.94,75845.2,0,5371.068,5371,False,False,3412.9,2.750322,3.006968,9.282656,1,True,True,False
34473,34773,35373,198354.8,96435,101919.8,101812.3,101725.2,34773,35073,35373,113667.3,32214,81453.25,81414.0,81361.09,35073,35373,35373,19770.75,-56048,75818.75,75821.5,75841.66,0,5371.068,5371,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
35482,35782,36382,198380.3,96435,101945.3,101860.4,101746.8,35782,36082,36382,113735.3,32214,81521.25,81451.56,81374.24,36082,36382,36382,19772.25,-56048,75820.25,75837.5,75836.65,0,5371.068,5371,False,True,3413.6,2.750886,3.007585,9.28456,1,True,True,False
36491,36791,37391,198508.0,96435,102073.0,101931.9,101775.1,36791,37091,37391,113701.0,32214,81487.0,81469.0,81393.46,37091,37391,37391,19797.5,-56048,75845.5,75836.31,75836.86,0,5371.068,5371,False,True,3410.6,2.748469,3.004942,9.276401,1,True,True,False
37500,37800,38400,198382.3,96435,101947.3,101971.3,101814.0,37800,38100,38400,113574.3,32214,81360.25,81455.44,81412.23,38100,38400,38400,19828.75,-56048,75876.75,75840.31,75836.73,0,5371.068,5371,False,True,3411.8,2.749436,3.005999,9.279665,1,True,True,False
38509,38809,39409,198318.3,96435,101883.3,101962.2,101853.1,38809,39109,39409,113543.3,32214,81329.25,81424.44,81422.98,39109,39409,39409,19819.25,-56048,75867.25,75852.44,75837.62,0,5371.068,5371,False,True,3411.8,2.749436,3.005999,9.279665,1,True,True,False
39518,39818,40418,198462.8,96435,102027.8,101982.8,101880.2,39818,40118,40418,113568.3,32214,81354.25,81382.69,81423.34,40118,40418,40418,19788.5,-56048,75836.5,75856.5,75841.3,0,5371.068,5371,False,True,3411.6,2.749275,3.005823,9.27912,1,True,True,False
40527,40827,41427,198411.5,96435,101976.5,101958.7,101905.7,40827,41127,41427,113538.8,32214,81324.75,81342.13,81413.24,41127,41427,41427,19807.5,-56048,75855.5,75859.0,75845.08,0,5371.068,5371,False,True,3411.0,2.748791,3.005294,9.277489,1,True,True,False
41537,41837,42437,198466.5,96435,102031.5,101979.8,101918.9,41837,42137,42437,113516.5,32214,81302.5,81327.69,81395.57,42137,42437,42437,19826.5,-56048,75874.5,75858.44,75848.54,0,5371.068,5371,False,True,3411.3,2.749033,3.005558,9.278305,1,True,True,False
42546,42846,43446,198555.8,96435,102120.8,102039.1,101934.0,42846,43146,43446,113510.0,32214,81296.0,81319.38,81378.7,43146,43446,43446,19816.25,-56048,75864.25,75857.69,75851.0,0,5371.068,5371,False,True,3410.7,2.748549,3.00503,9.276673,1,True,True,False
43555,43855,44455,198370.0,96435,101935.0,102015.9,101960.1,43855,44155,44455,113523.3,32214,81309.25,81308.13,81363.96,44155,44455,44455,19776.0,-56048,75824.0,75854.56,75852.66,0,5371.068,5371,False,True,3411.5,2.749194,3.005734,9.278849,1,True,True,False
44565,44865,45465,198473.8,96435,102038.8,102031.5,101974.0,44865,45165,45465,113506.3,32214,81292.25,81300.0,81350.09,45165,45465,45465,19776.25,-56048,75824.25,75846.75,75853.14,0,5371.068,5371,False,True,3412.8,2.750242,3.00688,9.282385,1,True,True,False
45574,45874,46474,198539.0,96435,102104.0,102049.6,101988.3,45874,46174,46474,113576.3,32214,81362.25,81314.94,81337.64,46174,46474,46474,19803.5,-56048,75851.5,75841.0,75851.55,0,5371.068,5371,False,True,3413.0,2.750403,3.007056,9.282928,1,True,True,False
